,years,technology,scenario,capacity,generation,retirement,cap.change,investment,annual.capex,annual.FOM,annual.VOM,annual.Fuel,annual.opex
809,2039,Bio,95% by 2035,6077.65,34814.8565,477.65,-479.650000000001,0.0,0.0,910638.562055338,166849.855755929,111145.252456277,1188633.67026754
810,2040,Bio,95% by 2035,5598.0,32228.145,477.65,-479.65,0.0,0.0,838770.687747038,154453.066452569,102887.263436588,1096111.01763619
811,2041,Bio,95% by 2035,5668.1,33350.21,235.2,70.1000000000004,305.3,1172397.78154153,849274.050592887,159830.55187747,106469.41801756,1115574.02048792
812,2042,Bio,95% by 2035,5738.2,34472.275,235.2,70.0999999999995,305.299999999999,1164266.28674954,859777.413438737,165208.037302371,110051.572598532,1135037.02333964
813,2043,Bio,95% by 2035,5620.7,33974.9375,106.3,-117.5,0.0,0.0,842171.919367591,162824.552248024,108463.839442329,1113460.31105794
814,2044,Bio,95% by 2035,5503.2,33477.6,106.3,-117.5,0.0,0.0,824566.425296445,160441.067193676,106876.106286127,1091883.59877625
815,2045,Bio,95% by 2035,5437.25,33273.8125,108.15,-65.9499999999998,42.2000000000002,157738.940332183,814684.873517788,159464.417613636,106225.521581436,1080374.81271286
816,2046,Bio,95% by 2035,5371.3,33070.025,108.15,-65.9499999999998,42.2000000000002,156603.206243538,804803.321739132,158487.768033597,105574.936876744,1068866.02664947
817,2047,Bio,95% by 2035,5356.6,33088.5045,34.8,-14.6999999999998,20.1000000000002,74003.5316508444,802600.762055338,158576.330854743,105633.932055792,1066811.02496587
818,2048,Bio,95% by 2035,5341.9,33106.984,34.8,-14.7000000000007,20.0999999999993,73407.2250271354,800398.202371543,158664.893675889,105692.927234841,1064756.02328227
819,2049,Bio,95% by 2035,5276.3,32674.816,72.1,-65.6000000000004,6.49999999999963,23553.2991998723,790569.09249012,156593.732806324,104313.245504327,1051476.07080077
820,2050,Bio,95% by 2035,5210.7,32242.648,72.1,-65.5999999999995,6.50000000000054,23136.960368654,780739.982608697,154522.571936759,102933.563773812,1038196.11831927
821,2010,Coal,95% by 2035,313393.9,1842116.808444,0.0,,,,,,,
822,2011,Coal,95% by 2035,314056.1,1727710.541808,6788.05,662.199999999953,7450.24999999995,,,,,
823,2012,Coal,95% by 2035,304974.9,1501428.029688,6788.05,-9081.19999999995,0.0,,,,,
824,2013,Coal,95% by 2035,302604.4,1574583.839136,5734.8,-2370.5,3364.3,,,,,
825,2014,Coal,95% by 2035,299064.7,1584983.09706,5734.8,-3539.70000000001,2195.09999999999,,,,,
826,2015,Coal,95% by 2035,286082.7,1360803.857436,12428.65,-12982.0,0.0,,,,,
827,2016,Coal,95% by 2035,269477.1,1246407.041088,12428.65,-16605.6,0.0,,,,,
828,2017,Coal,95% by 2035,259930.2,1209080.921112,9514.2,-9546.89999999997,0.0,,,,,
829,2018,Coal,95% by 2035,246866.8,1159128.498048,9514.2,-13063.4,0.0,,,,,
830,2019,Coal,95% by 2035,235089.3,978206.5773,10451.15,-11777.5,0.0,0.0,16879411.74,7688703.697578,17001914.7525087,41570030.1900867
831,2020,Coal,95% by 2035,220623.2,782726.98896,10451.15,-14466.1,0.0,0.0,15840745.76,6152234.1332256,13673575.251466,35666555.1446915
832,2021,Coal,95% by 2035,214477.35,892936.69448,5826.15,-6145.85000000001,0.0,0.0,15399473.73,7018482.4186128,15347242.1857311,37765198.3343439
833,2022,Coal,95% by 2035,208331.5,1003146.4,5826.15,-6145.85000000001,0.0,0.0,14958201.7,7884730.704,17003302.0418904,39846234.4458904
834,2023,Coal,95% by 2035,193650.2,854926.0,14703.8379225757,-14681.3,22.5379225757115,69248.8178972165,13904084.36,6719718.36,14331884.3858152,34955687.1058152
835,2024,Coal,95% by 2035,178968.9,706705.6,14703.8379225757,-14681.3,22.5379225756824,69248.817897127,12849967.02,5554706.016,11808054.3432511,30212727.3792511
836,2025,Coal,95% by 2035,171196.95,634196.93,8017.30675045141,-7771.94999999998,245.356750451428,753870.055005605,12291941.01,4984787.8698,10504462.1401152,27781191.0199152
837,2026,Coal,95% by 2035,163425.0,561688.26,8017.30675045141,-7771.95000000001,245.356750451399,749756.968189429,11733915.0,4414869.7236,9341500.00029625,25490284.7238963
838,2027,Coal,95% by 2035,156443.95,488669.94,6950.50684912859,-6981.04999999999,0.0,0.0,11232675.61,3840945.7284,8185170.95942377,23258792.2978238
839,2028,Coal,95% by 2035,149462.9,415651.62,6950.50684912859,-6981.05000000002,0.0,0.0,10731436.22,3267021.7332,6901684.44820944,20900142.4014094
840,2029,Coal,95% by 2035,146869.2,348624.31,2724.25,-2593.69999999998,130.550000000017,392679.600775148,10545208.56,2740187.0766,5792708.68139954,19078104.3179995
841,2030,Coal,95% by 2035,144275.5,281597.0,2724.25,-2593.70000000001,130.549999999988,390022.135323955,10358980.9,2213352.42,4674332.22516363,17246665.5451636
842,2031,Coal,95% by 2035,138281.15,158270.792,5624.1207370255,-5994.35000000001,0.0,0.0,9928586.57,1244008.42512,2625007.41939401,13797602.414514
843,2032,Coal,95% by 2035,132286.8,34944.584,5624.1207370255,-5994.35000000001,0.0,0.0,9498192.24,274664.43024,578692.561474191,10351549.2317142
844,2033,Coal,95% by 2035,100885.35,17632.7752,31443.5533025961,-31401.45,42.1033025961042,123112.925806615,7243568.13,138593.613072,293018.494512403,7675180.2375844
845,2034,Coal,95% by 2035,69483.9,320.9664,31443.5533025961,-31401.45,42.1033025961042,122255.87431656,4988944.02,2522.795904,5335.94719787145,4996802.76310187
846,2035,Coal,95% by 2035,51910.9,160.4832,17117.642289555,-17573.0,0.0,0.0,3727202.62,1261.397952,2660.52350562903,3731124.54145763
847,2036,Coal,95% by 2035,34337.9,0.0,17117.642289555,-17573.0,0.0,0.0,2465461.22,0.0,0.0,2465461.22
848,2037,Coal,95% by 2035,32298.45,0.0,1867.21744618938,-2039.45,0.0,0.0,2319028.71,0.0,0.0,2319028.71
849,2038,Coal,95% by 2035,30259.0,0.0,1867.21744618938,-2039.45,0.0,0.0,2172596.2,0.0,0.0,2172596.2
850,2039,Coal,95% by 2035,30259.0,0.0,0.0,0.0,0.0,0.0,2172596.2,0.0,0.0,2172596.2
851,2040,Coal,95% by 2035,30259.0,0.0,0.0,0.0,0.0,0.0,2172596.2,0.0,0.0,2172596.2
852,2041,Coal,95% by 2035,29615.5,0.0,730.0,-643.5,86.5,238845.597164274,2126392.9,0.0,0.0,2126392.9
853,2042,Coal,95% by 2035,28972.0,0.0,730.0,-643.5,86.5,237188.385735554,2080189.6,0.0,0.0,2080189.6
854,2043,Coal,95% by 2035,28463.15,0.0,481.85,-508.849999999999,0.0,0.0,2043654.17,0.0,0.0,2043654.17
855,2044,Coal,95% by 2035,27954.3,0.0,481.85,-508.850000000002,0.0,0.0,2007118.74,0.0,0.0,2007118.74
856,2045,Coal,95% by 2035,26128.7,0.0,2062.78600383529,-1825.6,237.186003835288,637598.421146799,1876040.66,0.0,0.0,1876040.66
857,2046,Coal,95% by 2035,24303.1,0.0,2062.78600383529,-1825.6,237.186003835292,632770.281654828,1744962.58,0.0,0.0,1744962.58
858,2047,Coal,95% by 2035,22275.7,0.0,1879.60796147577,-2027.4,0.0,0.0,1599395.26,0.0,0.0,1599395.26
859,2048,Coal,95% by 2035,20248.3,0.0,1879.60796147577,-2027.4,0.0,0.0,1453827.94,0.0,0.0,1453827.94
860,2049,Coal,95% by 2035,19243.15,0.0,1049.3,-1005.15,44.1500000000021,115035.37922089,1381658.17,0.0,0.0,1381658.17
861,2050,Coal,95% by 2035,18238.0,0.0,1049.3,-1005.15,44.1499999999985,113026.489326398,1309488.4,0.0,0.0,1309488.4
862,2010,Gas,95% by 2035,431478.3,980069.641836,0.0,,,,,,,
863,2011,Gas,95% by 2035,438066.9,1011801.481272,4697.95,6588.60000000003,11286.55,,,,,
864,2012,Gas,95% by 2035,436930.3,1204940.127804,4697.95,-1136.60000000001,7454.25,,,,,
865,2013,Gas,95% by 2035,441758.1,1128297.34692,5992.2,4827.79999999999,10820.0,,,,,
866,2014,Gas,95% by 2035,445052.9,1136264.407488,5992.2,3294.80000000002,9287.00000000002,,,,,
867,2015,Gas,95% by 2035,453733.0,1338951.235896,8280.55,8680.09999999998,16960.65,,,,,
868,2016,Gas,95% by 2035,460494.3,1374244.695984,8280.55,6761.29999999999,15041.85,,,,,
869,2017,Gas,95% by 2035,465311.5,1289393.597124,9394.95,4817.20000000001,14212.15,,,,,
870,2018,Gas,95% by 2035,475091.2,1463548.395096,9394.95,9779.69999999998,19174.65,,,,,
871,2019,Gas,95% by 2035,484539.3,1575948.596328,3288.55,9448.10000000001,12849.2,13539171.4766197,11834688.97,3501373.1017014,30389785.1372953,45725847.2089967
872,2020,Gas,95% by 2035,492414.6,1610604.054228,3288.55,7875.30000000005,11163.85,11312245.4774271,12046987.7,3573546.40459032,28796889.4305054,44417423.5350958
873,2021,Gas,95% by 2035,498697.35,1406965.261114,3549.45,6282.75,9832.2,9733118.08330028,12213800.535,2886699.33825516,26099560.1223932,41200059.9956484
874,2022,Gas,95% by 2035,504980.1,1203326.468,3549.45,6282.74999999997,9832.19999999997,9702258.22944628,12380613.37,2199852.27192,21554253.1980286,36134718.8399486
875,2023,Gas,95% by 2035,497597.6,1358088.196,12691.4445452515,-7382.5,5893.45,6067751.79777832,12258335.12,2499231.68824,24978329.505249,39735896.313489
876,2024,Gas,95% by 2035,490215.1,1512849.924,12691.4445452515,-7382.5,5893.45,6041904.07978987,12136056.87,2798611.10456,29306035.9381793,44240703.9127393
877,2025,Gas,95% by 2035,488235.5,1500565.794,4744.8219025319,-1979.59999999995,2765.22190253195,2814105.77651245,12110024.67,2770221.74236,31702291.9184004,46582538.3307604
878,2026,Gas,95% by 2035,486255.9,1488281.664,4744.8219025319,-1979.60000000003,2765.22190253186,2801658.40439032,12083992.47,2741832.38016,33409710.8519144,48235535.7020744
879,2027,Gas,95% by 2035,486812.85,1445747.304,1838.20655692086,556.949999999953,2398.79999999995,2427662.74234411,12108522.005,2655332.96176,33639744.2348376,48403599.2015976
880,2028,Gas,95% by 2035,487369.8,1403212.944,1838.20655692086,556.950000000012,2398.80000000001,2417141.99373163,12133051.54,2568833.54336,33201873.3133827,47903758.3967427
881,2029,Gas,95% by 2035,480654.75,1328221.9485,7520.3944515651,-6715.04999999999,854.850000000012,857637.223357545,11988890.675,2425010.82559,31313167.4838142,45727068.9844042
882,2030,Gas,95% by 2035,473939.7,1253230.953,7520.3944515651,-6715.04999999999,854.850000000012,853887.98959423,11844729.81,2281188.10782,28957639.9598284,43083557.8776484
883,2031,Gas,95% by 2035,472713.1,1203438.489,1339.14270763448,-1226.60000000001,112.542707634474,97415.8167325667,11818066.99,2201302.45566,27590235.7857295,41609605.2313895
884,2032,Gas,95% by 2035,471486.5,1153646.025,1339.14270763448,-1226.60000000001,112.542707634474,96816.9705087831,11791404.17,2121416.8035,26672678.6958473,40585499.6693473
885,2033,Gas,95% by 2035,468852.15,926840.2467,3266.02274900918,-2634.35000000001,631.672749009173,571865.729675594,11732784.655,1688431.666698,21767988.4920418,35189204.8137398
886,2034,Gas,95% by 2035,466217.8,700034.4684,3266.02274900918,-2634.35000000001,631.672749009173,569427.54246102,11674165.14,1255446.529896,16609726.5947436,29539338.2646396
887,2035,Gas,95% by 2035,462564.7,579659.46085,4689.69582088419,-3653.09999999999,1036.5958208842,1169296.54130532,11604352.44,1038524.431889,13720220.0319803,26363096.9038693
888,2036,Gas,95% by 2035,458911.6,459284.4533,4689.69582088419,-3653.10000000002,1036.59582088417,1160628.7225866,11534539.74,821602.333882,10845527.4604345,23201669.5343165
889,2037,Gas,95% by 2035,456293.5,460804.8838,2310.94631055299,-2618.10000000001,143.346310552972,116622.685239968,11474048.33,821128.634648,10982695.400389,23277872.365037
890,2038,Gas,95% by 2035,453675.4,462325.3143,2310.94631055299,-2618.09999999998,143.346310553002,115993.991519021,11413556.92,820654.935414,11069422.6775497,23303634.5329637
891,2039,Gas,95% by 2035,450405.0,455939.4421,3278.50690691134,-3270.40000000002,11.3069069113285,9112.21100358894,11342749.88,808195.471908,10929238.2897796,23080183.6416876
892,2040,Gas,95% by 2035,447134.6,449553.5699,3278.50690691134,-3270.39999999999,11.3069069113576,9050.22317365585,11271942.84,795736.008402,10789424.6508044,22857103.4992064
893,2041,Gas,95% by 2035,452411.1,456235.9858,2661.7,5276.50000000003,7938.20000000003,7265384.78835227,11418551.93,806476.539798,10934908.2608266,23159936.7306246
894,2042,Gas,95% by 2035,457687.6,462918.4017,2661.7,5276.5,7938.2,7230569.12775691,11565161.02,817217.071194,11118666.4373197,23501044.5285137
895,2043,Gas,95% by 2035,461192.55,469441.0934,2300.55,3504.94999999995,5805.49999999995,5340948.4033527,11670087.115,827892.267582,11301287.4566692,23799266.8392512
896,2044,Gas,95% by 2035,464697.5,475963.7851,2300.55,3504.95000000004,5805.50000000004,5315486.4198318,11775013.21,838567.46397,11505470.8030906,24119051.4770606
897,2045,Gas,95% by 2035,473360.95,487499.20775,11048.4,8663.45000000004,19711.85,18120788.5877892,12035651.155,858445.859452,11822938.9832656,24717035.9977176
898,2046,Gas,95% by 2035,482024.4,499034.6304,11048.4,8663.44999999998,19711.85,18053728.3545823,12296289.1,878324.254934,12236321.7326041,25410935.0875381
899,2047,Gas,95% by 2035,491352.4,520538.17115,3710.05,9327.99999999997,13038.05,11931240.9126277,12563091.34,916374.232344,12944164.2821313,26423629.8544753
900,2048,Gas,95% by 2035,500680.4,542041.7119,3710.05,9327.99999999997,13038.05,11860901.7171557,12829893.58,954424.209754,13603897.0489801,27388214.8387341
901,2049,Gas,95% by 2035,508808.95,537052.4872,14472.95,8128.55,22601.5,20145326.6305805,13107511.475,946028.923648,13557895.8572942,27611436.2559422
902,2050,Gas,95% by 2035,516937.5,532063.2625,14472.95,8128.55,22601.5,19905858.5505116,13385129.37,937633.637542,13623421.8097604,27946184.8173024
903,2010,Geo,95% by 2035,2392.1,15003.633936,0.0,,,,,,,
904,2011,Geo,95% by 2035,2407.9,15081.64086,0.0,15.8000000000002,15.8000000000002,,,,,
905,2012,Geo,95% by 2035,2531.8,15147.961944,0.0,123.9,123.9,,,,,
906,2013,Geo,95% by 2035,2509.5,15783.95196,0.0,-22.3000000000002,0.0,,,,,
907,2014,Geo,95% by 2035,2513.3,15851.88576,0.0,3.80000000000018,3.80000000000018,,,,,
908,2015,Geo,95% by 2035,2523.0,15890.96412,0.0,9.69999999999982,9.69999999999982,,,,,
909,2016,Geo,95% by 2035,2516.6,15784.517856,0.0,-6.40000000000009,0.0,,,,,
910,2017,Geo,95% by 2035,2460.4,15776.872128,0.0,-56.1999999999998,0.0,,,,,
911,2018,Geo,95% by 2035,2391.5,15921.6504,0.0,-68.9000000000001,0.0,,,,,
912,2019,Geo,95% by 2035,2535.2,15457.012992,0.0,143.7,143.7,957389.297274165,349874.464233131,0.0,0.0,349874.464233131
913,2020,Geo,95% by 2035,2561.5,15505.16934,0.0,26.3000000000002,26.3000000000002,169247.48131877,350829.215619626,0.0,0.0,350829.215619626
914,2021,Geo,95% by 2035,2727.4,18525.54167,0.0,165.9,165.9,1038128.05416782,370703.216434928,0.0,0.0,370703.216434928
915,2022,Geo,95% by 2035,2893.3,21545.914,0.0,165.9,165.9,1008962.76072974,390230.738055283,0.0,0.0,390230.738055283
916,2023,Geo,95% by 2035,2893.3,21545.917,0.0,0.0,0.0,0.0,387209.435298374,0.0,0.0,387209.435298374
917,2024,Geo,95% by 2035,2893.3,21545.92,0.0,0.0,0.0,0.0,384188.132541463,0.0,0.0,384188.132541463
918,2025,Geo,95% by 2035,3367.95,25080.672,0.0,474.65,474.65,2641817.8508884,443697.792960592,0.0,0.0,443697.792960592
919,2026,Geo,95% by 2035,3842.6,28615.424,0.0,474.65,474.65,2562004.17549196,502216.155309308,0.0,0.0,502216.155309308
920,2027,Geo,95% by 2035,3864.75,28780.362,0.0,22.1500000000001,22.1500000000001,115876.1629163,501075.362302668,0.0,0.0,501075.362302668
921,2028,Geo,95% by 2035,3886.9,28945.3,0.0,22.1500000000001,22.1500000000001,112236.279617408,499888.309415569,0.0,0.0,499888.309415569
922,2029,Geo,95% by 2035,3906.6,29091.69,0.0,19.7000000000003,19.7000000000003,96622.2704741871,498342.464257336,0.0,0.0,498342.464257336
923,2030,Geo,95% by 2035,3926.3,29238.08,0.0,19.6999999999998,19.6999999999998,94189.447652568,496755.476,0.0,0.0,496755.476
924,2031,Geo,95% by 2035,4203.45,31301.795,0.0,277.150000000001,277.150000000001,1318481.33958502,531820.494,0.0,0.0,531820.494
925,2032,Geo,95% by 2035,4480.6,33365.51,0.0,277.15,277.15,1311888.93288709,566885.512,0.0,0.0,566885.512
926,2033,Geo,95% by 2035,4590.0,34134.36,0.0,109.4,109.4,515255.442942662,580726.8,0.0,0.0,580726.8
927,2034,Geo,95% by 2035,4699.4,34903.21,0.0,109.4,109.4,512679.165727948,594568.088,0.0,0.0,594568.088
928,2035,Geo,95% by 2035,5843.5,43241.15,0.0,1144.1,1144.1,5334766.47478794,739319.62,0.0,0.0,739319.62
929,2036,Geo,95% by 2035,6987.6,51579.09,0.0,1144.1,1144.1,5308092.642414,884071.152,0.0,0.0,884071.152
930,2037,Geo,95% by 2035,7020.95,51854.445,0.0,33.3500000000004,33.3500000000004,153954.868609725,888290.594,0.0,0.0,888290.594
931,2038,Geo,95% by 2035,7054.3,52129.8,0.0,33.3499999999995,33.3499999999995,153185.094266672,892510.036,0.0,0.0,892510.036
932,2039,Geo,95% by 2035,7079.8,52341.595,7.79999999999998,25.5,33.3,152190.654299396,895736.296,0.0,0.0,895736.296
933,2040,Geo,95% by 2035,7105.3,52553.39,7.79999999999998,25.5,33.3,151429.701027899,898962.556,0.0,0.0,898962.556
934,2041,Geo,95% by 2035,7260.5,53710.273,67.5,155.2,222.7,1007650.97437894,918598.46,0.0,0.0,918598.46
935,2042,Geo,95% by 2035,7415.7,54867.156,67.5,155.2,222.7,1002612.71950704,938234.364,0.0,0.0,938234.364
936,2043,Geo,95% by 2035,7469.75,55321.903,42.7,54.0500000000002,96.7500000000002,433398.144181612,945072.77,0.0,0.0,945072.77
937,2044,Geo,95% by 2035,7523.8,55776.65,42.7,54.0500000000002,96.7500000000002,431231.153460704,951911.176,0.0,0.0,951911.176
938,2045,Geo,95% by 2035,7617.6,56527.499,25.0,93.8000000000002,118.8,526864.183214221,963778.752,0.0,0.0,963778.752
939,2046,Geo,95% by 2035,7711.4,57278.348,25.0,93.7999999999993,118.799999999999,524229.862298146,975646.328,0.0,0.0,975646.328
940,2047,Geo,95% by 2035,7795.25,57895.276,30.15,83.8500000000004,114.0,500533.613472048,986255.03,0.0,0.0,986255.03
941,2048,Geo,95% by 2035,7879.1,58512.204,30.15,83.8500000000004,114.0,498030.945404688,996863.732,0.0,0.0,996863.732
942,2049,Geo,95% by 2035,7980.45,59270.817,10.0,101.35,111.35,484021.640718929,1009686.534,0.0,0.0,1009686.534
943,2050,Geo,95% by 2035,8081.8,60029.43,10.0,101.349999999999,111.349999999999,481601.532515331,1022509.336,0.0,0.0,1022509.336
944,2010,Hydro,95% by 2035,,,0.0,,,,,,,
945,2011,Hydro,95% by 2035,,,0.0,,,,,,,
946,2012,Hydro,95% by 2035,,,0.0,,,,,,,
947,2013,Hydro,95% by 2035,101262.8,287302.327944,0.0,,,,,,,
948,2014,Hydro,95% by 2035,102060.7,279422.515224,0.0,797.900000000005,797.900000000005,,,,,
949,2015,Hydro,95% by 2035,102219.7,269259.303384,1.5,159.0,160.5,,,,,
950,2016,Hydro,95% by 2035,102558.7,289379.542944,1.5,338.999999999996,340.499999999996,,,,,
951,2017,Hydro,95% by 2035,102490.5,322970.143128,0.0,-68.1999999999971,39.0,,,,,
952,2018,Hydro,95% by 2035,102587.3,314383.166268,0.0,96.799999999992,96.799999999992,,,,,
953,2019,Hydro,95% by 2035,102592.7,308875.364448,0.0,5.40000000000509,66.1000000000058,167117.285787469,6489984.450117,0.0,0.0,6489984.450117
954,2020,Hydro,95% by 2035,102750.0,305649.459408,0.0,157.299999999992,184.899999999998,467473.242095983,6499935.2025,0.0,0.0,6499935.2025
955,2021,Hydro,95% by 2035,102689.35,296034.708704,0.0,-60.6500000000015,0.0,0.0,6496098.5010885,0.0,0.0,6496098.5010885
956,2022,Hydro,95% by 2035,102628.7,286419.958,0.0,-60.6499999999978,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
957,2023,Hydro,95% by 2035,102628.7,287686.357,0.0,0.0,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
958,2024,Hydro,95% by 2035,102628.7,288952.756,0.0,0.0,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
959,2025,Hydro,95% by 2035,102481.4,295405.039,0.0,-147.299999999999,23.7000000000007,59919.5015558424,6482943.644394,0.0,0.0,6482943.644394
960,2026,Hydro,95% by 2035,102334.1,301857.322,0.0,-147.299999999999,23.7000000000007,59320.3060936283,6473625.489111,0.0,0.0,6473625.489111
961,2027,Hydro,95% by 2035,103063.2,303252.148,13.7,729.100000000002,742.800000000002,1840423.66991618,6519748.143672,0.0,0.0,6519748.143672
962,2028,Hydro,95% by 2035,103792.3,304646.974,13.7,729.099999999999,742.799999999999,1821643.82226501,6565870.798233,0.0,0.0,6565870.798233
963,2029,Hydro,95% by 2035,104083.6,305554.665,1.0,291.300000000003,292.300000000003,709446.876386155,6584298.351756,0.0,0.0,6584298.351756
964,2030,Hydro,95% by 2035,104374.9,306462.356,1.0,291.300000000007,292.300000000007,702056.79901886,6272590.184077,0.0,0.0,6272590.184077
965,2031,Hydro,95% by 2035,105594.95,309986.498,0.0,1220.05000000001,1220.05000000001,2903833.11396865,6345911.1995135,0.0,0.0,6345911.1995135
966,2032,Hydro,95% by 2035,106815.0,313510.64,0.0,1220.04999999999,1220.04999999999,2877305.64756454,6419232.21495,0.0,0.0,6419232.21495
967,2033,Hydro,95% by 2035,110943.95,309223.03,0.0,4128.94999999999,4128.94999999999,9647736.2166326,6667368.6082835,0.0,0.0,6667368.6082835
968,2034,Hydro,95% by 2035,115072.9,304935.42,0.0,4128.95,4128.95,9557960.73004678,6915505.001617,0.0,0.0,6915505.001617
969,2035,Hydro,95% by 2035,118556.9,295599.214,0.0,3483.99999999999,3483.99999999999,7989236.34052668,7124882.008937,0.0,0.0,7124882.008937
970,2036,Hydro,95% by 2035,122040.9,286263.008,0.0,3484.0,3484.0,7913483.95910646,7334259.016257,0.0,0.0,7334259.016257
971,2037,Hydro,95% by 2035,123268.35,283976.409,0.0,1227.45,1227.45,2761315.62142105,7408024.7474955,0.0,0.0,7408024.7474955
972,2038,Hydro,95% by 2035,124495.8,281689.81,0.0,1227.45,1227.45,2734627.25730674,7481790.478734,0.0,0.0,7481790.478734
973,2039,Hydro,95% by 2035,125769.55,279462.767,0.0,1273.75,1273.75,2810083.64104756,7558338.6885715,0.0,0.0,7558338.6885715
974,2040,Hydro,95% by 2035,127043.3,277235.724,0.0,1273.75,1273.75,2782388.5790975,6943728.151687,0.0,0.0,6943728.151687
975,2041,Hydro,95% by 2035,127439.85,276266.609,0.0,396.549999999996,396.549999999996,866226.64654846,6965402.1431415,0.0,0.0,6965402.1431415
976,2042,Hydro,95% by 2035,127836.4,275297.494,0.0,396.550000000003,396.550000000003,866226.646548476,6987076.134596,0.0,0.0,6987076.134596
977,2043,Hydro,95% by 2035,128165.05,274494.499,0.0,328.650000000009,328.650000000009,717905.40256755,7005038.9571695,0.0,0.0,7005038.9571695
978,2044,Hydro,95% by 2035,128493.7,273691.504,0.0,328.650000000001,328.650000000001,717905.402567534,7023001.779743,0.0,0.0,7023001.779743
979,2045,Hydro,95% by 2035,128623.1,277149.321,0.0,129.400000000001,129.400000000001,282662.282343647,7030074.316609,0.0,0.0,7030074.316609
980,2046,Hydro,95% by 2035,128752.5,280607.138,0.0,129.399999999994,129.399999999994,282662.282343631,7037146.853475,0.0,0.0,7037146.853475
981,2047,Hydro,95% by 2035,128917.1,281324.816,0.0,164.599999999999,164.599999999999,359553.413243921,7046143.295269,0.0,0.0,7046143.295269
982,2048,Hydro,95% by 2035,129081.7,282042.494,0.0,164.599999999999,164.599999999999,359553.413243921,7055139.737063,0.0,0.0,7055139.737063
983,2049,Hydro,95% by 2035,129148.7,281044.979,0.0,67.0,67.0,146355.277565874,7058801.715193,0.0,0.0,7058801.715193
984,2050,Hydro,95% by 2035,129215.7,280047.464,0.0,67.0,67.0,146355.277565874,7062463.693323,0.0,0.0,7062463.693323
985,2010,Nuclear,95% by 2035,101167.4,807352.272264,0.0,,,,,,,
986,2011,Nuclear,95% by 2035,101265.1,790390.307916,0.0,97.7000000000116,97.7000000000116,,,,,
987,2012,Nuclear,95% by 2035,101166.0,767461.46256,0.0,-99.1000000000058,0.0,,,,,
988,2013,Nuclear,95% by 2035,99006.8,787508.007744,2090.15,-2159.2,0.0,,,,,
989,2014,Nuclear,95% by 2035,98569.3,791799.301356,2090.15,-437.5,1652.65,,,,,
990,2015,Nuclear,95% by 2035,98614.6,797346.376008,241.4,45.3000000000029,286.700000000003,,,,,
991,2016,Nuclear,95% by 2035,99364.8,803412.103104,241.4,750.199999999997,991.599999999997,,,,,
992,2017,Nuclear,95% by 2035,99619.5,805471.47486,303.85,254.699999999997,558.549999999997,,,,,
993,2018,Nuclear,95% by 2035,99605.2,807100.9356,303.85,-14.3000000000029,289.549999999997,,,,,
994,2019,Nuclear,95% by 2035,98836.7,808666.065528,1546.95,-768.5,778.45,5751246.48772589,14328586.887747,1901803.59284253,5735763.4712342,21966153.9518237
995,2020,Nuclear,95% by 2035,97238.3,787070.137392,1546.95,-1598.39999999999,0.0,0.0,14096863.1122529,1851014.74999304,5579033.09203806,21526910.954284
996,2021,Nuclear,95% by 2035,95092.45,764734.298696,2953.25,-2145.84999999999,807.400000000009,5877172.72232728,13785774.2335968,1798485.80128111,5428656.61672371,21012916.6516016
997,2022,Nuclear,95% by 2035,92946.6,742398.46,2953.25,-2145.85000000001,807.399999999994,5859067.27588476,13474685.3549407,1745956.85256917,5277815.86804823,20498458.0755581
998,2023,Nuclear,95% by 2035,91826.6,733452.58,561.0,-1120.0,0.0,0.0,13312316.343083,1724918.1229249,5229463.9049006,20266698.3709085
999,2024,Nuclear,95% by 2035,90706.6,724506.7,561.0,-1120.0,0.0,0.0,13149947.3312253,1703879.39328063,5173210.23497868,20027036.9594846
1000,2025,Nuclear,95% by 2035,90706.6,724506.7,559.0,0.0,559.0,3937375.25261653,13149947.3312253,1703879.39328063,5188269.85129052,20042096.5757964
1001,2026,Nuclear,95% by 2035,90706.6,724506.7,559.0,0.0,559.0,3916791.58046883,13149947.3312253,1703879.39328063,5195799.65944643,20049626.3839523
1002,2027,Nuclear,95% by 2035,91039.1,726983.1,0.0,332.5,332.5,2318032.95776089,13198150.6316205,1709703.33794466,5228670.25240002,20136524.2219652
1003,2028,Nuclear,95% by 2035,91371.6,729459.5,0.0,332.5,332.5,2305594.55798394,13246353.9320158,1715527.28260869,5254062.5117166,20215943.7263411
1004,2029,Nuclear,95% by 2035,91731.6,732010.25,0.0,360.0,360.0,2481654.34178511,13298543.9715415,1721526.08201581,5287650.33009996,20307720.3836572
1005,2030,Nuclear,95% by 2035,92091.6,734561.0,0.0,360.0,360.0,2464617.10197293,13350734.0110672,1727524.88142292,5321344.18840348,20399603.0808936
1006,2031,Nuclear,95% by 2035,92091.6,734248.95,0.0,0.0,0.0,0.0,13350734.0110672,1726791.00889328,5326714.67940378,20404239.6993642
1007,2032,Nuclear,95% by 2035,92091.6,733936.9,0.0,0.0,0.0,0.0,13350734.0110672,1726057.13636363,5339706.50047912,20416497.6479099
