"","years","technology","scenario","capacity","generation","retirement","cap.change","investment","CAPEX","FOM","VOM","Fuel","annual.capex","annual.FOM","annual.VOM","annual.Fuel","annual.opex"
"207",2014,"Hydro","95% by 2035",79582.8,259338.062016,0,709.300000000003,709.300000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2014,"Nuclear","Reference",98569.3,791799.301356,2090.15,-437.5,1652.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2014,"Nuclear","95% by 2050",98569.3,791799.301356,2090.15,-437.5,1652.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2014,"Nuclear","95% by 2035",98569.3,791799.301356,2090.15,-437.5,1652.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2014,"PHS","Reference",22477.9,20084.453208,0,88.6000000000022,88.6000000000022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2014,"PHS","95% by 2050",22477.9,20084.453208,0,88.6000000000022,88.6000000000022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2014,"PHS","95% by 2035",22477.9,20084.453208,0,88.6000000000022,88.6000000000022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2014,"PV dist","Reference",7326.6,11233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2014,"PV dist","95% by 2050",7326.6,11233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2014,"PV dist","95% by 2035",7326.6,11233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2014,"PV utility","Reference",6555.6,14701.326336,0,3030.4,3030.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2014,"PV utility","95% by 2050",6555.6,14701.326336,0,3030.4,3030.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2014,"PV utility","95% by 2035",6555.6,14701.326336,0,3030.4,3030.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2014,"Wind off","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2014,"Wind off","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2014,"Wind off","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2014,"Wind on","95% by 2035",60587.8,180454.70352,8.69999999999999,1412.2,1420.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2014,"Wind on","95% by 2050",60587.8,180454.70352,8.69999999999999,1412.2,1420.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2014,"Wind on","Reference",60587.8,180454.70352,8.69999999999999,1412.2,1420.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2015,"Batteries","Reference",206.8,65.216448,0,51.7,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2015,"Batteries","95% by 2050",206.8,65.216448,0,51.7,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2015,"Batteries","95% by 2035",206.8,65.216448,0,51.7,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2015,"Biomass","Reference",7632.2,41853.153072,156.05,523.599999999999,679.649999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2015,"Biomass","95% by 2050",7632.2,41853.153072,156.05,523.599999999999,679.649999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2015,"Biomass","95% by 2035",7632.2,41853.153072,156.05,523.599999999999,679.649999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2015,"Coal","Reference",286082.7,1360803.857436,12428.65,-12982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2015,"Coal","95% by 2050",286082.7,1360803.857436,12428.65,-12982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2015,"Coal","95% by 2035",286082.7,1360803.857436,12428.65,-12982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2015,"CSP","Reference",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2015,"CSP","95% by 2050",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2015,"CSP","95% by 2035",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2015,"Gas CC","Reference",231467.5,1131431.6574,391.15,7284.29999999999,7675.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2015,"Gas CC","95% by 2050",231467.5,1131431.6574,391.15,7284.29999999999,7675.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2015,"Gas CC","95% by 2035",231467.5,1131431.6574,391.15,7284.29999999999,7675.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2015,"Gas CC CCS","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2015,"Gas CC CCS","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2015,"Gas CC CCS","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2015,"Gas CT","Reference",222265.5,207519.578496,7889.4,1395.79999999999,9285.19999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2015,"Gas CT","95% by 2050",222265.5,207519.578496,7889.4,1395.79999999999,9285.19999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2015,"Gas CT","95% by 2035",222265.5,207519.578496,7889.4,1395.79999999999,9285.19999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2015,"Geothermal","Reference",2523,15890.96412,0,9.69999999999982,9.69999999999982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2015,"Geothermal","95% by 2050",2523,15890.96412,0,9.69999999999982,9.69999999999982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2015,"Geothermal","95% by 2035",2523,15890.96412,0,9.69999999999982,9.69999999999982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2015,"Hydro","Reference",79650.8,249093.539856,0,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2015,"Hydro","95% by 2050",79650.8,249093.539856,0,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2015,"Hydro","95% by 2035",79650.8,249093.539856,0,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2015,"Nuclear","Reference",98614.6,797346.376008,241.4,45.3000000000029,286.700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2015,"Nuclear","95% by 2050",98614.6,797346.376008,241.4,45.3000000000029,286.700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2015,"Nuclear","95% by 2035",98614.6,797346.376008,241.4,45.3000000000029,286.700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2015,"PHS","Reference",22568.9,20165.763528,1.5,91,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2015,"PHS","95% by 2050",22568.9,20165.763528,1.5,91,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2015,"PHS","95% by 2035",22568.9,20165.763528,1.5,91,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2015,"PV dist","Reference",9778.5,14139,0,2451.9,2451.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2015,"PV dist","95% by 2050",9778.5,14139,0,2451.9,2451.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2015,"PV dist","95% by 2035",9778.5,14139,0,2451.9,2451.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2015,"PV utility","Reference",9521.6,21269.35008,0,2966,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2015,"PV utility","95% by 2050",9521.6,21269.35008,0,2966,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2015,"PV utility","95% by 2035",9521.6,21269.35008,0,2966,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2015,"Wind off","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2015,"Wind off","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2015,"Wind off","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2015,"Wind on","Reference",67106.2,189287.800464,58.1000000000001,6518.39999999999,6576.49999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2015,"Wind on","95% by 2035",67106.2,189287.800464,58.1000000000001,6518.39999999999,6576.49999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2015,"Wind on","95% by 2050",67106.2,189287.800464,58.1000000000001,6518.39999999999,6576.49999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2016,"Batteries","Reference",423,140.80824,0,216.2,216.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2016,"Batteries","95% by 2050",423,140.80824,0,216.2,216.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2016,"Batteries","95% by 2035",423,140.80824,0,216.2,216.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2016,"Biomass","Reference",7558.3,41514.113916,156.05,-73.8999999999996,82.1500000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2016,"Biomass","95% by 2050",7558.3,41514.113916,156.05,-73.8999999999996,82.1500000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2016,"Biomass","95% by 2035",7558.3,41514.113916,156.05,-73.8999999999996,82.1500000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2016,"Coal","Reference",269477.1,1246407.041088,12428.65,-16605.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2016,"Coal","95% by 2050",269477.1,1246407.041088,12428.65,-16605.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2016,"Coal","95% by 2035",269477.1,1246407.041088,12428.65,-16605.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2016,"CSP","Reference",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2016,"CSP","95% by 2050",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2016,"CSP","95% by 2035",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2016,"Gas CC","Reference",236442.8,1147466.366112,391.15,4975.29999999999,5366.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2016,"Gas CC","95% by 2050",236442.8,1147466.366112,391.15,4975.29999999999,5366.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2016,"Gas CC","95% by 2035",236442.8,1147466.366112,391.15,4975.29999999999,5366.44999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2016,"Gas CC CCS","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2016,"Gas CC CCS","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2016,"Gas CC CCS","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2016,"Gas CT","Reference",224051.5,226778.329872,7889.4,1786,9675.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2016,"Gas CT","95% by 2050",224051.5,226778.329872,7889.4,1786,9675.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2016,"Gas CT","95% by 2035",224051.5,226778.329872,7889.4,1786,9675.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2016,"Geothermal","Reference",2516.6,15784.517856,0,-6.40000000000009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2016,"Geothermal","95% by 2050",2516.6,15784.517856,0,-6.40000000000009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2016,"Geothermal","95% by 2035",2516.6,15784.517856,0,-6.40000000000009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2016,"Hydro","Reference",79806,267056.41392,0,155.199999999997,155.199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2016,"Hydro","95% by 2050",79806,267056.41392,0,155.199999999997,155.199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2016,"Hydro","95% by 2035",79806,267056.41392,0,155.199999999997,155.199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2016,"Nuclear","Reference",99364.8,803412.103104,241.4,750.199999999997,991.599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2016,"Nuclear","95% by 2050",99364.8,803412.103104,241.4,750.199999999997,991.599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2016,"Nuclear","95% by 2035",99364.8,803412.103104,241.4,750.199999999997,991.599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2016,"PHS","Reference",22752.7,22323.129024,1.5,183.799999999999,185.299999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2016,"PHS","95% by 2050",22752.7,22323.129024,1.5,183.799999999999,185.299999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2016,"PHS","95% by 2035",22752.7,22323.129024,1.5,183.799999999999,185.299999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2016,"PV dist","Reference",12765.1,18812,0,2986.6,2986.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2016,"PV dist","95% by 2050",12765.1,18812,0,2986.6,2986.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2016,"PV dist","95% by 2035",12765.1,18812,0,2986.6,2986.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2016,"PV utility","Reference",14161.4,31013.466,0,4639.8,4639.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2016,"PV utility","95% by 2050",14161.4,31013.466,0,4639.8,4639.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2016,"PV utility","95% by 2035",14161.4,31013.466,0,4639.8,4639.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2016,"Wind off","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2016,"Wind off","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2016,"Wind off","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2016,"Wind on","95% by 2035",74162.7,224134.51194,58.1000000000001,7056.5,7114.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2016,"Wind on","95% by 2050",74162.7,224134.51194,58.1000000000001,7056.5,7114.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2016,"Wind on","Reference",74162.7,224134.51194,58.1000000000001,7056.5,7114.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2017,"Batteries","Reference",632.8,376.946304,0,209.8,209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2017,"Batteries","95% by 2050",632.8,376.946304,0,209.8,209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2017,"Batteries","95% by 2035",632.8,376.946304,0,209.8,209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2017,"Biomass","Reference",7501.4,40610.179152,132.8,-56.9000000000005,75.8999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2017,"Biomass","95% by 2050",7501.4,40610.179152,132.8,-56.9000000000005,75.8999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2017,"Biomass","95% by 2035",7501.4,40610.179152,132.8,-56.9000000000005,75.8999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2017,"Coal","Reference",259930.2,1209080.921112,9514.2,-9546.89999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2017,"Coal","95% by 2050",259930.2,1209080.921112,9514.2,-9546.89999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2017,"Coal","95% by 2035",259930.2,1209080.921112,9514.2,-9546.89999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2017,"CSP","Reference",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2017,"CSP","95% by 2050",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2017,"CSP","95% by 2035",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2017,"Gas CC","Reference",242839.1,1089162.504192,1377.2,6396.30000000002,7773.50000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2017,"Gas CC","95% by 2050",242839.1,1089162.504192,1377.2,6396.30000000002,7773.50000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2017,"Gas CC","95% by 2035",242839.1,1089162.504192,1377.2,6396.30000000002,7773.50000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2017,"Gas CC CCS","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2017,"Gas CC CCS","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2017,"Gas CC CCS","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2017,"Gas CT","Reference",222472.4,200231.092932,8017.75,-1579.10000000001,6438.64999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2017,"Gas CT","95% by 2050",222472.4,200231.092932,8017.75,-1579.10000000001,6438.64999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2017,"Gas CT","95% by 2035",222472.4,200231.092932,8017.75,-1579.10000000001,6438.64999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2017,"Geothermal","Reference",2460.4,15776.872128,0,-56.1999999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2017,"Geothermal","95% by 2050",2460.4,15776.872128,0,-56.1999999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2017,"Geothermal","95% by 2035",2460.4,15776.872128,0,-56.1999999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2017,"Hydro","Reference",79698.8,300209.43984,0,-107.199999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2017,"Hydro","95% by 2050",79698.8,300209.43984,0,-107.199999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2017,"Hydro","95% by 2035",79698.8,300209.43984,0,-107.199999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2017,"Nuclear","Reference",99619.5,805471.47486,303.85,254.699999999997,558.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2017,"Nuclear","95% by 2050",99619.5,805471.47486,303.85,254.699999999997,558.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2017,"Nuclear","95% by 2035",99619.5,805471.47486,303.85,254.699999999997,558.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2017,"PHS","Reference",22791.7,22760.703288,0,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2017,"PHS","95% by 2050",22791.7,22760.703288,0,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2017,"PHS","95% by 2035",22791.7,22760.703288,0,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2017,"PV dist","Reference",16147.8,23990,0,3382.7,3382.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2017,"PV dist","95% by 2050",16147.8,23990,0,3382.7,3382.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2017,"PV dist","95% by 2035",16147.8,23990,0,3382.7,3382.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2017,"PV utility","Reference",21940.9,49203.784704,0,7779.5,7779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2017,"PV utility","95% by 2050",21940.9,49203.784704,0,7779.5,7779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2017,"PV utility","95% by 2035",21940.9,49203.784704,0,7779.5,7779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2017,"Wind off","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2017,"Wind off","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2017,"Wind off","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2017,"Wind on","Reference",83355.6,252647.489376,25.85,9192.90000000001,9218.75000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2017,"Wind on","95% by 2050",83355.6,252647.489376,25.85,9192.90000000001,9218.75000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2017,"Wind on","95% by 2035",83355.6,252647.489376,25.85,9192.90000000001,9218.75000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2018,"Batteries","Reference",713.6,325.059072,0,80.8000000000001,80.8000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2018,"Batteries","95% by 2050",713.6,325.059072,0,80.8000000000001,80.8000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2018,"Batteries","95% by 2035",713.6,325.059072,0,80.8000000000001,80.8000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2018,"Biomass","Reference",7602.9,41159.667672,132.8,101.5,234.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2018,"Biomass","95% by 2050",7602.9,41159.667672,132.8,101.5,234.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2018,"Biomass","95% by 2035",7602.9,41159.667672,132.8,101.5,234.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2018,"Coal","Reference",246866.8,1159128.498048,9514.2,-13063.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2018,"Coal","95% by 2050",246866.8,1159128.498048,9514.2,-13063.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2018,"Coal","95% by 2035",246866.8,1159128.498048,9514.2,-13063.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2018,"CSP","Reference",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2018,"CSP","95% by 2050",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2018,"CSP","95% by 2035",1005,2068.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2018,"Gas CC","Reference",254403.3,1225715.0994,1377.2,11564.2,12941.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2018,"Gas CC","95% by 2050",254403.3,1225715.0994,1377.2,11564.2,12941.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2018,"Gas CC","95% by 2035",254403.3,1225715.0994,1377.2,11564.2,12941.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2018,"Gas CC CCS","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2018,"Gas CC CCS","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2018,"Gas CC CCS","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2018,"Gas CT","Reference",220687.9,237833.295696,8017.75,-1784.5,6233.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2018,"Gas CT","95% by 2050",220687.9,237833.295696,8017.75,-1784.5,6233.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2018,"Gas CT","95% by 2035",220687.9,237833.295696,8017.75,-1784.5,6233.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2018,"Geothermal","Reference",2391.5,15921.6504,0,-68.9000000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2018,"Geothermal","95% by 2050",2391.5,15921.6504,0,-68.9000000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2018,"Geothermal","95% by 2035",2391.5,15921.6504,0,-68.9000000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2018,"Hydro","Reference",79771.9,292797.972636,0,73.0999999999913,73.0999999999913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2018,"Hydro","95% by 2050",79771.9,292797.972636,0,73.0999999999913,73.0999999999913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2018,"Hydro","95% by 2035",79771.9,292797.972636,0,73.0999999999913,73.0999999999913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2018,"Nuclear","Reference",99605.2,807100.9356,303.85,-14.3000000000029,289.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2018,"Nuclear","95% by 2050",99605.2,807100.9356,303.85,-14.3000000000029,289.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2018,"Nuclear","95% by 2035",99605.2,807100.9356,303.85,-14.3000000000029,289.549999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2018,"PHS","Reference",22815.4,21585.193632,0,23.7000000000007,23.7000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2018,"PHS","95% by 2050",22815.4,21585.193632,0,23.7000000000007,23.7000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2018,"PHS","95% by 2035",22815.4,21585.193632,0,23.7000000000007,23.7000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2018,"PV dist","Reference",19547.1,29539,0,3399.3,3399.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2018,"PV dist","95% by 2050",19547.1,29539,0,3399.3,3399.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2018,"PV dist","95% by 2035",19547.1,29539,0,3399.3,3399.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2018,"PV utility","Reference",27143.3,59681.602308,0,5202.4,5202.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2018,"PV utility","95% by 2050",27143.3,59681.602308,0,5202.4,5202.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2018,"PV utility","95% by 2035",27143.3,59681.602308,0,5202.4,5202.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2018,"Wind off","Reference",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2018,"Wind off","95% by 2050",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2018,"Wind off","95% by 2035",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2018,"Wind on","Reference",89228.5,270448.01436,25.85,5872.89999999999,5898.74999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2018,"Wind on","95% by 2050",89228.5,270448.01436,25.85,5872.89999999999,5898.74999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2018,"Wind on","95% by 2035",89228.5,270448.01436,25.85,5872.89999999999,5898.74999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2019,"Batteries","95% by 2050",949.8,449.293392,0,236.2,236.2,1434.2856,35.85714,0,0,338778.25872,34057.111572,0,0,34057.111572
"407",2019,"Batteries","95% by 2035",949.8,449.293392,0,236.2,236.2,1434.2856,35.85714,0,0,338778.25872,34057.111572,0,0,34057.111572
"408",2019,"Batteries","Reference",949.8,449.293392,0,236.2,236.2,1434.2856,35.85714,0,0,338778.25872,34057.111572,0,0,34057.111572
"409",2019,"Biomass","95% by 2035",7290.6,39916.035,246.35,-312.299999999999,0,4345.95024672065,149.833992094862,4.79249011857707,3.19246619489232,0,1092379.7027668,191297.203310276,127430.592371639,1411107.49844872
