"","technology","years","CAPEX","FOM","VOM","Fuel"
"45","Gas CC",2031,995.585265569088,27.3,1.74,22.6198506876228
"46","Gas CC",2032,991.199427394775,27.3,1.74,22.7783041257367
"47","Gas CC",2033,984.620670133306,27.3,1.74,23.1983968565815
"48","Gas CC",2034,981.331291502571,27.3,1.74,23.5361320235756
"49","Gas CC",2035,976.945453328257,27.3,1.74,23.5029626719057
"50","Gas CC",2036,971.463155610366,27.3,1.74,23.4843536345776
"51","Gas CC",2037,967.077317436053,27.3,1.74,23.7268935166994
"52","Gas CC",2038,963.787938805318,27.3,1.74,23.8596023575638
"53","Gas CC",2039,959.402100631005,27.3,1.74,23.8962609037328
"54","Gas CC",2040,955.016262456692,27.3,1.74,23.9348117878193
"55","Gas CC",2041,950.630424282378,27.3,1.74,23.9101170923379
"56","Gas CC",2042,946.244586108065,27.3,1.74,23.9686286836935
"57","Gas CC",2043,942.95520747733,27.3,1.74,24.0299504911591
"58","Gas CC",2044,938.569369303017,27.3,1.74,24.1348526522593
"59","Gas CC",2045,935.279990672282,27.3,1.74,24.2165060903733
"60","Gas CC",2046,931.990612041548,27.3,1.74,24.4863371316306
"61","Gas CC",2047,927.604773867234,27.3,1.74,24.8296550098232
"62","Gas CC",2048,922.122476149343,27.3,1.74,25.0570436149312
"63","Gas CC",2049,917.73663797503,27.3,1.74,25.2013768172888
"64","Gas CC",2050,906.772042539247,27.3,1.74,25.5576078585462
"65","Gas CC CCS",2019,2669.87898861314,65.1,5.73,21.1460596267191
"66","Gas CC CCS",2020,2490.0596234663,65.1,5.73,19.6106719155206
"67","Gas CC CCS",2021,2312.43317740662,65.1,5.73,20.8390826817289
"68","Gas CC CCS",2022,2139.19256952125,65.1,5.73,20.7964915815324
"69","Gas CC CCS",2023,2094.23772823454,64.6,5.69,21.3151443713163
"70","Gas CC CCS",2024,2063.53686101434,64.2,5.65,22.4175718762279
"71","Gas CC CCS",2025,2039.41475105562,63.7,5.61,24.4628988801572
"72","Gas CC CCS",2026,2005.42450520469,63.3,5.57,26.008124410609
"73","Gas CC CCS",2027,1967.04842117945,62.8,5.53,26.9803450491159
"74","Gas CC CCS",2028,1933.05817532853,62.4,5.5,27.4608818369352
"75","Gas CC CCS",2029,1900.16438902118,62,5.46,27.3811807072692
"76","Gas CC CCS",2030,1866.17414317025,61.5,5.42,26.8588146954813
"77","Gas CC CCS",2031,1834.37681640648,61.1,5.38,26.6136680746562
"78","Gas CC CCS",2032,1800.38657055555,60.6,5.34,26.8000984479371
"79","Gas CC CCS",2033,1765.29986516105,60.2,5.3,27.2943638015717
"80","Gas CC CCS",2034,1715.95918570003,59.3,5.22,27.6917303339882
"81","Gas CC CCS",2035,1666.618506239,58.4,5.14,27.6527045186641
"82","Gas CC CCS",2036,1616.1813672344,57.5,5.07,27.6308098231827
"83","Gas CC CCS",2037,1569.03360686053,56.6,4.99,27.9161731532416
"84","Gas CC CCS",2038,1521.88584648667,55.8,4.91,28.0723133988212
"85","Gas CC CCS",2039,1508.72833196373,55.8,4.91,28.1154444695481
"86","Gas CC CCS",2040,1495.57081744079,55.8,4.91,28.1608019941061
"87","Gas CC CCS",2041,1481.31684337427,55.8,4.91,28.1317471414538
"88","Gas CC CCS",2042,1468.15932885133,55.8,4.91,28.2005896856582
"89","Gas CC CCS",2043,1456.09827387197,55.8,4.91,28.2727386247544
"90","Gas CC CCS",2044,1444.03721889261,55.8,4.91,28.3961625736739
"91","Gas CC CCS",2045,1431.97616391325,55.8,4.91,28.4922329469548
"92","Gas CC CCS",2046,1418.81864939031,55.8,4.91,28.8097060314342
"93","Gas CC CCS",2047,1405.66113486737,55.8,4.91,29.2136409724951
"94","Gas CC CCS",2048,1391.40716080085,55.8,4.91,29.4811778781925
"95","Gas CC CCS",2049,1378.24964627791,55.8,4.91,29.6509949115914
"96","Gas CC CCS",2050,1353.03107677561,55.8,4.91,30.0701229960707
"97","Gas CT",2019,936.376450215861,20.9,4.95,26.7063780943026
"98","Gas CT",2020,927.604773867234,20.9,4.94,24.7672629371316
"99","Gas CT",2021,918.833097518608,20.9,4.94,26.3186821119843
"100","Gas CT",2022,914.447259344295,20.9,4.94,26.2648917583497
"101","Gas CT",2023,895.807447103464,20.9,4.94,26.9199233693517
"102","Gas CT",2024,885.939311211259,20.9,4.94,28.3122322102161
"103","Gas CT",2025,882.649932580524,20.9,4.94,30.8953742829077
"104","Gas CT",2026,876.071175319055,20.9,4.94,32.8469140962672
"105","Gas CT",2027,862.913660796115,20.9,4.94,34.0747784086444
"106","Gas CT",2028,856.334903534645,20.9,4.94,34.6816714833006
"107","Gas CT",2029,850.852605816754,20.9,4.94,34.5810130844794
"108","Gas CT",2030,846.466767642441,20.9,4.94,33.9212918664047
"109","Gas CT",2031,843.177389011706,20.9,4.94,33.6116843811395
"110","Gas CT",2032,837.695091293814,20.9,4.94,33.8471362868369
"111","Gas CT",2033,832.212793575923,20.9,4.94,34.4713678290766
"112","Gas CT",2034,827.82695540161,20.9,4.94,34.9732211787819
"113","Gas CT",2035,823.441117227297,20.9,4.94,34.9239335952849
"114","Gas CT",2036,817.958819509405,20.9,4.94,34.8962817288802
"115","Gas CT",2037,813.572981335092,20.9,4.94,35.2566808349705
"116","Gas CT",2038,809.187143160779,20.9,4.94,35.4538778781925
"117","Gas CT",2039,805.897764530044,20.9,4.94,35.5083501866405
"118","Gas CT",2040,800.415466812153,20.9,4.94,35.5656343909627
"119","Gas CT",2041,796.029628637839,20.9,4.94,35.5289396168959
"120","Gas CT",2042,791.643790463526,20.9,4.94,35.6158841846758
"121","Gas CT",2043,787.257952289213,20.9,4.94,35.7070045579568
"122","Gas CT",2044,782.8721141149,20.9,4.94,35.8628826129666
"123","Gas CT",2045,779.582735484165,20.9,4.94,35.984214518664
"124","Gas CT",2046,775.196897309852,20.9,4.94,36.3851665815324
"125","Gas CT",2047,770.811059135539,20.9,4.94,36.8953154911591
"126","Gas CT",2048,766.425220961225,20.9,4.94,37.2332007465619
"127","Gas CT",2049,760.942923243334,20.9,4.94,37.4476708644401
"128","Gas CT",2050,752.171246894708,20.9,4.94,37.9770079273084
"129","Nuclear",2019,7388.07436280544,144.97233201581,2.35177865612648,7.09287024117819
"130","Nuclear",2020,7333.60413850404,144.97233201581,2.35177865612648,7.08835569664032
"131","Nuclear",2021,7279.13391420265,144.97233201581,2.35177865612648,7.09874871047431
"132","Nuclear",2022,7256.70953168789,144.97233201581,2.35177865612648,7.1091417243083
"133","Nuclear",2023,7198.43914707119,144.97233201581,2.35177865612648,7.12992775197628
"134","Nuclear",2024,7044.01705063504,144.97233201581,2.35177865612648,7.14032076581028
"135","Nuclear",2025,7043.60510307071,144.97233201581,2.35177865612648,7.16110679347826
"136","Nuclear",2026,7006.78279153636,144.97233201581,2.35177865612648,7.17149980731225
"137","Nuclear",2027,6971.52769251396,144.97233201581,2.35177865612648,7.19228583498024
"138","Nuclear",2028,6934.11897138026,144.97233201581,2.35177865612648,7.20267884881423
"139","Nuclear",2029,6893.48428273641,144.97233201581,2.35177865612648,7.22346487648221
"140","Nuclear",2030,6846.15861659146,144.97233201581,2.35177865612648,7.2442509041502
"141","Nuclear",2031,6806.66857478761,144.97233201581,2.35177865612648,7.25464391798419
"142","Nuclear",2032,6754.84106983162,144.97233201581,2.35177865612648,7.27542994565217
"143","Nuclear",2033,6699.46643525888,144.97233201581,2.35177865612648,7.29621597332016
"144","Nuclear",2034,6653.23374440961,144.97233201581,2.35177865612648,7.30660898715415
"145","Nuclear",2035,6606.39146474453,144.97233201581,2.35177865612648,7.3274053458498
"146","Nuclear",2036,6555.56916498821,144.97233201581,2.35177865612648,7.34819137351779
"147","Nuclear",2037,6508.12858701392,144.97233201581,2.35177865612648,7.35858438735178
"148","Nuclear",2038,6463.06723840417,144.97233201581,2.35177865612648,7.37937041501976
"149","Nuclear",2039,6420.26265443397,144.97233201581,2.35177865612648,7.40015644268775
"150","Nuclear",2040,6373.19240600401,144.97233201581,2.35177865612648,7.42094247035573
"151","Nuclear",2041,6321.67020381276,144.97233201581,2.35177865612648,7.44172849802372
"152","Nuclear",2042,6277.45423927616,144.97233201581,2.35177865612648,7.4625145256917
"153","Nuclear",2043,6234.23669218729,144.97233201581,2.35177865612648,7.48330055335968
"154","Nuclear",2044,6190.5607649054,144.97233201581,2.35177865612648,7.50408658102767
"155","Nuclear",2045,6151.8440920828,144.97233201581,2.35177865612648,7.52487260869565
"156","Nuclear",2046,6107.16747047107,144.97233201581,2.35177865612648,7.54565863636364
"157","Nuclear",2047,6058.71368806766,144.97233201581,2.35177865612648,7.56645499505929
"158","Nuclear",2048,6009.50530820813,144.97233201581,2.35177865612648,7.58724102272727
"159","Nuclear",2049,5962.19180089194,144.97233201581,2.35177865612648,7.60802705039526
"160","Nuclear",2050,5856.41145947683,144.97233201581,2.35177865612648,7.62881307806324
"161","Hydro",2019,2528.24940676936,63.25971,0,0
"162","Hydro",2020,2528.24901079496,63.25971,0,0
"163","Hydro",2021,2528.24901079496,63.25971,0,0
"164","Hydro",2022,2528.24901079496,63.25971,0,0
"165","Hydro",2023,2528.24901079496,63.25971,0,0
"166","Hydro",2024,2528.24901079496,63.25971,0,0
"167","Hydro",2025,2528.24901079496,63.25971,0,0
"168","Hydro",2026,2502.96650184078,63.25971,0,0
"169","Hydro",2027,2477.68399288661,63.25971,0,0
"170","Hydro",2028,2452.40148393244,63.25971,0,0
"171","Hydro",2029,2427.11897497827,63.25971,0,0
"172","Hydro",2030,2401.8364660241,60.09673,0,0
"173","Hydro",2031,2380.09353220658,60.09673,0,0
"174","Hydro",2032,2358.35059838905,60.09673,0,0
"175","Hydro",2033,2336.60766457153,60.09673,0,0
"176","Hydro",2034,2314.86473075401,60.09673,0,0
"177","Hydro",2035,2293.12179693648,60.09673,0,0
"178","Hydro",2036,2271.37886311896,60.09673,0,0
"179","Hydro",2037,2249.63592930144,60.09673,0,0
"180","Hydro",2038,2227.89299548391,60.09673,0,0
"181","Hydro",2039,2206.15006166639,60.09673,0,0
"182","Hydro",2040,2184.40712784887,54.65639,0,0
"183","Hydro",2041,2184.40712784887,54.65639,0,0
"184","Hydro",2042,2184.40712784887,54.65639,0,0
"185","Hydro",2043,2184.40712784887,54.65639,0,0
"186","Hydro",2044,2184.40712784887,54.65639,0,0
"187","Hydro",2045,2184.40712784887,54.65639,0,0
"188","Hydro",2046,2184.40712784887,54.65639,0,0
"189","Hydro",2047,2184.40712784887,54.65639,0,0
"190","Hydro",2048,2184.40712784887,54.65639,0,0
"191","Hydro",2049,2184.40712784887,54.65639,0,0
"192","Hydro",2050,2184.40712784887,54.65639,0,0
"193","PHS",2019,2528.24940676936,63.25971,0,0
"194","PHS",2020,2528.24901079496,63.25971,0,0
"195","PHS",2021,2528.24901079496,63.25971,0,0
"196","PHS",2022,2528.24901079496,63.25971,0,0
"197","PHS",2023,2528.24901079496,63.25971,0,0
"198","PHS",2024,2528.24901079496,63.25971,0,0
"199","PHS",2025,2528.24901079496,63.25971,0,0
"200","PHS",2026,2502.96650184078,63.25971,0,0
"201","PHS",2027,2477.68399288661,63.25971,0,0
"202","PHS",2028,2452.40148393244,63.25971,0,0
"203","PHS",2029,2427.11897497827,63.25971,0,0
"204","PHS",2030,2401.8364660241,60.09673,0,0
"205","PHS",2031,2380.09353220658,60.09673,0,0
"206","PHS",2032,2358.35059838905,60.09673,0,0
"207","PHS",2033,2336.60766457153,60.09673,0,0
"208","PHS",2034,2314.86473075401,60.09673,0,0
"209","PHS",2035,2293.12179693648,60.09673,0,0
"210","PHS",2036,2271.37886311896,60.09673,0,0
"211","PHS",2037,2249.63592930144,60.09673,0,0
"212","PHS",2038,2227.89299548391,60.09673,0,0
"213","PHS",2039,2206.15006166639,60.09673,0,0
"214","PHS",2040,2184.40712784887,54.65639,0,0
"215","PHS",2041,2184.40712784887,54.65639,0,0
"216","PHS",2042,2184.40712784887,54.65639,0,0
"217","PHS",2043,2184.40712784887,54.65639,0,0
"218","PHS",2044,2184.40712784887,54.65639,0,0
"219","PHS",2045,2184.40712784887,54.65639,0,0
"220","PHS",2046,2184.40712784887,54.65639,0,0
"221","PHS",2047,2184.40712784887,54.65639,0,0
"222","PHS",2048,2184.40712784887,54.65639,0,0
"223","PHS",2049,2184.40712784887,54.65639,0,0
"224","PHS",2050,2184.40712784887,54.65639,0,0
"225","Biomass",2019,4345.95024672065,149.833992094862,4.79249011857707,3.19246619489232
"226","Biomass",2020,4332.66517328873,149.833992094862,4.79249011857707,3.19246619489232
"227","Biomass",2021,4319.38009985681,149.833992094862,4.79249011857707,3.19246619489232
"228","Biomass",2022,4305.88284760914,149.833992094862,4.79249011857707,3.19246619489232
"229","Biomass",2023,4277.50103118544,149.833992094862,4.79249011857707,3.19246619489232
"230","Biomass",2024,4275.15285099087,149.833992094862,4.79249011857707,3.19246619489232
"231","Biomass",2025,4275.10288350279,149.833992094862,4.79249011857707,3.19246619489232
"232","Biomass",2026,4252.95473483453,149.833992094862,4.79249011857707,3.19246619489232
"233","Biomass",2027,4231.75882497662,149.833992094862,4.79249011857707,3.19246619489232
"234","Biomass",2028,4209.25625093198,149.833992094862,4.79249011857707,3.19246619489232
"235","Biomass",2029,4184.79504796186,149.833992094862,4.79249011857707,3.19246619489232
"236","Biomass",2030,4156.27347496292,149.833992094862,4.79249011857707,3.19246619489232
"237","Biomass",2031,4132.50807329848,149.833992094862,4.79249011857707,3.19246619489232
"238","Biomass",2032,4101.25223985415,149.833992094862,4.79249011857707,3.19246619489232
"239","Biomass",2033,4067.8429003268,149.833992094862,4.79249011857707,3.19246619489232
"240","Biomass",2034,4039.98376282921,149.833992094862,4.79249011857707,3.19246619489232
"241","Biomass",2035,4011.75413794644,149.833992094862,4.79249011857707,3.19246619489232
"242","Biomass",2036,3981.10820024293,149.833992094862,4.79249011857707,3.19246619489232
"243","Biomass",2037,3952.51503749216,149.833992094862,4.79249011857707,3.19246619489232
"244","Biomass",2038,3925.36762117685,149.833992094862,4.79249011857707,3.19246619489232
"245","Biomass",2039,3899.58994582858,149.833992094862,4.79249011857707,3.19246619489232
"246","Biomass",2040,3871.22240567737,149.833992094862,4.79249011857707,3.19246619489232
"247","Biomass",2041,3840.14995591723,149.833992094862,4.79249011857707,3.19246619489232
"248","Biomass",2042,3813.51551506564,149.833992094862,4.79249011857707,3.19246619489232
"249","Biomass",2043,3787.48844042892,149.833992094862,4.79249011857707,3.19246619489232
"250","Biomass",2044,3761.18219995729,149.833992094862,4.79249011857707,3.19246619489232
"251","Biomass",2045,3737.88958133134,149.833992094862,4.79249011857707,3.19246619489232
"252","Biomass",2046,3710.97645126865,149.833992094862,4.79249011857707,3.19246619489232
"253","Biomass",2047,3681.76774382307,149.833992094862,4.79249011857707,3.19246619489232
"254","Biomass",2048,3652.10074761881,149.833992094862,4.79249011857707,3.19246619489232
"255","Biomass",2049,3623.58449228825,149.833992094862,4.79249011857707,3.19246619489232
"256","Biomass",2050,3559.53236440801,149.833992094862,4.79249011857707,3.19246619489232
"257","Geothermal",2019,6662.4168216713,138.006652032633,0,0
"258","Geothermal",2020,6435.26544938286,136.962410938757,0,0
"259","Geothermal",2021,6257.55306912492,135.918169844881,0,0
"260","Geothermal",2022,6081.75262646015,134.873928751005,0,0
"261","Geothermal",2023,5907.86412138855,133.82968765713,0,0
"262","Geothermal",2024,5735.88755391012,132.785446563254,0,0
"263","Geothermal",2025,5565.82292402486,131.741205469378,0,0
"264","Geothermal",2026,5397.67023173277,130.696964375503,0,0
"265","Geothermal",2027,5231.42947703385,129.652723281627,0,0
"266","Geothermal",2028,5067.1006599281,128.608482187751,0,0
"267","Geothermal",2029,4904.68378041552,127.564241093876,0,0
"268","Geothermal",2030,4781.19023617101,126.52,0,0
"269","Geothermal",2031,4757.28428499015,126.52,0,0
"270","Geothermal",2032,4733.4978635652,126.52,0,0
"271","Geothermal",2033,4709.83037424738,126.52,0,0
"272","Geothermal",2034,4686.28122237614,126.52,0,0
"273","Geothermal",2035,4662.84981626426,126.52,0,0
"274","Geothermal",2036,4639.53556718294,126.52,0,0
"275","Geothermal",2037,4616.33788934702,126.52,0,0
"276","Geothermal",2038,4593.25619990029,126.52,0,0
"277","Geothermal",2039,4570.28991890079,126.52,0,0
"278","Geothermal",2040,4547.43846930628,126.52,0,0
"279","Geothermal",2041,4524.70127695975,126.52,0,0
"280","Geothermal",2042,4502.07777057495,126.52,0,0
"281","Geothermal",2043,4479.56738172208,126.52,0,0
"282","Geothermal",2044,4457.16954481347,126.52,0,0
"283","Geothermal",2045,4434.8836970894,126.52,0,0
"284","Geothermal",2046,4412.70927860395,126.52,0,0
"285","Geothermal",2047,4390.64573221093,126.52,0,0
"286","Geothermal",2048,4368.69250354988,126.52,0,0
"287","Geothermal",2049,4346.84904103213,126.52,0,0
"288","Geothermal",2050,4325.11479582697,126.52,0,0
"289","CSP",2019,6781.00777376035,65.61205,3.5001425,0
"290","CSP",2020,6476.02226394759,65.61205,3.5001425,0
"291","CSP",2021,6171.03675413483,65.61205,3.5001425,0
"292","CSP",2022,5866.05124432208,62.6526,2.8854875,0
"293","CSP",2023,5561.06573450932,59.69315,2.8854875,0
"294","CSP",2024,5256.08022469656,56.7337,2.8854875,0
"295","CSP",2025,4951.0947148838,53.77425,2.8854875,0
"296","CSP",2026,4646.10920507104,50.8148,2.8854875,0
"297","CSP",2027,4341.12369525829,47.85535,2.8854875,0
"298","CSP",2028,4036.13818544553,44.8959,2.8854875,0
"299","CSP",2029,3731.15267563277,41.93645,2.8854875,0
"300","CSP",2030,3426.16716582001,38.977,2.8854875,0
"301","CSP",2031,3392.01093569396,38.977,2.8854875,0
"302","CSP",2032,3357.85470556791,38.977,2.8854875,0
"303","CSP",2033,3323.69847544186,38.977,2.8854875,0
"304","CSP",2034,3289.54224531581,38.977,2.8854875,0
"305","CSP",2035,3255.38601518976,38.977,2.8854875,0
"306","CSP",2036,3221.22978506372,38.977,2.8854875,0
"307","CSP",2037,3187.07355493767,38.977,2.8854875,0
"308","CSP",2038,3152.91732481162,38.977,2.8854875,0
"309","CSP",2039,3118.76109468556,38.977,2.8854875,0
"310","CSP",2040,3084.60486455952,38.977,2.8854875,0
"311","CSP",2041,3050.44863443347,38.977,2.8854875,0
"312","CSP",2042,3016.29240430742,38.977,2.8854875,0
"313","CSP",2043,2982.13617418137,38.977,2.8854875,0
"314","CSP",2044,2947.97994405532,38.977,2.8854875,0
"315","CSP",2045,2913.82371392927,38.977,2.8854875,0
"316","CSP",2046,2879.66748380322,38.977,2.8854875,0
"317","CSP",2047,2845.51125367717,38.977,2.8854875,0
"318","CSP",2048,2811.35502355112,38.977,2.8854875,0
"319","CSP",2049,2777.19879342507,38.977,2.8854875,0
"320","CSP",2050,2743.04256329902,38.977,2.8854875,0
"321","PV utility",2019,1391.15923459898,22.8876686157501,0,0
"322","PV utility",2020,1376.5401161147,23.3964,0,0
"323","PV utility",2021,1302.64911006281,22.5241110753168,0,0
"324","PV utility",2022,1228.75810401092,21.6602622397312,0,0
"325","PV utility",2023,1154.86709795903,20.8041950465761,0,0
"326","PV utility",2024,1080.97609190714,19.9553178041459,0,0
"327","PV utility",2025,1007.08508585525,19.1130973250835,0,0
"328","PV utility",2026,933.194079803358,18.2770518699346,0,0
"329","PV utility",2027,859.303073751468,17.4467450879731,0,0
"330","PV utility",2028,785.412067699578,16.6217807946482,0,0
"331","PV utility",2029,711.521061647688,15.8017984539171,0,0
"332","PV utility",2030,637.630055595799,14.9864692569086,0,0
"333","PV utility",2031,629.787898073562,14.8526337068422,0,0
"334","PV utility",2032,621.945740551326,14.7196706786163,0,0
"335","PV utility",2033,614.103583029089,14.5875547589733,0,0
"336","PV utility",2034,606.261425506853,14.4562615120887,0,0
"337","PV utility",2035,598.419267984616,14.3257674330266,0,0
"338","PV utility",2036,590.57711046238,14.1960499038297,0,0
"339","PV utility",2037,582.734952940143,14.0670871520719,0,0
"340","PV utility",2038,574.892795417907,13.9388582117132,0,0
"341","PV utility",2039,567.05063789567,13.8113428861097,0,0
"342","PV utility",2040,559.208480373434,13.6845217130407,0,0
"343","PV utility",2041,551.366322851197,13.5583759316268,0,0
"344","PV utility",2042,543.524165328961,13.4328874510203,0,0
"345","PV utility",2043,535.682007806724,13.3080388207572,0,0
"346","PV utility",2044,527.839850284488,13.1838132026705,0,0
"347","PV utility",2045,519.997692762251,13.0601943442688,0,0
"348","PV utility",2046,512.155535240015,12.9371665534911,0,0
"349","PV utility",2047,504.313377717778,12.8147146747574,0,0
"350","PV utility",2048,496.471220195542,12.692824066236,0,0
"351","PV utility",2049,488.629062673305,12.5714805782578,0,0
"352","PV utility",2050,480.78690515107,12.4506705328091,0,0
"353","PV dist",2019,2422.9154936452,24.4509529601706,0,0
"354","PV dist",2020,2366.6590605527,25.1743367614634,0,0
"355","PV dist",2021,2205.19909751805,23.7414029731487,0,0
"356","PV dist",2022,2043.7391344834,22.308469184834,0,0
"357","PV dist",2023,1882.27917144875,20.8755353965193,0,0
"358","PV dist",2024,1720.8192084141,19.4426016082045,0,0
"359","PV dist",2025,1559.35924537945,18.0096678198898,0,0
"360","PV dist",2026,1397.8992823448,16.5767340315751,0,0
"361","PV dist",2027,1236.43931931015,15.1438002432604,0,0
"362","PV dist",2028,1074.9793562755,13.7108664549457,0,0
"363","PV dist",2029,913.519393240849,12.277932666631,0,0
"364","PV dist",2030,752.059430206199,10.8449988783163,0,0
"365","PV dist",2031,741.20815440136,10.7493180455743,0,0
"366","PV dist",2032,730.35687859652,10.6536372128323,0,0
"367","PV dist",2033,719.505602791681,10.5579563800902,0,0
"368","PV dist",2034,708.654326986842,10.4622755473482,0,0
"369","PV dist",2035,697.803051182003,10.3665947146062,0,0
"370","PV dist",2036,686.951775377164,10.2709138818642,0,0
"371","PV dist",2037,676.100499572325,10.1752330491222,0,0
"372","PV dist",2038,665.249223767485,10.0795522163802,0,0
"373","PV dist",2039,654.397947962646,9.98387138363822,0,0
"374","PV dist",2040,643.546672157807,9.88819055089622,0,0
"375","PV dist",2041,632.695396352968,9.79250971815421,0,0
"376","PV dist",2042,621.844120548129,9.69682888541221,0,0
"377","PV dist",2043,610.992844743289,9.6011480526702,0,0
"378","PV dist",2044,600.14156893845,9.5054672199282,0,0
"379","PV dist",2045,589.290293133611,9.4097863871862,0,0
"380","PV dist",2046,578.439017328772,9.31410555444419,0,0
"381","PV dist",2047,567.587741523932,9.21842472170219,0,0
"382","PV dist",2048,556.736465719093,9.12274388896018,0,0
"383","PV dist",2049,545.885189914254,9.02706305621818,0,0
"384","PV dist",2050,535.033914109415,8.93138222347618,0,0
"385","Wind on",2019,1436,43,0,0
"386","Wind on",2020,1369.09090909091,42.2163636363636,0,0
"387","Wind on",2021,1302.18181818182,41.4327272727273,0,0
"388","Wind on",2022,1235.27272727273,40.6490909090909,0,0
"389","Wind on",2023,1168.36363636364,39.8654545454545,0,0
"390","Wind on",2024,1101.45454545455,39.0818181818182,0,0
"391","Wind on",2025,1034.54545454545,38.2981818181818,0,0
"392","Wind on",2026,967.636363636364,37.5145454545455,0,0
"393","Wind on",2027,900.727272727273,36.7309090909091,0,0
"394","Wind on",2028,833.818181818182,35.9472727272727,0,0
"395","Wind on",2029,766.909090909091,35.1636363636364,0,0
"396","Wind on",2030,700,34.38,0,0
"397","Wind on",2031,691.25,33.8643,0,0
"398","Wind on",2032,682.5,33.3486,0,0
"399","Wind on",2033,673.75,32.8329,0,0
"400","Wind on",2034,665,32.3172,0,0
"401","Wind on",2035,656.25,31.8015,0,0
"402","Wind on",2036,647.5,31.2858,0,0
"403","Wind on",2037,638.75,30.7701,0,0
"404","Wind on",2038,630,30.2544,0,0
"405","Wind on",2039,621.25,29.7387,0,0
"406","Wind on",2040,612.5,29.223,0,0
"407","Wind on",2041,603.75,28.7073,0,0
"408","Wind on",2042,595,28.1916,0,0
"409","Wind on",2043,586.25,27.6759,0,0
"410","Wind on",2044,577.5,27.1602,0,0
"411","Wind on",2045,568.75,26.6445,0,0
"412","Wind on",2046,560,26.1288,0,0
"413","Wind on",2047,551.25,25.6131,0,0
"414","Wind on",2048,542.5,25.0974,0,0
"415","Wind on",2049,533.75,24.5817,0,0
"416","Wind on",2050,525,24.066,0,0
"417","Wind off",2019,3718.41808167759,114.241123114762,0,0
"418","Wind off",2020,3421.94434341058,106.401493350739,0,0
"419","Wind off",2021,3201.33160226472,100.839187513149,0,0
"420","Wind off",2022,3022.28644798682,96.524727917119,0,0
"421","Wind off",2023,2869.53368116118,92.9995577491261,0,0
"422","Wind off",2024,2734.92504523317,90.0190688400883,0,0
"423","Wind off",2025,2613.59675717877,87.4372519115367,0,0
"424","Wind off",2026,2502.41157722109,85.1599279851029,0,0
