,111CA,113FF,211,212,213,221100,221200,221300,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
327,5.910514018270506e-05,0.00013048478369029318,0.003057932797495481,0.0038868447068124055,0.0031782889795810595,0.0002814387211025655,4.385016876397451e-06,0.0017189241108606745,0.03465316944986787,0.005708251920159401,0.08848403424180196,0.007832264732336815,0.0020305941123430577,0.0037296719154114207,0.00042211608132061354,0.009015192471740692,0.008205027166593182,0.0007677593171917221,0.0030278628312118126,0.0034026617662015492,0.003837300669045229,0.0032351877103069565,0.0006867900006859777,0.0023118749951267083,0.00014334891013700283,0.0019377246857507058,0.0021509252479916773,0.004891806182819556,0.00014326786610970694,0.0006879276512233061,0.00019112980445057167,3.829539312700792e-05,0.0005323343033526408,3.193300450707408e-06,0.00019686562105861516,4.5899299133736365e-05,8.093921465938965e-05,2.1644492577851647e-05,2.818455122954902e-05,0.00012597166010442368,0.00028378915728947805,1.6120154735216063e-05,1.9401704616171914e-05,0.002363848494143161,0.0016929986400818866,2.7074029283680507e-05,2.4293909753154997e-05,9.26392633267754e-07,1.9846085161279298e-07,4.740233810218547e-05,0.00012465201368494307,0.0007232901320498826,2.0433025771623807e-05,0.00014733011966292715,0.0016295945465473547,5.3307444117116296e-05,0.000982077010512426,0.0008406361007041985,0.00011973833185109703,0.0013953351576505468,0.0007450181693715071,0.0003733143421310598,0.0011098843909021303,7.112958204866034e-05,0.0005823821119656344,0.00031821030558991224,0.001416817489315195,0.00123148954932225,0.00010247846067855907,0.0004387912936514577,2.3761443983363683e-05,0.0003644759746655877,0.0050657288091901535
331,0.00015856957467463563,3.548488105464068e-05,0.01652893293777783,0.005256504002334615,0.0020821032385351236,8.682960255965609e-05,5.608608441194255e-05,0.0005216172753394741,0.0022083702047372036,0.0031382987644614385,0.004464730372232783,0.1719858894906918,0.152365445761027,0.06886379168234381,0.006204611800329997,0.07818275650241398,0.05750992406105272,0.024691618396785683,0.03954483218272582,0.025408368393023715,0.004521179126218103,0.0067242529592107326,8.06290763902247e-05,0.0026785392635991973,0.00041477489214485747,0.00015368521279480088,0.00016805784830995534,0.005110426170242398,0.0002214920835086957,5.139571100195542e-05,1.3362923917601005e-05,4.280260831128823e-06,2.4638730821265707e-05,0.00017775581576509264,0.009543964890188569,0.00021340291795099073,0.0002004928343502332,0.0001362398079855713,5.9870996624903347e-05,0.0012619899942616628,4.132737121237545e-05,3.646923541572584e-05,5.529452330619379e-05,0.0002859418602825277,0.0007626292159351544,3.244975391304793e-05,2.329405883558348e-05,1.5823788442464133e-07,1.1370590590195907e-05,8.232474779342205e-07,0.0015551508509613116,0.00019710478460211928,7.257358211385925e-07,3.182547184646526e-05,0.00042517575892822893,5.4946898905507374e-05,0.00034103192973230736,0.0018601178915668847,0.00029041562043472874,4.234878400332781e-05,0.00010198476261565883,5.364993411065181e-05,0.0007967181345785788,6.790685735053934e-05,0.000998265942552484,5.870799224133458e-05,0.0001327671058669357,0.00031693690685060083,0.00016168418151430643,0.0002924601822169545,0.00014123145077832804,0.00031893142341884155,0.0008529713868959571
332,0.0022379131979349764,0.0005943709714991209,0.01128678527561178,0.010046441276085725,0.007402900021754299,0.000255757383627072,0.0016355402306281266,2.735989614919064e-06,0.04246507795003568,0.018428259111655326,0.020992316068260304,0.022970020738924513,0.08913867238883817,0.06138061702451259,0.010953486079835576,0.0619013104506396,0.05568412903988159,0.033743901116865135,0.03548974060249709,0.02841153753425941,0.015224696486891736,0.011253351438085155,0.008775502231198353,0.024781633512531834,0.017748313095568433,0.0008486794101960778,0.010354223736924661,0.025416696060340475,0.0010891602862896524,0.002190709730024784,0.0005921737996596882,0.000284123147267493,0.001054191585211108,0.0005795837211928309,0.003973112540600674,0.03173396626082435,0.0027368701032673046,0.002648825723966985,0.01572250548710993,0.0025693035628088882,0.0027626751126275297,0.002475549936002278,0.0003000746045538899,0.009537671677809948,0.004071750315948096,0.0001335566465730702,0.00021472868138581273,6.624331490017589e-06,6.019672567048026e-06,2.4919233467059677e-05,0.0009306008680154379,0.0023184640109720654,3.433737206231154e-05,0.0016875339952367536,0.0023339102545841123,0.0013133373929580857,0.0019882643780667446,0.015202664771890402,0.001228443761539417,0.000259658393741897,0.0008414465112974733,0.00013106027207335423,0.0037880809999211464,9.788419291038283e-05,0.001747336381079776,0.0018864568122479866,0.0025369832283958023,0.0029464235403710267,0.004036393576814666,0.0021135938383005804,0.006554890091264678,0.0011097208601672896,0.00863023482369318
333,0.0012252547673695642,0.0026801951235862166,0.019395380127093145,0.021717736000807838,0.021182529502886828,0.0015758082411338387,0.00013089043486449306,4.519884932173913e-06,0.014076176885386043,0.003400890800899233,0.0010438538119327263,0.004700325429761503,0.008445281630189375,0.05676995538871856,0.0008731546674041465,0.005448748991207617,0.021925539412881802,0.010404930417297271,0.0009809844516783031,0.005808069371642312,0.0021299830003078265,0.0006031536963396358,0.0009509615954105461,0.0028177792159146684,0.007312031325755817,0.00017140681838827778,0.006833296324607326,0.003779061753754581,0.0004962097917259455,0.0013834886872682607,0.0004911330371258766,0.0005599708649774307,0.00046661556923492035,1.5182980259412878e-05,0.0028152765365696453,0.000400919330304917,0.00032289162040954704,0.0014449916026815642,0.0005004976294156552,0.0005313164091768442,0.0021528089544808615,0.00020193392489423827,0.0003624702294752555,0.001755383872959665,0.002194771797555931,1.9041216806560135e-05,6.36686899333582e-05,0.00010967073539949388,7.081585450491542e-07,1.4177686740918235e-05,0.00011945335165500231,0.0044096301680647005,7.277241684917162e-05,0.0007513993972158619,0.0007205158235246581,0.0003698234887560908,0.0008871668227601139,0.01077812774733952,0.0019170166214304144,0.00024968716319210074,0.0005311183255801507,0.0007185391606614205,0.0005254231828292328,0.00012688514842621717,0.0005778309727504821,0.00011489538142064818,0.00044898753729471954,0.002720102069931114,0.0009362636231930188,0.0002105768302820283,0.005669588268004012,0.000710702930885911,0.0017851149118245629
334,0.0003084969057834624,2.407362546061273e-05,8.009668636187697e-05,8.61389313826366e-05,0.0017099801275414746,5.800049408310716e-05,4.963663875454199e-05,0.00036663779280823573,0.0022302171599488736,0.004681517521149701,0.006586860790330122,0.006566432021277466,0.008455916411547117,0.01642598096275165,0.04796786371181074,0.02833072503437072,0.014176593096776614,0.04786820231188114,0.010298137188161426,0.013123500240920695,0.001612315676213529,0.00780220504938896,0.003166420719624823,0.007917219497402182,0.013261121698789147,0.00039742620655244446,0.005119552903563441,0.006935698933211736,0.002144012694122315,0.001980317388022612,0.00016158250292480975,0.0002000805935723336,0.00020566195173073504,5.0957104921477106e-05,0.0008783362094261763,0.0006839239159819689,6.651078801579571e-05,5.538545137215921e-05,1.5810976858323828e-05,8.692098991533581e-05,0.00013406831036409954,0.0027734648275584924,0.004071862171561278,0.005586755408810611,0.0019492629227047867,9.592938800305328e-05,0.00020686340210990324,1.7388772656629433e-05,0.0001892318350305337,9.7194382801446e-06,9.05290102010372e-05,0.00023423963116385666,0.0006126386509701712,0.0047779659673722625,0.0010799768379792859,0.0034000737713606797,0.0009271993644006623,0.0020033356932208906,0.001557830174253652,0.005484761394807521,0.0005080207016356618,0.0003874647732861543,0.00019558768376663722,1.8055315310059555e-05,0.00021991717931463928,0.00014029099674081104,3.738204268339956e-05,0.003918916490645283,0.02566788998646326,0.0037430144239370233,3.3040142199566726e-05,0.0003190102571130195,0.002639663786374813
335,1.7447463038166767e-05,9.348858877799094e-06,0.0004429407664609365,6.581149736318944e-05,4.984655235515253e-05,1.794925851245046e-05,5.01008792209893e-06,3.2931160560961716e-07,0.011475408049663828,0.006904546516716643,0.0004904995895918516,0.005323899415896511,0.003012757119414983,0.01624822290943991,0.0032797075567990064,0.033941019269762424,0.006480495384439235,0.0038562746789291918,0.0005866165532162896,0.003739063180579068,0.0003060191448062177,0.0005114010643034855,0.00018880201565080998,0.0008693486284007476,0.0006135637732366883,6.489365995546986e-05,0.000830878947991469,0.002518464242790652,0.0001416800395353444,0.00034208677251353406,2.3779900792043276e-05,4.09076726605997e-05,0.00012536376420434217,5.745074180869543e-06,0.001428244541024669,0.00042290640520551386,0.00012776811230177178,0.002460028429996809,1.4457209529292602e-05,2.6322542876277087e-05,0.00353750805076273,1.6255507378168908e-05,1.50941434008013e-05,0.0018146266206375025,0.0006739752134791447,9.429461316114908e-05,1.474502262442061e-05,1.0180290674050079e-06,6.022269973242091e-07,9.747369212071574e-06,0.00012519174344523723,0.00041310557388032985,2.6860795571551657e-06,0.0007206150326767528,0.0011273643289985073,0.00016735159671309993,0.0011401706177202714,0.0013314709090214059,0.00025404594297980676,4.381653844980777e-05,0.0002259352042581215,0.000139687535771027,0.0015604765995408082,1.8789225080446464e-05,0.0008790260511670769,5.074657169865506e-06,0.0003571239659258452,0.0012126212457228254,0.0006611721029097528,0.0010964176253107773,1.6897085643572394e-05,0.00039357030967982675,0.0029456573034004423
3361MV,0.0010377852295540481,0.0005988991761292056,0.001772127189227076,0.00491631312828517,0.00099044491938216,1.9979275516830575e-05,1.612175159021759e-06,3.235215741568256e-07,0.0007356074197077451,0.0026362490512225464,0.0017689266390338693,0.0012678740133203247,0.001832627471994493,0.02126103907688566,0.0005072125486343692,0.0016776143041786389,0.22468540451629096,0.007148470006044072,0.0018111026364817043,0.001423626650007754,0.0010739409007954836,0.0007794284543711138,0.0002252441748599872,0.0019267921018848698,0.0012081442414501183,0.00015426373459619144,0.0006320655536136985,0.0008307739780044118,0.0018067230584900785,0.0036451788151070984,0.0024694562367161047,0.00038107405644837784,0.0021271762001688573,7.770804032404785e-06,0.0003416222763546414,0.00015457127462217813,0.0065296923854816485,0.00452403126007537,3.4008462440238795e-05,0.00039535583780776637,0.011763070888740321,0.00030790855008802203,0.0003283432203904103,0.0010312862780342679,0.0003600804140356018,1.951463547059655e-05,1.1643686142611485e-05,5.095888837949426e-07,3.650523380658104e-08,5.554045170713566e-07,3.068496215507877e-06,0.001000363339379058,6.584949428100868e-07,3.5870220282596926e-05,0.0008803540513035077,0.0005831229365310827,0.004163204914677511,0.008546444035192995,0.0005300401308614995,0.000211596431899422,0.0005640754102135636,0.00022718266380015648,0.004295410060656207,0.0045519606851635065,0.00034011966264651405,0.0002486291649440868,0.0003874871698584947,0.008833833604656862,0.0024457139618178215,0.00010373361272397262,0.006723367611648647,0.0016122165936862845,0.001050335176414798
3364OT,1.0075108209458383e-05,0.0008126828550840946,9.527395841436578e-05,0.00033589239773737024,0.00010544370274330117,7.682086975333743e-06,9.219580156220708e-07,7.132793932669929e-08,0.00012876920791779934,0.0004851055900898141,5.839596105067813e-05,7.532488703624402e-05,0.0002749000672955543,0.0007475106877562931,0.00022623815337362928,0.00024034903943014152,0.0007074872924250717,0.12179089050374445,0.00010345740618541551,0.00012395735279010486,3.563072292607196e-05,0.00010776924763236588,6.554999980981216e-05,8.269298565493454e-05,0.00011181420191599587,3.7180750837192554e-06,6.700613279205924e-05,8.843320059324823e-05,2.0025395625222682e-05,1.8176955031771815e-05,4.738308961858191e-06,3.798125641623667e-06,5.495644332536801e-06,0.0037203516495618915,0.0153553913316388,0.04778540170701528,5.862024687207605e-06,0.00047483513891925664,1.9990132776492106e-05,0.002683942549271727,1.7033866715824156e-05,1.5748871076957627e-05,1.9737337042303556e-05,4.9026616660438466e-05,2.280294432854796e-05,6.920074856166981e-07,1.3794793271581937e-06,5.26649230766795e-07,8.186650431318568e-07,1.37365449678128e-07,2.0635113936627795e-06,2.31558659358842e-05,2.990255794259374e-06,2.6355442662917773e-05,0.0007141528856238551,1.952207001250508e-05,6.561698795139314e-05,0.00040296790448450515,1.6648658768450425e-05,2.5476322030760048e-05,5.590187301012509e-06,5.800163009273407e-06,1.3878321798064156e-05,1.2826582570781493e-06,1.2459786503254436e-05,3.2757421713403624e-06,5.925419846673736e-06,0.0004227485638593545,0.07262913751152447,0.0010708645536692796,0.0001976744303418189,6.641708218476255e-06,0.0005439813524263805
337,9.328269810533995e-06,6.3305303694791625e-06,1.7956892076372e-05,2.8355634616598057e-05,1.8523269193914296e-05,1.0379635815308995e-06,2.3816828066117036e-06,1.6091093409963146e-07,0.011193291295128192,0.0022402165601605223,0.00017083855196988503,4.251762908786972e-05,8.609064074597335e-05,0.0009353741490618175,0.00015086557601951992,0.00011711797596764098,0.00017416890352814273,0.0006791323178658079,0.014635722097410821,0.0023561788968454373,3.440214279119422e-05,0.0005001213103952544,0.0003363718898938606,0.00018575527825074424,4.434428546503428e-05,4.4669899914760185e-06,2.7477954483348893e-05,0.001444599061708125,2.8153884376476083e-05,0.0005136286072838915,1.7904096517265144e-05,3.925274898758434e-06,0.00023634302948079248,5.374673808233643e-07,9.609897621959347e-05,9.372787771068796e-05,5.122327255672535e-06,4.701219193036151e-06,1.3584609052714994e-05,7.548645705224864e-05,1.1115780305456322e-05,6.110051121529438e-06,7.019477961841087e-06,0.0003404538720171175,0.0009327970725951648,1.8474573768367862e-06,1.6892983194048767e-06,7.009028514123468e-07,1.8907142048553842e-07,0.000853252678051149,6.467870767262684e-05,1.0495343074506113e-05,2.5264019795165596e-05,6.8766506770836744e-06,4.2276310019709855e-05,6.314521243002529e-06,1.2807217065465675e-05,2.4590241482609462e-05,5.265072061278531e-06,9.16880891482545e-05,9.713031130074808e-05,1.4742906272715494e-05,0.0004985215600842405,1.5978042489815855e-06,0.0003334291390426813,2.5454339605643094e-05,0.00034813531223384296,0.0002662116450327273,8.519595356956462e-06,4.920687069232868e-06,0.010351355977420556,1.5570209992913895e-05,0.00016770956630615918
339,0.0003744623192448975,4.117500496972116e-05,0.00011046565660969745,0.0002749032669628703,0.00012949104781246172,3.968076339732751e-05,3.922975624881369e-05,7.549235468830693e-06,0.0006864494152496824,0.0003323034182218525,0.0008968083853344316,0.00031843127634337927,0.00031803887426152627,0.0036072392506088643,0.0001243589771838189,0.0036310237487748058,0.0016626429714327192,0.00040103479568981366,0.0005398922464077537,0.027943365568322664,0.00015653993194346473,0.001989090922621013,0.005928740042975655,0.00026877392500894583,0.00028915178202087375,3.95042743312194e-05,0.0005536695489956758,0.0007418213035117663,0.00046602975630469966,0.0004917970611191594,0.0003698530697249943,9.9641981538919e-05,0.0006083348274134629,1.1841137397068627e-05,9.71193763017252e-05,0.00011006201892669965,4.8136133685127084e-05,0.00031774966016418014,6.119883577315933e-05,0.0007179828723981559,0.0010452915862329982,0.0001177049075039641,0.0001624577433613376,0.00028465262153852576,0.0003567755105183023,0.00020530524813663315,0.00012248562629394537,4.37370733278908e-05,1.6933702912164518e-05,1.4301596599893658e-05,0.0004094804134344493,0.0001460030529577397,9.539476621119826e-05,0.0001339010408009718,0.0007266120959834094,0.0001463495952654159,0.00115296409035663,0.003411557497490632,0.0007968566344097786,0.012096344555057521,0.01267400236363194,0.002103569870030253,0.0034826778441291294,0.000179393102975003,0.0017511705572850012,0.0001443752375530102,0.000162770491511264,0.0011420883940213055,0.0003483860819006746,0.000206563549948,7.241543153547634e-05,0.0019397995448274168,0.0003898377539635964
311FT,0.07476696012027524,0.004617118376427471,8.395177297114316e-05,0.00010073505982251161,2.6666276202187852e-05,1.911298433344583e-05,1.3309895277519987e-07,1.2661365806485437e-05,2.1302208115083628e-05,0.00034522704089283006,0.0012017505393689535,5.7997315920522124e-05,6.965488035656508e-05,4.185589688600466e-05,2.1192102899516087e-05,7.010651053166803e-05,5.490521835502338e-05,2.011708568648597e-05,9.662681322705532e-05,0.0001735881881006719,0.15736682865339097,0.0007964408091370593,0.03571178534002362,0.004570950867739855,0.006990692873347132,0.0004702657686675915,0.0034848570135612737,0.0012324157397371896,0.0008194035374472995,3.0070978412903338e-06,0.0016429648922744904,0.0006159083294292984,6.936338080742298e-06,0.0024518355640615356,2.19799114894002e-05,0.00935939440501557,8.729287026811421e-05,7.605668409893069e-06,1.8000709143493526e-07,0.00021198598473490618,1.5924372626792397e-05,6.477855787350429e-05,9.883703578315151e-05,3.316237449341564e-06,0.00018603460741476076,1.4746596752123575e-06,1.0459529356487674e-06,5.898194272433718e-08,1.3787170211887655e-08,4.738374209578349e-07,3.314232081861119e-05,5.067612601264055e-06,1.9353230669272626e-06,1.187264831487575e-06,0.002516055053594418,0.00017915145395614436,2.2999646495948675e-05,2.6248695950533385e-05,0.016067026654333273,7.501416732065181e-05,0.007572989856698343,0.02242426724864832,0.040821183587350304,0.004387788653753344,0.02363605897807221,0.016236379047574686,0.051875018358208805,0.002895417568938125,0.0027507214120375376,4.820460641685409e-05,0.006374878879150188,0.02294778623993399,2.666148138826606e-05
313TT,0.00046175424681442083,0.0005593826654027249,8.05602797624837e-05,0.0001075159340460011,2.811786664944142e-05,1.750478581781738e-05,7.984356057732445e-07,1.0616633394937692e-05,0.0008849221233557526,0.003027400310098908,0.0017025470003031132,3.5088760094768966e-05,8.877072823755655e-05,0.0025006438083032094,2.5958683728871414e-05,9.19094373430305e-05,0.004797434177781093,0.0017475937189198982,0.01851698574108492,0.011751678469641098,7.798847610493229e-05,0.11343038977837126,0.0745166044843571,0.012003519073330311,0.0038035857116023616,0.00012786624527063667,0.0007436998629375471,0.0053631099256775585,0.00045726061620307714,0.0002311485247900479,0.0002467383250277152,0.00013574981001788974,0.0012216793239617715,2.3542020140182572e-07,1.0637163131415624e-05,0.002485653614048067,3.50503022098341e-05,4.492686335411072e-06,4.756803097038304e-06,0.00020842741370396566,2.235898794477606e-05,3.165534662241542e-05,0.0004385487114881721,2.6389708595987375e-05,5.105651678385136e-05,1.5791704795451553e-06,2.527275294644706e-06,1.2292249906439719e-06,2.5843576329820548e-08,3.8811416292627345e-06,0.00013679682844672237,0.00035135240469411224,2.833128259034828e-06,2.0589985394808614e-06,0.00010861265236610976,2.0045686439538747e-05,8.68610573068176e-05,0.00010733250198777793,0.00012773174870710105,9.558348981331313e-05,0.00017790712026852394,0.000512538354222224,0.00043084014971772166,1.1025333182738588e-05,0.0014933816263399465,3.776939381706859e-06,7.720685126657961e-05,0.000371753443021385,0.0006587789248080598,0.00026539201231645204,5.102300496650884e-05,0.0002950230520631331,7.007731113484282e-05
315AL,1.2541904050738161e-05,3.1163384908016646e-07,0.0,6.266704093850802e-09,0.0,5.059062941073156e-06,0.0,0.0,5.039820555810429e-07,1.826189606532428e-06,8.645178456502884e-06,0.0,0.0,1.5039406081392158e-06,1.8335288077559782e-09,4.610301840928828e-09,0.00040226348434459956,1.059630242429539e-06,1.135042443149347e-05,4.4749252994231136e-05,2.4358707319513992e-08,0.0006770680008011835,0.0722139975191569,7.276730982515836e-06,0.0026705566795142484,2.1292351293318374e-05,5.2298258762163855e-09,6.927413736173272e-06,0.0002849352558836552,0.00021695063629602074,4.760048494872677e-06,0.0009076452076444998,0.00015429387542711283,0.0,0.0,1.529731874322546e-06,1.8769714306174813e-08,0.0,0.0,1.228029152909622e-07,4.084747688851912e-09,8.927103005504903e-09,0.00015864816700573918,1.0999822852419526e-08,2.5699131097387577e-06,0.0,0.0,0.0,0.0,5.287491026650236e-10,6.573786837696495e-08,0.0003040842110533594,0.0,0.0,1.5870766160189042e-05,1.7701891779161576e-05,0.00015337257309575044,0.0008897371311411094,0.00011953086959224847,2.5356419733957354e-05,7.333631928781002e-05,2.930492720344746e-07,2.5333269942885273e-07,0.0004826534369195928,6.653175886594872e-06,0.0,4.391106145605108e-08,0.0006294611497475581,4.018520647856012e-07,4.981538269630073e-06,0.0004244424495719176,0.00016468918054404497,8.559870024138082e-05
322,0.000625079569867699,1.1114750186085604e-05,0.0002656996536590614,0.0017706594907197246,0.00038400485644149543,0.0001108900142167253,8.146926150853735e-06,2.7774765946126827e-06,0.0013352518561936426,0.00549127342808158,0.010688748301166449,0.005919429401475361,0.00614615016546061,0.005070328916050049,0.0011865226083136737,0.007903232354595271,0.004526859490481341,0.0023269056203640477,0.01453084503340073,0.012641517688104457,0.027289014758292762,0.008177558549726488,0.0035845199675876584,0.16065903444196775,0.06462381803224697,0.0004072065205560038,0.008251951078058971,0.016179052356783626,0.0026905072875944526,0.0006180771547560128,0.0039885144198510206,0.0011331080611942355,0.001719125680606155,8.798666138078863e-05,0.0005540166546754602,0.00018861322412359958,0.0005441261425964124,0.010341497376091467,0.00027642604564803627,0.010625233590945634,0.0030574111318024755,0.003641096996372142,0.0011406276349962335,0.0010959470395800136,0.0010206153685962047,0.0014747919933942371,0.0007946930837464188,6.61349589508218e-05,2.490379544711421e-05,1.2279163764283761e-06,0.0010323126865912878,0.0023523623389983418,0.0011466078647439208,0.0006122540202971768,0.0018509682994460495,0.001092746300516596,0.003379999060841983,0.0023295675989732294,0.000693973275039609,0.0010293768149313629,0.0026324401775535285,0.00496717186008465,0.0042365753817676256,0.00033995768859482656,0.0011140884683958577,0.005096207957986674,0.0027281769906708484,0.0014548402184079898,0.0002075002420924979,0.0020634280937374,0.0005163231029009542,0.0046136328569179,0.00014988984261260442
323,9.041766490165221e-05,6.619554070572878e-05,0.00018022612154872857,0.00025564137169117814,0.00026766167789707114,0.00017348100334717718,0.00019461045279886737,3.2333888611645553e-05,0.00030111082099949104,0.00042053996182244097,0.0002703209960183916,0.0002240970816134993,0.0002817622252857187,0.0002535356353291897,7.692459039765391e-05,0.00019980232585908135,0.00023695125089682342,0.00014808769039507797,0.0007096494698743318,0.0006328315035097488,0.00046611038886312464,0.001957307027980929,0.0034201600590327416,0.0012251360200685394,0.016060977940100057,7.247770825072652e-05,0.0007490744530801815,0.00047617095951649397,0.004741350015653267,0.0013852291441961695,0.0011251876081312374,0.0008600026153107962,0.005441430933010367,6.372165300330316e-05,0.00036678339714635544,0.0002421464564119555,0.0014370262684651467,0.001487910954019689,0.0002452719879505498,0.0029155065353965426,0.0001654621703941183,0.013710504207240426,0.0065419601472011596,0.000989265135320508,0.016791636051282435,0.0011434704756725451,0.0024761819880472,0.0015437362751318587,8.83174612713871e-05,3.761655457607155e-06,0.0006792525125375293,0.0007823309540876977,0.0018569218236479798,0.0007093982093342595,0.0036146245440151583,0.0019472462134833776,0.002524906027058971,0.00034897618232393007,0.003117516230409859,0.001692086150673815,0.0029851901170986363,0.0008533267817309132,0.005907769930303647,0.003927062756438917,0.0016360778567819177,0.0015397429215908342,0.00079275174482555,0.0028610665510910064,0.0011389414848013875,0.0015003171565306694,0.0005389088578373518,0.0048596184993942755,0.001737447520080132
324,0.01659540131512195,0.007277784521876918,0.015780652216106538,0.03767946771475791,0.013935812935564127,0.026087053220360902,0.0009882969944686399,0.011878064080199044,0.02810479041473283,0.008195244425997075,0.005134794194489738,0.008300526250651754,0.00210947426730654,0.0034676261044838835,0.0003988902016091786,0.007500934930770031,0.001047059948373017,0.0008372406616411592,0.004241507461328998,0.0046277102245405885,0.003557187260011563,0.005826427100238738,0.0012631975386747409,0.006129257768052269,0.01780493012518913,0.028509231132068207,0.015112660249604051,0.009754649635418328,0.00272226186320675,0.004822544021014028,0.002681844567356474,0.000644578060960202,0.0016124169238285408,0.04378975200736117,0.06368455942033768,0.02265632310693018,0.04719529581037976,0.02690827557027152,0.00020602063517623407,0.06358250813134866,0.0010342086318115076,0.0007316989130193158,0.0008450936755865559,0.000979860602850255,0.001456088433090898,0.007793017618656908,0.00557503685536968,2.1377377097896656e-05,0.0028306920661898276,4.838012208604824e-05,0.005394411753902384,0.004975096315166271,0.00012889427461862849,0.0013934247742790561,0.0011417134272214305,0.002505942409241081,0.005186335984104087,0.012166129869661538,0.0020940581963601423,0.0012889138427325535,0.003281656372485776,0.0028162204858116244,0.0025375892508081566,0.0006572648630140582,0.007954331641410683,0.00440580889583413,0.003364797116443031,0.0041088089392170984,0.02390359482524837,0.0013856068905151121,0.028349949457553873,0.04253685352807573,0.04317430790955172
325,0.041321065944185144,0.014257937461570051,0.019877174165501516,0.023782588840460195,0.006340835684574829,0.004222038987467801,5.560810206579407e-05,0.012855846967679833,0.005141740286918776,0.015499676049856534,0.024100876098556247,0.0068892170344144405,0.01572113286720964,0.00946251843013749,0.005020125385322318,0.015709608132444947,0.012782679194558588,0.0046922048811285245,0.021196195026827788,0.03217297786486504,0.00819010928770221,0.13881401317408057,0.00840482771154995,0.05101695085182523,0.06869624966228724,0.015149495222334749,0.18975249628819765,0.20138984658330217,0.0008813252153420391,0.0006932817046602659,0.0003403256098017071,0.00012947909385352247,0.0009792455013557144,0.00014922690553786244,0.0025402353391288674,0.0002511478921015142,0.0006713626042138223,0.0002784236290071332,1.2152563627181009e-05,0.0006048846487346632,0.0033294449234400514,0.0011976391922011,0.0007706750159624133,0.0007204864938446208,0.002238286581413517,0.00014847956489097127,0.00014654428365417716,6.824856252854301e-06,8.565352796411317e-06,0.00011227106812407432,0.007696183321302516,0.0008749808306661927,0.0002863384458739244,0.0002220250310022817,0.0033357297162741975,0.0023241069173157887,0.0049557439567614325,0.005903383068316332,0.0016490029168354167,0.017504429628414732,0.02234083815860179,0.00911643710239487,0.002749001884291078,0.0013004794306807161,0.004076022943040105,0.00046977067465752846,0.0010063995941679818,0.004056592335725445,0.0016461914499823207,0.0025575195717441163,0.0011328836922958351,0.011777388811373796,0.006488213365637931
326,0.002634083850733631,0.0010767107552427265,0.00036631857043865776,0.008805484230640436,0.0025207421978309455,4.4279305536856226e-05,8.415835921142142e-06,2.6346196996265432e-05,0.013482359862808083,0.005054333973434616,0.008670738724359257,0.002769003004280253,0.0055539785280767995,0.014512238502127819,0.0023659609754711447,0.011433114089621773,0.03277576300949598,0.009475980572145779,0.0458752412570962,0.02871051910130875,0.017846941431197173,0.007105702021847559,0.00960172701614764,0.013605827657081376,0.005366335497173929,0.0005818432864090618,0.012893379966649474,0.060752072269375394,0.005426008986888345,0.004852335098285963,0.00747353355250041,0.0012380701710377824,0.004798592613085054,7.749012398819584e-06,0.00014500338409644478,0.00015768953605576374,0.0018778268436050061,0.0004896829308810112,0.0003800306239375287,0.012522842219849428,0.0021153255875798038,0.0009325108421618699,0.0006859134459183701,0.0057279155932465735,0.0010365033004238152,0.00027104453781314717,0.0001873088943642248,7.844589838501431e-05,3.2969217109240718e-06,2.0076172989366357e-05,0.00010322576387146947,0.003117437576115482,0.00019679678510216964,0.001012269045236686,0.0027432536076245325,0.00037429654179531015,0.002029911477705057,0.003474042166488164,0.0015235761959195937,0.00645704083409009,0.0030717537837027216,0.005102764939890939,0.004257098183013076,0.00012919362785042724,0.0010017946206514342,0.000586178418478936,0.005815638413990118,0.005261978312034446,0.00197317061241922,0.0007018452896957153,0.00020618856350292759,0.003454593113676231,0.005386333330450905
