,111CA,113FF,211,212,213,Hydroelectric power generation,Nuclear electric power generation,Solar electric power generation,Wind electric power generation,Geothermal electric power generation,Biomass electric power generation,Other electric power generation,Electric bulk power transmission and control,Electric power distribution,Coal electric power generation,Gas electric power generation,221200,221300,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
339,0.0003744623192448976,4.117500496972116e-05,0.00011046565660969745,0.0002749032669628703,0.00012949104781246172,2.3095535207637728e-05,4.127882871280087e-05,1.8896059731920768e-06,4.170865621739879e-05,4.2039305208891785e-05,2.187153027164942e-05,3.164373708596358e-05,5.1998443246147006e-05,5.1998682509138004e-05,9.574539995542093e-06,8.27496278272373e-06,3.922975624881369e-05,7.549235468830693e-06,0.0006864494152496824,0.0003323034182218525,0.0008968083853344316,0.00031843127634337927,0.00031803887426152627,0.0036072392506088643,0.00012435897718381892,0.0036310237487748058,0.0016626429714327192,0.00040103479568981366,0.0005398922464077537,0.027943365568322664,0.00015653993194346473,0.001989090922621013,0.005928740042975655,0.00026877392500894583,0.0002891517820208737,3.95042743312194e-05,0.0005536695489956758,0.0007418213035117664,0.00046602975630469966,0.0004917970611191594,0.0003698530697249943,9.964198153891898e-05,0.0006083348274134629,1.1841137397068627e-05,9.71193763017252e-05,0.00011006201892669966,4.8136133685127084e-05,0.00031774966016418014,6.119883577315933e-05,0.0007179828723981559,0.0010452915862329982,0.0001177049075039641,0.0001624577433613376,0.0002846526215385257,0.0003567755105183022,0.00020530524813663315,0.00012248562629394537,4.37370733278908e-05,1.693370291216452e-05,1.4301596599893658e-05,0.0004094804134344493,0.0001460030529577397,9.539476621119826e-05,0.0001339010408009718,0.0007266120959834094,0.0001463495952654159,0.00115296409035663,0.003411557497490632,0.0007968566344097786,0.012096344555057521,0.01267400236363194,0.002103569870030253,0.0034826778441291294,0.000179393102975003,0.0017511705572850012,0.0001443752375530102,0.000162770491511264,0.0011420883940213055,0.0003483860819006746,0.000206563549948,7.241543153547634e-05,0.0019397995448274172,0.0003898377539635964
311FT,0.07476696012027526,0.004617118376427471,8.395177297114316e-05,0.00010073505982251161,2.6666276202187852e-05,1.1124397940031976e-05,1.9882722481692308e-05,9.101641770439886e-07,2.0089756965358952e-05,2.0249020257019846e-05,1.0534832993124212e-05,1.5241799788973673e-05,2.504602598432154e-05,2.5046141229831124e-05,4.611756863202673e-06,3.985791110981951e-06,1.3309895277519987e-07,1.2661365806485437e-05,2.1302208115083628e-05,0.00034522704089283006,0.0012017505393689535,5.799731592052213e-05,6.965488035656507e-05,4.185589688600466e-05,2.119210289951609e-05,7.010651053166803e-05,5.490521835502338e-05,2.011708568648597e-05,9.662681322705532e-05,0.0001735881881006719,0.15736682865339097,0.0007964408091370593,0.03571178534002362,0.004570950867739855,0.006990692873347131,0.0004702657686675915,0.0034848570135612737,0.0012324157397371896,0.0008194035374472995,3.0070978412903338e-06,0.0016429648922744904,0.0006159083294292983,6.936338080742298e-06,0.0024518355640615356,2.19799114894002e-05,0.00935939440501557,8.729287026811421e-05,7.605668409893069e-06,1.8000709143493526e-07,0.00021198598473490618,1.5924372626792397e-05,6.477855787350429e-05,9.883703578315151e-05,3.3162374493415634e-06,0.0001860346074147607,1.4746596752123575e-06,1.0459529356487674e-06,5.898194272433718e-08,1.378717021188766e-08,4.738374209578349e-07,3.314232081861119e-05,5.067612601264055e-06,1.9353230669272626e-06,1.187264831487575e-06,0.002516055053594418,0.00017915145395614436,2.2999646495948675e-05,2.6248695950533385e-05,0.016067026654333273,7.501416732065181e-05,0.007572989856698341,0.02242426724864832,0.040821183587350304,0.004387788653753344,0.02363605897807221,0.016236379047574686,0.051875018358208805,0.002895417568938125,0.0027507214120375376,4.820460641685409e-05,0.006374878879150188,0.022947786239933994,2.666148138826606e-05
313TT,0.00046175424681442094,0.0005593826654027249,8.05602797624837e-05,0.0001075159340460011,2.811786664944142e-05,1.0188372464245164e-05,1.820975690897658e-05,8.335814386832945e-07,1.8399371164409484e-05,1.854523377594765e-05,9.648414499478042e-06,1.3959329225062829e-05,2.2938611406479135e-05,2.2938716955038503e-05,4.223715916145362e-06,3.650419970794835e-06,7.984356057732445e-07,1.0616633394937692e-05,0.0008849221233557526,0.003027400310098908,0.0017025470003031132,3.5088760094768966e-05,8.877072823755654e-05,0.0025006438083032094,2.5958683728871417e-05,9.19094373430305e-05,0.004797434177781093,0.0017475937189198982,0.01851698574108492,0.011751678469641098,7.798847610493229e-05,0.11343038977837126,0.0745166044843571,0.012003519073330311,0.003803585711602361,0.00012786624527063667,0.0007436998629375471,0.005363109925677559,0.00045726061620307714,0.0002311485247900479,0.0002467383250277152,0.00013574981001788974,0.0012216793239617715,2.3542020140182572e-07,1.0637163131415624e-05,0.0024856536140480676,3.50503022098341e-05,4.492686335411072e-06,4.756803097038304e-06,0.00020842741370396566,2.235898794477606e-05,3.165534662241542e-05,0.0004385487114881721,2.6389708595987372e-05,5.105651678385135e-05,1.5791704795451553e-06,2.527275294644706e-06,1.2292249906439719e-06,2.5843576329820555e-08,3.8811416292627345e-06,0.00013679682844672237,0.00035135240469411224,2.833128259034828e-06,2.0589985394808614e-06,0.00010861265236610976,2.0045686439538747e-05,8.68610573068176e-05,0.00010733250198777793,0.00012773174870710105,9.558348981331313e-05,0.00017790712026852392,0.000512538354222224,0.00043084014971772166,1.1025333182738588e-05,0.0014933816263399465,3.776939381706859e-06,7.720685126657961e-05,0.000371753443021385,0.0006587789248080598,0.00026539201231645204,5.102300496650884e-05,0.00029502305206313315,7.007731113484282e-05
315AL,1.2541904050738165e-05,3.1163384908016646e-07,0.0,6.266704093850802e-09,0.0,2.9445443149180846e-06,5.26280682911212e-06,2.4091359978347476e-07,5.3176072969809335e-06,5.359763090270889e-06,2.7884909157093857e-06,4.034389560646469e-06,6.629494361940511e-06,6.62952486655855e-06,1.220697293150667e-06,1.055008875047417e-06,0.0,0.0,5.039820555810429e-07,1.826189606532428e-06,8.645178456502884e-06,0.0,0.0,1.5039406081392158e-06,1.8335288077559784e-09,4.610301840928828e-09,0.00040226348434459956,1.059630242429539e-06,1.135042443149347e-05,4.4749252994231136e-05,2.4358707319513992e-08,0.0006770680008011835,0.0722139975191569,7.276730982515836e-06,0.002670556679514248,2.1292351293318374e-05,5.2298258762163855e-09,6.927413736173273e-06,0.0002849352558836552,0.00021695063629602074,4.760048494872677e-06,0.0009076452076444997,0.00015429387542711283,0.0,0.0,1.5297318743225463e-06,1.8769714306174813e-08,0.0,0.0,1.228029152909622e-07,4.084747688851912e-09,8.927103005504903e-09,0.00015864816700573918,1.0999822852419525e-08,2.569913109738757e-06,0.0,0.0,0.0,0.0,5.287491026650236e-10,6.573786837696495e-08,0.0003040842110533594,0.0,0.0,1.5870766160189042e-05,1.7701891779161576e-05,0.00015337257309575044,0.0008897371311411094,0.00011953086959224847,2.5356419733957354e-05,7.333631928781001e-05,2.930492720344746e-07,2.5333269942885273e-07,0.0004826534369195928,6.653175886594872e-06,0.0,4.391106145605108e-08,0.0006294611497475581,4.018520647856012e-07,4.981538269630073e-06,0.0004244424495719176,0.000164689180544045,8.559870024138082e-05
322,0.0006250795698676992,1.1114750186085604e-05,0.0002656996536590614,0.0017706594907197246,0.00038400485644149543,6.454170757436372e-05,0.00011535589315604107,5.2806048899097246e-06,0.00011655706909155275,0.00011748108537118593,6.112116035872655e-05,8.843011461743069e-05,0.00014531242892371302,0.00014531309755692976,2.6756563768523028e-05,2.3124825786010665e-05,8.146926150853735e-06,2.7774765946126827e-06,0.0013352518561936426,0.00549127342808158,0.010688748301166449,0.005919429401475362,0.006146150165460609,0.005070328916050049,0.001186522608313674,0.007903232354595271,0.004526859490481341,0.0023269056203640477,0.01453084503340073,0.012641517688104457,0.027289014758292762,0.008177558549726488,0.0035845199675876584,0.16065903444196775,0.06462381803224697,0.0004072065205560038,0.008251951078058971,0.016179052356783626,0.0026905072875944526,0.0006180771547560128,0.0039885144198510206,0.0011331080611942353,0.001719125680606155,8.798666138078863e-05,0.0005540166546754602,0.0001886132241235996,0.0005441261425964124,0.010341497376091467,0.00027642604564803627,0.010625233590945634,0.0030574111318024755,0.003641096996372142,0.0011406276349962335,0.0010959470395800134,0.0010206153685962042,0.0014747919933942371,0.0007946930837464188,6.61349589508218e-05,2.4903795447114215e-05,1.2279163764283761e-06,0.0010323126865912878,0.0023523623389983418,0.0011466078647439208,0.0006122540202971768,0.0018509682994460495,0.001092746300516596,0.003379999060841983,0.0023295675989732294,0.000693973275039609,0.0010293768149313629,0.002632440177553528,0.00496717186008465,0.0042365753817676256,0.00033995768859482656,0.0011140884683958577,0.005096207957986674,0.0027281769906708484,0.0014548402184079898,0.0002075002420924979,0.0020634280937374,0.0005163231029009542,0.004613632856917901,0.00014988984261260442
323,9.041766490165224e-05,6.619554070572878e-05,0.00018022612154872857,0.00025564137169117814,0.00026766167789707114,0.00010097176257780602,0.0001804676122379052,8.261200443090736e-06,0.00018234678240449734,0.00018379235234541733,9.562051461236366e-05,0.00013834379153343016,0.00022733287705448677,0.0002273339230924202,4.185909399934044e-05,3.6177450313472196e-05,0.00019461045279886737,3.2333888611645553e-05,0.00030111082099949104,0.00042053996182244097,0.0002703209960183916,0.00022409708161349933,0.00028176222528571865,0.0002535356353291897,7.692459039765393e-05,0.00019980232585908135,0.00023695125089682342,0.00014808769039507797,0.0007096494698743318,0.0006328315035097488,0.00046611038886312464,0.001957307027980929,0.0034201600590327416,0.0012251360200685394,0.016060977940100054,7.247770825072652e-05,0.0007490744530801815,0.000476170959516494,0.004741350015653267,0.0013852291441961695,0.0011251876081312374,0.0008600026153107961,0.005441430933010367,6.372165300330316e-05,0.00036678339714635544,0.00024214645641195553,0.0014370262684651467,0.001487910954019689,0.0002452719879505498,0.0029155065353965426,0.0001654621703941183,0.013710504207240426,0.0065419601472011596,0.000989265135320508,0.01679163605128243,0.0011434704756725451,0.0024761819880472,0.0015437362751318587,8.831746127138712e-05,3.761655457607155e-06,0.0006792525125375293,0.0007823309540876977,0.0018569218236479798,0.0007093982093342595,0.0036146245440151583,0.0019472462134833776,0.002524906027058971,0.00034897618232393007,0.003117516230409859,0.001692086150673815,0.002985190117098636,0.0008533267817309132,0.005907769930303647,0.003927062756438917,0.0016360778567819177,0.0015397429215908342,0.00079275174482555,0.0028610665510910064,0.0011389414848013875,0.0015003171565306694,0.0005389088578373518,0.004859618499394276,0.001737447520080132
324,0.016595401315121952,0.007277784521876918,0.015780652216106538,0.03767946771475791,0.013935812935564127,1.1069377320225861e-06,1.272673664685153e-07,4.426836989149482e-06,5.426650412379041e-07,2.4147277320201583e-06,0.025071419426876834,1.966318767263056e-05,3.6478710940372663e-07,1.878147179351364e-08,0.1536546492598739,0.06639935206338526,0.0009882969944686399,0.011878064080199044,0.02810479041473283,0.008195244425997075,0.005134794194489738,0.008300526250651754,0.0021094742673065394,0.0034676261044838835,0.0003988902016091787,0.007500934930770031,0.001047059948373017,0.0008372406616411592,0.004241507461328998,0.0046277102245405885,0.003557187260011563,0.005826427100238738,0.0012631975386747409,0.006129257768052269,0.017804930125189126,0.028509231132068207,0.015112660249604051,0.00975464963541833,0.00272226186320675,0.004822544021014028,0.002681844567356474,0.0006445780609602019,0.0016124169238285408,0.04378975200736117,0.06368455942033768,0.022656323106930183,0.04719529581037976,0.02690827557027152,0.00020602063517623407,0.06358250813134866,0.0010342086318115076,0.0007316989130193158,0.0008450936755865559,0.0009798606028502549,0.0014560884330908975,0.007793017618656908,0.00557503685536968,2.1377377097896656e-05,0.0028306920661898285,4.838012208604824e-05,0.005394411753902384,0.004975096315166271,0.00012889427461862849,0.0013934247742790561,0.0011417134272214305,0.002505942409241081,0.005186335984104087,0.012166129869661538,0.0020940581963601423,0.0012889138427325535,0.0032816563724857757,0.0028162204858116244,0.0025375892508081566,0.0006572648630140582,0.007954331641410683,0.00440580889583413,0.003364797116443031,0.0041088089392170984,0.02390359482524837,0.0013856068905151121,0.028349949457553873,0.042536853528075735,0.04317430790955172
325,0.04132106594418515,0.014257937461570051,0.019877174165501516,0.023782588840460195,0.006340835684574829,0.0020614840637628324,0.011344893663655835,0.00016866431392498373,0.003722872379450028,0.0037523857732958067,0.0019522306237874506,0.0028244878992473915,0.00464132834024816,0.004641349696620227,0.0008546137355648973,0.0007386147907572271,5.560810206579407e-05,0.012855846967679833,0.005141740286918776,0.015499676049856534,0.024100876098556247,0.0068892170344144405,0.01572113286720964,0.00946251843013749,0.005020125385322319,0.015709608132444947,0.012782679194558588,0.0046922048811285245,0.021196195026827788,0.03217297786486504,0.00819010928770221,0.13881401317408057,0.00840482771154995,0.05101695085182523,0.06869624966228723,0.015149495222334749,0.18975249628819765,0.2013898465833022,0.0008813252153420391,0.0006932817046602659,0.0003403256098017071,0.00012947909385352245,0.0009792455013557144,0.00014922690553786244,0.0025402353391288674,0.00025114789210151426,0.0006713626042138223,0.0002784236290071332,1.2152563627181009e-05,0.0006048846487346632,0.0033294449234400514,0.0011976391922011,0.0007706750159624133,0.0007204864938446207,0.0022382865814135166,0.00014847956489097127,0.00014654428365417716,6.824856252854301e-06,8.56535279641132e-06,0.00011227106812407432,0.007696183321302516,0.0008749808306661927,0.0002863384458739244,0.0002220250310022817,0.0033357297162741975,0.0023241069173157887,0.0049557439567614325,0.005903383068316332,0.0016490029168354167,0.017504429628414732,0.022340838158601786,0.00911643710239487,0.002749001884291078,0.0013004794306807161,0.004076022943040105,0.00046977067465752846,0.0010063995941679818,0.004056592335725445,0.0016461914499823207,0.0025575195717441163,0.0011328836922958351,0.011777388811373798,0.006488213365637931
326,0.0026340838507336317,0.0010767107552427265,0.00036631857043865776,0.008805484230640436,0.0025207421978309455,6.678548620297252e-08,1.2717300890485168e-05,2.670868036284616e-07,0.0020604250203809103,1.4568910333926248e-07,1.1531639733203576e-07,9.748894006210233e-06,1.601983072724639e-05,1.6019904440080386e-05,1.1384735377458304e-09,7.501064712677114e-10,8.415835921142142e-06,2.6346196996265432e-05,0.013482359862808083,0.005054333973434616,0.008670738724359257,0.0027690030042802536,0.005553978528076799,0.014512238502127819,0.002365960975471145,0.011433114089621773,0.03277576300949598,0.009475980572145779,0.0458752412570962,0.02871051910130875,0.017846941431197173,0.007105702021847559,0.00960172701614764,0.013605827657081376,0.005366335497173928,0.0005818432864090618,0.012893379966649474,0.0607520722693754,0.005426008986888345,0.004852335098285963,0.00747353355250041,0.0012380701710377822,0.004798592613085054,7.749012398819584e-06,0.00014500338409644478,0.00015768953605576377,0.0018778268436050061,0.0004896829308810112,0.0003800306239375287,0.012522842219849428,0.0021153255875798038,0.0009325108421618699,0.0006859134459183701,0.005727915593246573,0.001036503300423815,0.00027104453781314717,0.0001873088943642248,7.844589838501431e-05,3.2969217109240726e-06,2.0076172989366357e-05,0.00010322576387146947,0.003117437576115482,0.00019679678510216964,0.001012269045236686,0.0027432536076245325,0.00037429654179531015,0.002029911477705057,0.003474042166488164,0.0015235761959195937,0.00645704083409009,0.003071753783702721,0.005102764939890939,0.004257098183013076,0.00012919362785042724,0.0010017946206514342,0.000586178418478936,0.005815638413990118,0.005261978312034446,0.00197317061241922,0.0007018452896957153,0.00020618856350292759,0.0034545931136762318,0.005386333330450905
42,0.09301040116201026,0.043547929988200736,0.023208473706444063,0.048378357358098076,0.02035229065688498,2.6198455193970366e-07,0.015512983521783562,1.0477219012069686e-06,1.2843528011488205e-07,5.715058260537909e-07,0.025430484202476816,0.011892022794483417,0.01954151845848591,0.019541608375834643,4.465977514561772e-09,2.9425002190580277e-09,0.013404003591140216,0.01857395009889793,0.04998441155041353,0.08627840307972859,0.0454061772837395,0.11577120672821908,0.05118487884159854,0.0785969219228668,0.021421502560444925,0.07412775834331009,0.09714815836482643,0.04440895723633678,0.07573093474414098,0.06349585873719837,0.07016804065585551,0.057244243609093214,0.09730708172448561,0.06992367886335009,0.0426749957535714,0.024669269916249306,0.07003027362412884,0.06258114753844357,0.028964433391266486,0.017867968855257366,0.008471690997349292,0.010127282418993742,0.02010064712954494,0.008828888140979997,0.03883956808793845,0.019794573484977995,0.023524805350480696,0.015375180112303951,0.003257601247250513,0.030328597205014827,0.01625888447671388,0.014173685847397017,0.0026166643601971684,0.01686513169762698,0.00927824965983658,0.003736278896288715,0.0032143392557352,0.00040267722888043646,0.002220814597132245,0.00032472679536019633,0.005971440266097406,0.03076960766854143,0.002314308934814461,0.004652936738488379,0.008946489276503619,0.007440300049232228,0.01035225228239529,0.022079849854596042,0.011975619837299533,0.02282194035113879,0.020578834131565856,0.017640039534809332,0.019470353970327422,0.0032614862904792193,0.02062824759433026,0.013212462706742444,0.02126455369351615,0.0163986276000494,0.0243288541078127,0.005159615810418875,0.021007221948679062,0.01976363331876475,0.02636801002846378
441,1.4934232684972748e-05,1.7745692741728097e-05,0.0005205215945862637,0.002290986606468907,0.0007253729363660173,2.966292164085604e-05,5.301676928141519e-05,2.426929422114188e-06,5.35688214193434e-05,5.399349289965796e-05,2.8090861838914966e-05,4.064186801327629e-05,6.678458557422288e-05,6.678489287341683e-05,1.2297131332166971e-05,1.062800971694998e-05,0.0,0.0,0.0015167978396355714,0.0014541778863021379,0.0018433966996456161,0.0007519855894695429,0.0009025728462292426,0.007630719330651211,0.00013155477519208756,7.87587742704102e-06,0.003982096697296253,0.0032279169437386675,0.001526992600438094,0.0015337468859979325,0.0010944087943477294,0.0005710148988438225,0.0,0.0019582707577014335,0.0010687641233502578,1.5290237954784496e-06,0.000708356300668711,0.0006827937144642721,1.334926005093961e-05,0.0030283981064035165,0.0025452229531509932,0.00029010444429409155,0.002036136600626152,0.0,0.00015351607939896621,0.0,0.0033186969837911214,0.00010502172207857889,0.0,4.113467680050838e-05,0.0008931919369181874,0.00027755657674050543,0.00030634119338893677,0.00013153863162494576,1.801601875696423e-05,2.4782958983077174e-05,1.5409104773418983e-05,2.717453691831166e-05,0.0,1.942037858204234e-05,0.0003189360021762155,0.000893661583441271,0.0,2.574747602325585e-05,0.0004439523378142711,0.0,0.0017522899658312734,0.0004387961704718875,0.0,0.0,0.0,0.0,0.0,2.185250445882224e-05,0.00012726344561841442,0.00013731692322694323,6.81050039385729e-05,0.008452305673332565,0.0,0.0,0.0,0.0,2.780848980010945e-06
445,0.00016033329654573314,0.0,2.7610168162272733e-06,0.0,0.0,0.00012304131890538748,0.0002199127009627802,1.0066863965818096e-05,0.0002222026042965661,0.0002239641347240827,0.0001165204402889482,0.00016858181077634003,0.0002770213801287901,0.0002770226548008734,5.100830175064722e-05,4.4084812303575254e-05,0.0,0.0,0.00014380920894053705,0.0,0.00012797288162069446,0.0,2.6613524499995106e-06,1.0010151894044127e-05,0.0,7.686826377690722e-06,1.330996990704873e-05,0.0,6.423874841751186e-05,3.6961262228952197e-05,8.122728637323459e-06,0.0,0.0,5.236341924606056e-06,0.0005373595499292933,2.984642803821866e-06,0.00012207675513736563,8.077625033448063e-06,1.6406671006992945e-05,4.509397394982397e-05,2.7198480767998914e-05,8.580025240065064e-06,2.848439897751998e-05,0.0,0.00010372922924457971,0.0,0.0008449658135695093,0.0004305033634825338,0.0,0.0002248248123391202,0.0,2.9768589227664226e-06,6.228913296034795e-06,1.146260746168259e-06,3.516713140469299e-05,8.70770649410298e-06,1.6543150339600904e-05,8.037043803776799e-07,0.0,2.7329334039988943e-05,6.284062871311014e-05,1.2047103624345234e-05,5.34616972203785e-06,3.5899197932990533e-06,1.0884224418833451e-05,0.0,0.0003504646500094196,0.0,2.3490415018335277e-05,8.900394340868635e-06,9.536972340377404e-06,3.847287466645975e-06,1.7417957225045633e-05,5.331990284534809e-06,5.645847195829477e-06,0.00015496154326002928,0.0017725393200604498,7.512527578296569e-05,0.0,2.3720044198346662e-06,0.0,6.976844510281506e-06,0.0
452,0.00026134907198702297,0.0,4.809166906503524e-05,0.00014987762846058265,4.1848438636500985e-05,0.00020022472107577823,0.00035786319264955244,1.6381773599270764e-05,0.0003615895445805679,0.0003644560770726912,0.0001896133174126759,0.0002743326090896149,0.0004507959526260043,0.00045079802689556355,8.300563649212704e-05,7.173906558941233e-05,0.0,0.0,0.0012117047884631596,0.00010990879373213833,0.0003393701037004481,4.753931887451135e-05,8.725779782276664e-05,0.0005384580172838555,1.5661282760962805e-05,8.663465169745124e-05,0.00034229666815799987,0.00018862474129292874,0.0008029874881614115,0.0004986255308388341,0.00016020813149196798,0.0006321950665770892,0.0,0.00018777938772479504,0.003875619396795379,1.9877309341219845e-05,0.00045054013357847747,0.00011172988054869905,9.888340778473784e-05,0.00034022225605920227,0.0003204751528602528,4.835074071568193e-05,0.00030352346841632075,0.0,0.00017713393776803795,0.0,0.0015016970248716665,0.0006616368490950472,1.799779694613543e-05,0.00035787168816442286,5.5824496057386716e-05,5.185122862185266e-05,7.658529834723418e-05,1.4093424816958472e-05,0.00021104479115300958,5.749646484073905e-05,0.0001017000915045653,4.940824894238484e-06,0.0,0.00029717695597636883,0.0002785074948581037,9.38097794772605e-05,5.751536997763748e-05,1.8391054302325607e-05,0.00011045704098728276,0.0,0.0007713285539348879,4.6680443667222075e-05,0.00018223021859801184,7.38662658212356e-05,5.754343193906249e-05,2.7593357931545322e-05,0.00012938594526569553,2.185250445882224e-05,4.6277616588514334e-05,0.0009354715394835507,0.0009011575158828558,0.001074225001204313,1.570921037503241e-06,3.402478631458513e-05,0.0,0.00011392816928033755,0.0
4A0,0.0030714260814066483,0.0,0.00024611236061879805,0.002430120891009597,0.00010461946930001048,0.0026545995033300422,0.004744586224735301,0.00021719120309739878,0.00479399057366963,0.0048319953499479295,0.0025139124455963225,0.0036371293410912588,0.005976698109576992,0.00597672561045157,0.0011004970825865242,0.0009511237516517295,1.8398213805131645e-05,0.00024416256739192763,0.048205107940050826,0.0009891637577578059,0.0003779290097594886,0.0001599024944842496,0.0004635498407019197,0.001987135583690146,9.083402714638237e-05,0.0008033270023027211,0.0015300832191189886,0.00048068138014122465,0.006924013920466982,0.004045746757840266,0.0010579813991249268,0.0033648568870586018,0.00014559436637874148,0.0009764376282845805,0.017520981736569262,0.0003394380028476859,0.00381357784683277,0.0005917453483022146,0.00044793486991456257,0.005863492370560444,0.001514105432103845,0.002109817687045729,0.001894073721566246,8.396339339241896e-06,0.0020429129726749215,0.006942619263718502,0.01995996849549824,0.007950020703685546,7.199006802348776e-05,0.007543982383225706,0.00017444883673540092,0.0003568529051826393,0.00029995441958756034,6.811716042826479e-05,0.0009728498807969116,0.00026368658209798414,0.00046842949898033765,1.8116076161163172e-05,0.0,0.002750424790111436,0.0013146547152577896,0.0002912995210767952,0.0004902424329624967,8.827568757735325e-05,0.0005883870086472062,0.0,0.0017803470584308201,0.00016804698333494343,0.0006188854556498853,0.0005134081581711022,0.0002822841432851467,0.0003114059100722319,0.0007941496563646861,0.0007648257596663699,0.0012552608251564443,0.004303960366948705,0.00836197998337056,0.005856642471752669,1.5708966031766136e-05,0.0003353819627272944,1.1251684627421574e-05,0.0011102239102178944,0.0
481,0.001367638110409595,0.002760478309532949,7.188563916433823e-05,0.0003464513835773343,0.0014486797982993865,0.000684084103351247,0.0012226688090799331,5.596966670124108e-05,0.0012354001946241547,0.0012451939368706938,0.0006478293765564265,0.0009372797519745423,0.0015401811693862672,0.0015401882562975334,0.00028359553259822446,0.00024510237344976,0.0013698171486449934,0.0007170702976067186,0.00022654106671293652,0.003390984953736888,0.0020766336666462396,0.0010983347018375627,0.0015068114110749866,0.001092708257098207,0.00019021981199653784,0.0003871267158014473,0.0004654695963525108,0.000712930306293503,0.0019086800875603807,0.0013125298177825814,0.0009377501869423782,0.000792004916700752,0.0009114630498591876,0.001446324537978148,0.0029671229058792076,0.00034069893733840965,0.000573877310169718,0.00170330390909205,0.0029367377890521292,0.0007597975932702923,0.000237211003123131,0.0003540036288554614,0.00042752622276352324,0.001086300636450007,0.00010860559409241836,0.005902409686917663,0.004483934501486989,0.0004908899810140687,4.287999757608075e-05,0.004266830941163633,0.0004078053689960574,0.00149369261860129,0.0029359891358591147,0.001775318807899432,0.003544570214427979,0.003203848272972729,0.005417979459963413,0.00025911882917492395,0.0013551098540314653,0.00015119009323644005,0.005290780633640555,0.002309851331206753,0.0029393637350234514,0.003815485603882415,0.0027396625267134614,0.0006177314125886987,0.006502679817698091,0.004445257124166707,0.0022315998815391723,0.002564988529215852,0.00043940367444927003,0.0017391266659030748,0.0022205801639203445,0.0009376061170837123,0.002058354171872817,0.0010452364656736476,0.0010181088061772705,0.0012569097767840065,0.005733999524294667,0.002844195905933402,0.0019271417314676664,0.0016719510929321967,0.00021570258907424776
482,0.005380646037205916,0.0009740919510362844,0.0016770718958428082,0.009423704721290043,0.0008213992910398054,2.61548675843535e-07,0.010810842925599017,1.04597875670174e-06,0.0008069139964298561,5.705549847673349e-07,0.01861799448852851,0.008287431641906505,0.013618288595854575,0.0136183512583548,4.458547256440781e-09,2.937604642204498e-09,0.0012763046908446625,0.005120739505363822,0.001471713831067742,0.00704563064396576,0.020722410273055426,0.015963336283822672,0.00262346703487793,0.001343495338791827,0.0001906915588620166,0.002145882327971673,0.0020769583693091755,0.001108266331244423,0.003954483306400658,0.0016189179982375307,0.006968833523150978,0.001506140323614336,0.0003874934499643877,0.012417235864086685,0.0020902234213696475,0.003897440059863979,0.006692573572676647,0.007049907179852435,0.0001579020306767436,0.00014252824117824833,0.00025494838765328237,7.018991828833262e-05,0.00012913192669617747,0.0003184378197071631,0.0036653480054204116,0.0002335638685097541,0.011371231690320146,0.0002830005027687927,7.184948286999447e-05,0.0016708859462763728,0.00016017951262959685,0.00013089495053981385,5.732591291063437e-05,0.0003832898840049136,0.00014898175519244999,0.00011278784748859989,7.843174757920826e-05,0.00013889263729131753,1.5869521890346853e-05,1.8931404468455533e-05,0.00029140893361971235,0.0002020331701197634,0.00014487211494609704,6.240650359925545e-05,0.000442018481334811,8.087186696876245e-05,0.0005265542480590735,0.00040997932385132194,0.00018873459940592477,0.00037406515553643413,0.00023188783796566245,0.00041308566208722103,0.0005922227051438328,8.723796303956874e-05,0.0004965051476249836,0.00039400907113745635,0.0006787243983027917,0.00022933449791871191,0.000387253736310966,0.0009071587220649843,0.00501968120893895,0.001050089116661542,0.00699117026727721
