,111CA,113FF,211,212,213,Hydroelectric power generation,Nuclear electric power generation,Solar electric power generation,Wind electric power generation,Geothermal electric power generation,Biomass electric power generation,Other electric power generation,Electric bulk power transmission and control,Electric power distribution,Coal electric power generation,Gas electric power generation,221200,221300,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
Electric power distribution,0.002541762812228011,0.0005032390228953192,0.006065832600682006,0.012202858185028196,0.00020257388318319194,0.03584699462563168,0.025811673301484865,0.0009165285432416756,0.020230235544251594,0.008156244996814754,0.0033947194600750285,0.019786845440400876,0.032514653906328815,0.0325148035176029,0.0007430407667053981,0.0006421859111139001,0.006375296162540858,0.006009756632380286,0.0011840918461969937,0.004191222726514791,0.006528281440987836,0.009612386207946006,0.003556770391831265,0.001780485692807905,0.0008187674354524667,0.0018762252458506977,0.001399648950243468,0.0010605158589789341,0.0023757572692027417,0.0018048396221558127,0.002836625340187501,0.006077192927573667,0.0012717719258952215,0.007588227665920292,0.005911946301129131,0.002745332420629276,0.005073413492808839,0.006648685816866926,0.0035733065394479443,0.007989031308383314,0.01696208712702986,0.010216663132171707,0.007539485483577603,6.22633376862484e-05,0.00020625649793226523,0.0003779360004700554,0.0017240247154741521,0.0009665882112752448,0.0013726550349268847,0.0008882551699751034,0.031769189554665345,0.0006372859248039171,0.0011662939748946152,0.001579643379339665,0.001612346310471881,0.001102201139566618,0.000611617931726136,0.00018337439258619796,0.0002780792278305875,4.1240977852298584e-06,0.02742038524097218,0.0008934058053551047,0.000490029501862682,0.00017573178697980236,0.000858716722911118,0.006517638187383159,0.0011024257450455708,0.0014088795896451934,0.0022719739610205384,0.0009493607219268955,0.0033776874164178814,0.0033642352561204596,0.0019298644552939639,0.0014856812695818503,0.0058852115756880905,0.013018768858233887,0.010099837954588483,0.0018584340980053956,0.0005209374270136879,0.00020625658043698917,0.0027668264547473453,0.0011347484665392119,0.0013381881126448903
Coal electric power generation,0.0004586443712759158,9.08061696972475e-05,0.0010945395715212724,0.002201925448399926,3.6553124013973245e-05,0.006468354259142066,0.004657546572003625,0.00016538154364727578,0.0036504128620183074,0.001471740730700746,0.0006125547847871173,0.0035704060358769186,0.005867055307591943,0.005867082303961712,0.00013407681615234867,0.00011587822122037732,0.0011503802345755663,0.0010844210320959174,0.00021366158074203557,0.000756278557161952,0.001177985421224072,0.0017344918288973682,0.0006417958089111844,0.00032127692529573067,0.0001477411951452392,0.00033855249754830393,0.00025255744151387205,0.00019136310714341277,0.0004286897635749705,0.00032567143156521144,0.0005118503738573541,0.0010965894677427643,0.00022948287407166998,0.00136924574165275,0.0010667718015441288,0.0004953771673522898,0.0009154640749474156,0.0011997115984300121,0.0006447796479186997,0.0014415681211124663,0.003060696988907729,0.0018435296229254833,0.001360450535637605,1.1235009509647245e-05,3.721762760892498e-05,6.819606396168067e-05,0.00031108891352441833,0.00017441448128452608,0.0002476865671509738,0.00016027979951784244,0.0057325411714843335,0.00011499405093918857,0.00021045007199926123,0.0002850362516407814,0.00029093728033466933,0.00019888494168069582,0.00011036243051794472,3.3088702294010556e-05,5.0177566529685656e-05,7.441663032787606e-07,0.004947828054013141,0.00016120919777411067,8.842259856318121e-05,3.170964441087844e-05,0.0001549497811475394,0.0011760649161579176,0.00019892547026116917,0.0002542230496439903,0.0004099627486461316,0.00017130589421148197,0.0006094814646027573,0.0006070541108102507,0.0003482313398747755,0.0002680814073310341,0.001061947696288457,0.0023491511595990417,0.0018224492884961322,0.00033534220200910966,9.399973024129412e-05,3.721764249635942e-05,0.0004992556243494728,0.00020475789262806295,0.00024146723786352373
Gas electric power generation,0.00060162189261664,0.00011911403059966999,0.0014357506813624185,0.002888352367612869,4.794817298021015e-05,0.008484795138058861,0.006109487348125026,0.00021693748691636953,0.004788390379173294,0.0019305403037695036,0.0008035122461653462,0.0046834422730152965,0.007696047611835852,0.007696083024037747,0.00017587384243959885,0.00015200202843373243,0.0015089990792403506,0.0014224777945227455,0.000280268313830796,0.0009920403811768043,0.0015452098902251398,0.0022752012717966352,0.0008418688496196309,0.00042143160137943285,0.00019379794674783272,0.0004440926501691848,0.00033128954692127695,0.000251018527440645,0.0005623292534690197,0.00042719604839882116,0.000671414302545408,0.0014384396110030694,0.0003010217276580235,0.00179609358828222,0.0013993266034195916,0.0006498057485202689,0.0012008502968437658,0.0015737089728882494,0.0008457828688105146,0.0018909617029568852,0.004014836833318427,0.002418230442366079,0.0017845565700167077,1.4737404638710025e-05,4.8819828527477116e-05,8.94554640570299e-05,0.0004080675849263231,0.00022878634711734057,0.0003249002291046154,0.0002102453281305615,0.0075196001195803166,0.00015084222743915281,0.00027605565127787336,0.0003738932818458524,0.00038163389368706086,0.000260885214167183,0.00014476674844448247,4.3403754510213765e-05,6.581989103781261e-05,9.761522605294563e-07,0.006490261005310205,0.0002114644564420574,0.00011598740642923907,4.1594789949349865e-05,0.00020325373302888716,0.0015426906880610198,0.00026093837710303586,0.0003334743907313333,0.0005377642901332543,0.0002247086909737676,0.0007994808509891929,0.0007962967953806277,0.0004567887689999702,0.0003516529445355441,0.001392998634483605,0.003081474133758251,0.0023905785371195446,0.00043988157902319906,0.00012330314979315356,4.881984805591144e-05,0.0006548932733765889,0.0002685889953220031,0.00031674208983363143
221200,0.0032948809977904146,0.00047616008488047694,0.002101808120738684,0.0022968276592923464,0.00020712767388201148,0.0006828031576318747,0.0004916532673959317,1.745776988896264e-05,0.00038533965967051174,0.00015535778930438464,6.46616317719482e-05,0.00037689409356005403,0.000619329698023678,0.000619332547775838,1.4153225034739286e-05,1.2232170994377933e-05,0.00016187012849996842,0.0022280033287772516,0.00017533050022926742,0.0008009683657527093,0.0039743142439733255,0.0024229399400154967,0.0013509364581386527,0.0005260815522078094,0.00010680216705373577,0.0006050783253490467,0.0003694081640311437,0.0001820214766853268,0.0007687722323290064,0.00042669852786730107,0.0015134071325574427,0.001684169379364422,0.0003181287522516518,0.0041110443261670624,0.0005326707321040122,0.0026715517230362184,0.0040755807920104725,0.0008803065448610819,0.00013377981252012556,0.0007256288965777013,0.00020100712339843194,9.719454156368515e-05,0.0001566779379488812,7.195207918571757e-05,0.0005481937206475688,0.000905883612473708,0.00021329705209597997,0.00038774486735441944,0.0022781632246773155,0.0004754938591142606,0.00023517589463188828,4.475112872560717e-05,4.391747302135217e-05,2.1384057105410113e-05,6.774250130859029e-06,0.00024933077257436085,2.1315897087021247e-05,3.1809101010517726e-05,0.004539791219332438,3.8752296552069245e-09,0.011599884761154077,0.0016873500005056589,6.47148585611533e-06,4.504591983917385e-06,3.0085616956817134e-05,0.00027323741375399695,0.00014183713552319685,0.0003798373708020516,0.007948367680784111,5.317815699789744e-05,0.0004694944932353098,0.0002505299503951721,0.00018818754016193588,8.500534242524029e-05,0.0003743987801609831,0.0006216472964101611,0.00045884881058548,0.0004762237533482421,0.0006112505039799553,0.000548406554487763,0.0026979051355891783,0.004679045645640998,0.0012138392395100379
221300,0.0008458625459960096,2.498844975582684e-05,0.0013132314738466986,3.0564033658600796e-05,1.8707225158434864e-05,0.00901748898647979,0.006493054219734403,0.000230557293039194,0.005089015916657648,0.0020517438127774963,0.0008539584883784596,0.00497747894068675,0.008179222179196997,0.008179259814653762,0.00018691558386544537,0.00016154504558107122,0.00015651902624127145,0.0018775252581415085,6.60289435308737e-05,3.7163956702582616e-05,8.852906267448717e-05,7.95706422470624e-05,6.0182238229787426e-05,3.8908252509500974e-05,1.6731397433570178e-05,3.4989522622156685e-05,6.161162044320231e-05,1.8330176401452662e-05,5.240286034315111e-05,4.753936995657892e-05,8.966626713093501e-05,8.735906259473318e-05,4.5549539026371966e-05,8.234944580881979e-05,5.483155778173738e-05,5.487397320838309e-05,0.00016987860142961568,5.8732836341112446e-05,5.529545460938319e-05,0.00017105757407511688,0.00013945000589667128,6.655878137393763e-05,0.00010238765068427826,4.221979926241509e-07,2.6541126538101183e-05,1.0704791886420183e-05,2.1767303928856885e-05,6.807309683630609e-05,4.998883500657125e-06,1.9884603423547876e-05,0.00010675365918613954,1.456526766608448e-05,1.1678880840752951e-05,0.00016194458845532624,1.5193479403547408e-05,2.3334616060739027e-05,9.117632544797717e-06,7.215299871795476e-06,0.0005297260448352099,0.0,6.237554096003161e-05,5.302908900613288e-05,2.5987916926745605e-05,6.6626376172168395e-06,2.3095555703869227e-05,2.1712094774367074e-05,0.00012615032160042636,9.41737486046988e-05,0.0018588386253801418,2.5377413956786182e-05,9.709856679349424e-05,0.00010858720853459653,0.00018611847452876975,3.204342465088116e-05,0.00019002814355026268,0.00026041406518171543,0.00018330918739135313,0.00011780703281951892,0.00012350043351825856,0.00011579489423928938,0.0003343462473018576,0.0006646363252785176,0.0004989307849272207
23,0.0038418485320588416,0.0004967207106712684,0.0035350228124233414,0.016577593033357107,0.006519298983721366,2.493887535848599e-07,0.01866347007223155,0.0017428766329764223,0.04154754314554822,0.07754984240589499,0.0016138551456206488,0.014307138998212435,0.023510148412378397,0.02351025659077907,4.251260456574196e-09,2.8010295134613533e-09,0.0036861113985456697,0.009783671744379104,0.00013054736551224507,0.0011663515067419099,0.002251464145964758,0.00221635290945198,0.0014093085678644078,0.0009202128229348503,0.00024110672876782649,0.0007637161279816354,0.000633932740852927,0.00039233581674917925,0.0009343262944670295,0.000769783380058213,0.001104459081046775,0.0012232125780663541,0.0004851671082667594,0.003201956921046914,0.0020720926973040133,0.012101415380530863,0.0018360345578311151,0.001696097079047564,0.0010369556740804505,0.003124006407675002,0.0022565388816053514,0.00225418258814844,0.002755151825166757,0.00100305771343779,0.025050544895970923,0.00017546233107819926,0.000675814966186931,0.006792735360662865,0.00744870831587383,0.00674804468235912,0.004387799243491461,0.00012806212373901602,0.00019778216909914064,0.0025407026035514845,0.0003962258313985741,0.002560748564685478,0.001603575516737133,0.00020086270993530223,0.0011391948671490184,0.03378879377388438,0.057741163042615506,0.0005577431392724011,0.00020534643413343585,3.493184358754226e-05,0.0003429445196101087,0.0008732391567097825,0.0004782915710189758,0.0002799932132864148,0.00036434404113551346,0.00022882113022285996,0.0006490562759423894,0.000792070522715515,0.0008697310915327627,0.0005242926125895117,0.002093393379592538,0.004431346257045964,0.0018767296849619623,0.004088446171012346,0.012379615654434874,0.004200719116841069,0.009201081739780612,0.013270402756580098,0.14805515617472187
321,0.0007644917056600429,0.0005480139254480403,1.9503611519052646e-05,0.0013036280890203822,0.0006268368691446729,6.904597402474486e-07,1.2340640342179195e-06,5.6491301790173e-08,1.246914075773906e-06,1.256799095312394e-06,6.538671208270249e-07,9.460151623421816e-07,1.5545355972150517e-06,1.5545427501760517e-06,2.8623863179081427e-07,2.4738671791538564e-07,0.0,3.917553922428076e-06,0.02240815278871124,0.14614335324394434,0.003203508872315011,0.0017621861850620508,0.0006199915177293644,0.0019173394163429147,0.0012248143317122975,0.0020315174438076127,0.004106219443252121,0.0008622481360518738,0.06569822962411315,0.00547640647054394,0.0005171062494668076,0.00048015087231597286,0.00011836827962014574,0.024406277165453686,0.0001155401621204867,6.881119359599673e-06,0.00031150960377112464,0.004834599240883591,0.0015914706663875085,0.000620912943802631,0.0026935092511624252,0.0003819424549660463,0.0009886329765226843,6.523440124172145e-07,0.025378073244333627,3.233503076883771e-05,0.00025705460423978277,1.2492377821693851e-05,3.424174530189057e-05,0.00029863428809902,0.001240468577801869,0.00015487388497623455,0.0006033934958450544,0.0011355792539859079,0.003169278887951832,6.569058958638057e-05,7.246040834632001e-06,5.8369024381592715e-06,2.4343580409018712e-08,4.270504329941954e-05,0.004774402921444455,0.000734136090653143,2.0477638459926147e-05,1.999573391998458e-05,0.00033492516887655485,7.628154853697266e-06,0.0007975767016649654,9.687523706104135e-05,7.524094568111126e-05,0.00019375009764608777,0.0003484204362623866,2.6465430098704693e-05,0.005080858137223821,3.3170570239316286e-05,0.0008164239694062503,0.0013701254013025672,0.0009290597287194166,0.0006025849846450674,1.8535134769608096e-05,4.431481132018977e-05,8.873484438507908e-05,0.001638127615453745,0.00042463331799149154
327,5.9105140182705075e-05,0.00013048478369029318,0.003057932797495481,0.0038868447068124055,0.0031782889795810595,0.00016380677526114853,0.00029277311641451363,1.3402168782840604e-05,0.0002958216994767259,0.00029816685166968767,0.00015512543059147975,0.0002244355232585877,0.0003688027677286463,0.0003688044647189365,6.790812627541874e-05,5.869077969649001e-05,4.385016876397451e-06,0.0017189241108606745,0.03465316944986787,0.005708251920159401,0.08848403424180196,0.007832264732336816,0.0020305941123430573,0.0037296719154114207,0.00042211608132061365,0.009015192471740692,0.008205027166593182,0.0007677593171917221,0.0030278628312118126,0.0034026617662015492,0.003837300669045229,0.0032351877103069565,0.0006867900006859777,0.0023118749951267083,0.00014334891013700283,0.0019377246857507058,0.0021509252479916773,0.004891806182819556,0.00014326786610970694,0.0006879276512233061,0.00019112980445057167,3.829539312700792e-05,0.0005323343033526408,3.193300450707408e-06,0.00019686562105861516,4.589929913373637e-05,8.093921465938965e-05,2.1644492577851647e-05,2.818455122954902e-05,0.00012597166010442368,0.00028378915728947805,1.6120154735216063e-05,1.9401704616171914e-05,0.0023638484941431604,0.0016929986400818862,2.7074029283680507e-05,2.4293909753154997e-05,9.26392633267754e-07,1.9846085161279303e-07,4.740233810218547e-05,0.00012465201368494307,0.0007232901320498826,2.0433025771623807e-05,0.00014733011966292715,0.0016295945465473547,5.3307444117116296e-05,0.000982077010512426,0.0008406361007041985,0.00011973833185109703,0.0013953351576505468,0.000745018169371507,0.0003733143421310598,0.0011098843909021303,7.112958204866034e-05,0.0005823821119656344,0.00031821030558991224,0.001416817489315195,0.00123148954932225,0.00010247846067855907,0.0004387912936514577,2.3761443983363683e-05,0.0003644759746655878,0.0050657288091901535
331,0.00015856957467463568,3.548488105464068e-05,0.01652893293777783,0.005256504002334615,0.0020821032385351236,5.053774099307752e-05,9.032649536934102e-05,4.134843223748829e-06,9.126704560572985e-05,9.199057302960046e-05,4.7859368577236335e-05,6.924294996959458e-05,0.00011378319805933631,0.0001137837216155544,2.0951046081952215e-05,1.8107306112670176e-05,5.608608441194255e-05,0.0005216172753394741,0.0022083702047372036,0.0031382987644614385,0.004464730372232783,0.1719858894906918,0.15236544576102698,0.06886379168234381,0.006204611800329998,0.07818275650241398,0.05750992406105272,0.024691618396785683,0.03954483218272582,0.025408368393023715,0.004521179126218103,0.0067242529592107326,8.06290763902247e-05,0.0026785392635991973,0.0004147748921448574,0.00015368521279480088,0.00016805784830995534,0.005110426170242399,0.0002214920835086957,5.139571100195542e-05,1.3362923917601005e-05,4.280260831128822e-06,2.4638730821265707e-05,0.00017775581576509264,0.009543964890188569,0.00021340291795099076,0.0002004928343502332,0.0001362398079855713,5.9870996624903347e-05,0.0012619899942616628,4.132737121237545e-05,3.646923541572584e-05,5.529452330619379e-05,0.0002859418602825276,0.0007626292159351542,3.244975391304793e-05,2.329405883558348e-05,1.5823788442464133e-07,1.137059059019591e-05,8.232474779342205e-07,0.0015551508509613116,0.00019710478460211928,7.257358211385925e-07,3.182547184646526e-05,0.00042517575892822893,5.4946898905507374e-05,0.00034103192973230736,0.0018601178915668847,0.00029041562043472874,4.234878400332781e-05,0.00010198476261565882,5.364993411065181e-05,0.0007967181345785788,6.790685735053934e-05,0.000998265942552484,5.870799224133458e-05,0.0001327671058669357,0.00031693690685060083,0.00016168418151430643,0.0002924601822169545,0.00014123145077832804,0.0003189314234188416,0.0008529713868959571
332,0.002237913197934977,0.0005943709714991209,0.01128678527561178,0.010046441276085725,0.007402900021754299,0.00014885937548696898,0.00026605751318501704,1.2179218301587456e-05,0.00026882791245597267,0.0002709590690599022,0.00014097020518950246,0.00020395573855905362,0.00033514944418158645,0.00033515098632118595,6.171149668097179e-05,5.3335234751641754e-05,0.0016355402306281266,2.735989614919064e-06,0.04246507795003568,0.018428259111655326,0.020992316068260304,0.022970020738924513,0.08913867238883816,0.06138061702451259,0.010953486079835578,0.0619013104506396,0.05568412903988159,0.033743901116865135,0.03548974060249709,0.02841153753425941,0.015224696486891736,0.011253351438085155,0.008775502231198353,0.024781633512531834,0.017748313095568433,0.0008486794101960778,0.010354223736924661,0.025416696060340478,0.0010891602862896524,0.002190709730024784,0.0005921737996596882,0.000284123147267493,0.001054191585211108,0.0005795837211928309,0.003973112540600674,0.03173396626082436,0.0027368701032673046,0.002648825723966985,0.01572250548710993,0.0025693035628088882,0.0027626751126275297,0.002475549936002278,0.0003000746045538899,0.009537671677809946,0.004071750315948094,0.0001335566465730702,0.00021472868138581273,6.624331490017589e-06,6.019672567048028e-06,2.4919233467059677e-05,0.0009306008680154379,0.0023184640109720654,3.433737206231154e-05,0.0016875339952367536,0.0023339102545841123,0.0013133373929580857,0.0019882643780667446,0.015202664771890402,0.001228443761539417,0.000259658393741897,0.0008414465112974731,0.00013106027207335423,0.0037880809999211464,9.788419291038283e-05,0.001747336381079776,0.0018864568122479866,0.0025369832283958023,0.0029464235403710267,0.004036393576814666,0.0021135938383005804,0.006554890091264678,0.0011097208601672898,0.00863023482369318
333,0.0012252547673695644,0.0026801951235862166,0.019395380127093145,0.021717736000807838,0.021182529502886828,0.01794317559544984,0.0007908528117522596,0.0004893518953392574,0.039604784079781775,0.025402843736032778,0.005664077561271384,0.0006062560210440989,0.0009962277596118681,0.0009962323436035916,1.9893953121748416e-09,1.3107536083154452e-09,0.00013089043486449306,4.519884932173913e-06,0.014076176885386043,0.003400890800899233,0.0010438538119327263,0.004700325429761503,0.008445281630189375,0.05676995538871856,0.0008731546674041467,0.005448748991207617,0.021925539412881802,0.010404930417297271,0.0009809844516783031,0.005808069371642312,0.0021299830003078265,0.0006031536963396358,0.0009509615954105461,0.0028177792159146684,0.0073120313257558165,0.00017140681838827778,0.006833296324607326,0.0037790617537545815,0.0004962097917259455,0.0013834886872682607,0.0004911330371258766,0.0005599708649774306,0.00046661556923492035,1.5182980259412878e-05,0.0028152765365696453,0.00040091933030491706,0.00032289162040954704,0.0014449916026815642,0.0005004976294156552,0.0005313164091768442,0.0021528089544808615,0.00020193392489423827,0.0003624702294752555,0.0017553838729596647,0.0021947717975559305,1.9041216806560135e-05,6.36686899333582e-05,0.00010967073539949388,7.081585450491544e-07,1.4177686740918235e-05,0.00011945335165500231,0.0044096301680647005,7.277241684917162e-05,0.0007513993972158619,0.0007205158235246581,0.0003698234887560908,0.0008871668227601139,0.01077812774733952,0.0019170166214304144,0.00024968716319210074,0.0005311183255801506,0.0007185391606614205,0.0005254231828292328,0.00012688514842621717,0.0005778309727504821,0.00011489538142064818,0.00044898753729471954,0.002720102069931114,0.0009362636231930188,0.0002105768302820283,0.005669588268004012,0.0007107029308859111,0.0017851149118245629
334,0.00030849690578346246,2.407362546061273e-05,8.009668636187697e-05,8.61389313826366e-05,0.0017099801275414746,0.0010975526604114839,1.0683198519670338e-05,0.00023946239471376655,0.0019820907453339887,0.0019978039417164425,0.00034646171537923605,8.18958133588635e-06,1.3457496475430085e-05,1.345755839806963e-05,7.301269853396513e-10,4.810590307042589e-10,4.963663875454199e-05,0.00036663779280823573,0.0022302171599488736,0.004681517521149701,0.006586860790330122,0.006566432021277467,0.008455916411547115,0.01642598096275165,0.04796786371181075,0.02833072503437072,0.014176593096776614,0.04786820231188114,0.010298137188161426,0.013123500240920695,0.001612315676213529,0.00780220504938896,0.003166420719624823,0.007917219497402182,0.013261121698789145,0.00039742620655244446,0.005119552903563441,0.006935698933211737,0.002144012694122315,0.001980317388022612,0.00016158250292480975,0.00020008059357233356,0.00020566195173073504,5.0957104921477106e-05,0.0008783362094261763,0.000683923915981969,6.651078801579571e-05,5.538545137215921e-05,1.5810976858323828e-05,8.692098991533581e-05,0.00013406831036409954,0.0027734648275584924,0.004071862171561278,0.00558675540881061,0.001949262922704786,9.592938800305328e-05,0.00020686340210990324,1.7388772656629433e-05,0.00018923183503053375,9.7194382801446e-06,9.05290102010372e-05,0.00023423963116385666,0.0006126386509701712,0.0047779659673722625,0.0010799768379792859,0.0034000737713606797,0.0009271993644006623,0.0020033356932208906,0.001557830174253652,0.005484761394807521,0.0005080207016356618,0.0003874647732861543,0.00019558768376663722,1.8055315310059555e-05,0.00021991717931463928,0.00014029099674081104,3.738204268339956e-05,0.003918916490645283,0.02566788998646326,0.0037430144239370233,3.3040142199566726e-05,0.00031901025711301957,0.002639663786374813
335,1.7447463038166773e-05,9.348858877799094e-06,0.0004429407664609365,6.581149736318944e-05,4.984655235515253e-05,0.0003825756746833219,1.1524128813491093e-06,8.346978739458086e-05,0.0006909005203407959,0.0006963776941696992,0.00012076671060453605,8.83422601101576e-07,1.4516806235923464e-06,1.451687303281704e-06,2.5450152334020463e-10,1.6768351066197378e-10,5.01008792209893e-06,3.2931160560961716e-07,0.011475408049663828,0.006904546516716643,0.0004904995895918516,0.005323899415896512,0.0030127571194149827,0.01624822290943991,0.003279707556799007,0.033941019269762424,0.006480495384439235,0.0038562746789291918,0.0005866165532162896,0.003739063180579068,0.0003060191448062177,0.0005114010643034855,0.00018880201565080998,0.0008693486284007476,0.0006135637732366882,6.489365995546986e-05,0.000830878947991469,0.0025184642427906524,0.0001416800395353444,0.00034208677251353406,2.3779900792043276e-05,4.090767266059969e-05,0.00012536376420434217,5.745074180869543e-06,0.001428244541024669,0.0004229064052055139,0.00012776811230177178,0.002460028429996809,1.4457209529292602e-05,2.6322542876277087e-05,0.00353750805076273,1.6255507378168908e-05,1.50941434008013e-05,0.0018146266206375023,0.0006739752134791445,9.429461316114908e-05,1.474502262442061e-05,1.0180290674050079e-06,6.022269973242093e-07,9.747369212071574e-06,0.00012519174344523723,0.00041310557388032985,2.6860795571551657e-06,0.0007206150326767528,0.0011273643289985073,0.00016735159671309993,0.0011401706177202714,0.0013314709090214059,0.00025404594297980676,4.381653844980777e-05,0.00022593520425812148,0.000139687535771027,0.0015604765995408082,1.8789225080446464e-05,0.0008790260511670769,5.074657169865506e-06,0.0003571239659258452,0.0012126212457228254,0.0006611721029097528,0.0010964176253107773,1.6897085643572394e-05,0.0003935703096798268,0.0029456573034004423
3361MV,0.0010377852295540483,0.0005988991761292056,0.001772127189227076,0.00491631312828517,0.00099044491938216,1.162860846455218e-05,2.0783901852065934e-05,9.514171382901351e-07,2.100032012136899e-05,2.1166801981464596e-05,1.101232163546063e-05,1.5932630511468332e-05,2.6181230780731865e-05,2.618135124971504e-05,4.820783577231601e-06,4.166446085527962e-06,1.612175159021759e-06,3.235215741568256e-07,0.0007356074197077451,0.0026362490512225464,0.0017689266390338693,0.0012678740133203249,0.0018326274719944928,0.02126103907688566,0.0005072125486343693,0.0016776143041786389,0.22468540451629096,0.007148470006044072,0.0018111026364817043,0.001423626650007754,0.0010739409007954836,0.0007794284543711138,0.0002252441748599872,0.0019267921018848698,0.0012081442414501181,0.00015426373459619144,0.0006320655536136985,0.0008307739780044119,0.0018067230584900785,0.0036451788151070984,0.0024694562367161047,0.0003810740564483778,0.0021271762001688573,7.770804032404785e-06,0.0003416222763546414,0.00015457127462217816,0.0065296923854816485,0.00452403126007537,3.4008462440238795e-05,0.00039535583780776637,0.011763070888740321,0.00030790855008802203,0.0003283432203904103,0.0010312862780342679,0.0003600804140356017,1.951463547059655e-05,1.1643686142611485e-05,5.095888837949426e-07,3.6505233806581056e-08,5.554045170713566e-07,3.068496215507877e-06,0.001000363339379058,6.584949428100868e-07,3.5870220282596926e-05,0.0008803540513035077,0.0005831229365310827,0.004163204914677511,0.008546444035192995,0.0005300401308614995,0.000211596431899422,0.0005640754102135635,0.00022718266380015648,0.004295410060656207,0.0045519606851635065,0.00034011966264651405,0.0002486291649440868,0.0003874871698584947,0.008833833604656862,0.0024457139618178215,0.00010373361272397262,0.006723367611648647,0.001612216593686285,0.001050335176414798
3364OT,1.0075108209458385e-05,0.0008126828550840946,9.527395841436578e-05,0.00033589239773737024,0.00010544370274330117,4.47123228024653e-06,7.991468037961117e-06,3.658225344563143e-07,8.07468146411547e-06,8.138694202114522e-06,4.234268281284421e-06,6.126140721761878e-06,1.006675601472325e-05,1.0066802335382166e-05,1.8536046864340235e-06,1.6020101019229586e-06,9.219580156220708e-07,7.132793932669929e-08,0.00012876920791779934,0.0004851055900898141,5.839596105067813e-05,7.532488703624403e-05,0.00027490006729555423,0.0007475106877562931,0.0002262381533736293,0.00024034903943014152,0.0007074872924250717,0.12179089050374445,0.00010345740618541551,0.00012395735279010486,3.563072292607196e-05,0.00010776924763236588,6.554999980981216e-05,8.269298565493454e-05,0.00011181420191599584,3.7180750837192554e-06,6.700613279205924e-05,8.843320059324824e-05,2.0025395625222682e-05,1.8176955031771815e-05,4.738308961858191e-06,3.7981256416236664e-06,5.495644332536801e-06,0.0037203516495618915,0.0153553913316388,0.047785401707015285,5.862024687207605e-06,0.00047483513891925664,1.9990132776492106e-05,0.002683942549271727,1.7033866715824156e-05,1.5748871076957627e-05,1.9737337042303556e-05,4.902661666043846e-05,2.2802944328547955e-05,6.920074856166981e-07,1.3794793271581937e-06,5.26649230766795e-07,8.186650431318571e-07,1.37365449678128e-07,2.0635113936627795e-06,2.31558659358842e-05,2.990255794259374e-06,2.6355442662917773e-05,0.0007141528856238551,1.952207001250508e-05,6.561698795139314e-05,0.00040296790448450515,1.6648658768450425e-05,2.5476322030760048e-05,5.590187301012508e-06,5.800163009273407e-06,1.3878321798064156e-05,1.2826582570781493e-06,1.2459786503254436e-05,3.2757421713403624e-06,5.925419846673736e-06,0.0004227485638593545,0.07262913751152447,0.0010708645536692796,0.0001976744303418189,6.641708218476256e-06,0.0005439813524263805
337,9.328269810533998e-06,6.3305303694791625e-06,1.7956892076372e-05,2.8355634616598057e-05,1.8523269193914296e-05,6.041296182095926e-07,1.0797655393652277e-06,4.9428035544011866e-08,1.0910089041071216e-06,1.0996579718683222e-06,5.721122768482746e-07,8.277322275755669e-07,1.360167642073061e-06,1.3601739006792418e-06,2.5044941111070054e-07,2.164552612304152e-07,2.3816828066117036e-06,1.6091093409963146e-07,0.011193291295128192,0.0022402165601605223,0.00017083855196988503,4.251762908786973e-05,8.609064074597334e-05,0.0009353741490618175,0.00015086557601951995,0.00011711797596764098,0.00017416890352814273,0.0006791323178658079,0.014635722097410821,0.0023561788968454373,3.440214279119422e-05,0.0005001213103952544,0.0003363718898938606,0.00018575527825074424,4.4344285465034275e-05,4.4669899914760185e-06,2.7477954483348893e-05,0.0014445990617081251,2.8153884376476083e-05,0.0005136286072838915,1.7904096517265144e-05,3.925274898758434e-06,0.00023634302948079248,5.374673808233643e-07,9.609897621959347e-05,9.372787771068798e-05,5.122327255672535e-06,4.701219193036151e-06,1.3584609052714994e-05,7.548645705224864e-05,1.1115780305456322e-05,6.110051121529438e-06,7.019477961841087e-06,0.0003404538720171174,0.0009327970725951645,1.8474573768367862e-06,1.6892983194048767e-06,7.009028514123468e-07,1.890714204855385e-07,0.000853252678051149,6.467870767262684e-05,1.0495343074506113e-05,2.5264019795165596e-05,6.8766506770836744e-06,4.2276310019709855e-05,6.314521243002529e-06,1.2807217065465675e-05,2.4590241482609462e-05,5.265072061278531e-06,9.16880891482545e-05,9.713031130074806e-05,1.4742906272715494e-05,0.0004985215600842405,1.5978042489815855e-06,0.0003334291390426813,2.5454339605643094e-05,0.00034813531223384296,0.0002662116450327273,8.519595356956462e-06,4.920687069232868e-06,0.010351355977420556,1.5570209992913898e-05,0.00016770956630615918
