,111CA,113FF,211,212,213,221100,221200,221300,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N
111CA,71074.2092974526,1022.386459280331,0.0,44.14032896891467,18.13705454586137,0.2003117456795186,0.062165714176402334,0.0,2164.070392670888,987.7450275576991,0.1177733350458601,0.1433424579448344,0.2165629893280864,0.2072304397447197,0.04808211975257488,0.03479295032532272,0.3697768316900843,0.09523824761914149,0.8821273080488268,332.4092530089427,206431.5923986374,1569.277374891653,10.17477328861137,410.7604576211721,0.3981701436014462,0.3745348217450318,6824.227806702115,21.54837916049437,43.65347092291013,974.5110903559747,394.8012395190005,4.017972909648117,584.5947487082927,0.0,0.2027066266156914,0.0,0.008899181958771412,0.0,9.485485439393368e-05,77.94962617673667,0.02833553701208048,0.226454064489871,0.1727441184650723,0.8366312965388618,1.026406365214724,6.907172187305199,1.483389204796521,0.4443918302622776,0.1050955414012739,1.22908081043458,11.90226637939123,0.3778695483495868,2.887205396299962,2.203140774065793,1020.38467128627,45.74172400455003,2188.367510633139,0.1875852036482444,86.82163040211417,2.377629041052931,0.1345750369617276,0.2806291198708313,0.4690577947350515,1.898489793738795,490.878135721173,37.20544839069667,885.9402667175577,53.65051110269982,3.084884191410186,0.01317465358098998,0.07329204697509106,3276.210076299755,2.967828782441224,58609.00866577501,0.002699789595277295,0.0,0.0,0.6768270551640941,-7691.531062644808,49260.54464126115,-46.49864923188031,0.0,0.0,0.0,0.0,0.0,0.0,0.0376360093834728,0.0,0.0,0.0,0.0,0.0
113FF,19484.55862889929,7734.36642281245,0.0,62.39710434875978,0.0009158163586065649,0.0,0.0,0.0,0.1096008029840929,11854.9163824386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400161971063246,24.68275225160233,558.7335822883755,0.07963560370888875,122.3245027955583,4932.570204113848,3.520129576850597,3.520129576850597,50.50834902079129,256.0912895231311,0.002079655893034675,0.04945078831869085,55.46182292803797,0.0002028932578570414,0.02949185421943441,0.0,0.0,0.0,0.0,0.0,0.0,0.003953511094234227,0.0,0.0,0.0,0.0,0.0,0.0002536165723213018,0.0,0.0,0.0,5.072331446426035e-05,0.0004057865157140828,0.0,0.0001014466289285207,5.072331446426035e-05,257.9000119255127,13.20525385430869,0.1107797187899446,0.0,5.392651777527387,0.0,0.0,0.0,0.0,0.0,38.96628053472769,6.161900628865866,389.8974654534983,14.5619567768075,0.0001014161013383115,0.0,0.8800323942126493,2196.717590996467,0.0,3525.507931401359,0.0,0.0,0.0,0.0,-805.2619628679035,5693.293513420891,6.161498444969491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,262.1947604082657,16.3470238779276,30740.47877267583,148.6723729624546,83.76749521308162,11514.217455832533,16002.455160591131,5.496959147893069,2037.24887619024,38.66414949030187,30.84652026399867,120.0348627643088,30.19509228525022,65.28414274004216,4.080656164623768,38.27517876961071,33.14891004273476,12.39423424595918,12.03048177733799,26.29600405290793,137.7257802555075,5.366865830267442,0.9398833190511889,39.44241218693723,62.63903931551464,189206.8297889686,4585.366303087351,51.88156305551324,227.0745709506648,47.58186734355814,23.92294616125693,6.117869322716995,68.05081597730911,430.1531883765381,223.3439423882552,48.12234946142339,731.9365233255763,106.1533973653909,12.69826935751045,665.1451173768604,5.858683957065178,9.657051734370853,5.42844533238309,35.25474833032855,23.49152134343454,325.3839268032326,149.7480283431883,1.137283918169705,22.11245206719341,4.238653648581737,288.6170971219472,84.04751853430992,1.863445819758774,31.52120496549414,84.52491563452158,62.87194916750796,210.2293915961722,54.0672359918717,25.85053816739465,40.2721874230083,105.786179973995,27.53884337433257,23.16676200193838,4.987962812213678,57.09237614379484,43.52164155058104,142.2868805012588,153.8304939089377,629.3171115185246,23.2737730639713,1078.872988072414,3919.353276222383,18671.5291557375,7338.773566535885,0.0,71.11984151239152,0.0,0.0,-2894.779203141757,68081.4034167727,-2459.732431126869,0.0,0.0,-0.1676956606408626,0.0,0.0,0.0,-0.007399900252110024,0.0,0.0,0.0,1.10095158238719,0.0
212,1852.24481745246,3.833740301694193,125.3822329351598,4910.78059674834,58.55051643077555,8323.790715477147,0.7370654784091254,120.60792776384866,17507.82949316953,13.52743713432755,8090.2178175053,11406.08240001072,373.2466372318764,111.8844007194559,6.727362650742107,65.89596970295021,81.7724153739666,111.531484015927,22.860805933867,72.40078976742585,731.9733920246674,60.28713103753236,0.5616452499779397,886.6253997955156,22.01187564967568,2493.923476712429,3264.954300597353,239.4018955207341,20.00394180654154,1.210188468649426,0.3683916370186947,0.1294416905475136,6.163790378898637,1.768522766951384,129.1864309271624,0.2134671076785084,9.682025554556525,2.471762570397984,0.00524736277711214,5.048968729493052,2.752588628711174,21.13846360402017,19.25520130598099,187.4125398826266,489.626454383807,1.832837271651391,0.9451312933122404,0.03058762930314814,0.09074621802414952,35.80390321873713,36.91519718517361,2.406257930391721,0.3813445499215915,0.7315331892506158,858.9765836577418,56.65334592290569,434.0609971286774,36.24824674820601,268.0654918531167,70.45562821001141,100.4601506077041,32.81234765679137,38.26403901283687,270.9639552240703,489.0381157496189,57.0077745706655,383.5172901975565,649.3477925654854,5.93755760879483,700.2568154192478,0.7296614361949241,1245.136133953841,5453.926227307857,976.7646709909242,115.9156543982934,30.66320676871741,0.0,0.0,-303.0361177576491,14779.78558577955,5933.087633079086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3.066719875709498,0.06774486988626155,9510.158569430532,1736.120482434312,1151.625682861291,4.8227379876671845,0.008860796378933068,1.354683026058992,164.6846983394647,4.465647925278292,11.00188319306576,18.53005348597835,67.11822856911566,48.88584659826898,7.198808405817185,16.1647632770379,82.9492169351386,22.74393987336492,5.503321310282395,9.261151041569496,30.74627064302712,1.163085590262809,0.3754485886099093,10.16388613333386,3.415870886533722,2.840683064626671,18.54519075980116,12.64988744111867,4.372538792906374,1.066092439946269,0.2397764931627565,0.1276420086220155,2.159191336564582,0.3169868822010663,0.7647225800074684,3.397545691573375,2.179032625410088,0.5304873702928071,1.854581179995259,1.354882493813174,0.8092827907286106,1.683642613338978,0.1013590104009189,17.00395096448958,3.565788401444773,0.2957225199820737,0.2925062547536839,0.002133048137263833,0.003747458491298269,0.1300580935806382,2.526469394783061,1.913284577587085,0.02065200497619609,1.897767039952964,60.53143664721641,4.711056033131705,4.34279281680439,3.398778515287721,0.9163902453993447,0.4210647231327169,1.535775989427368,0.06365912746655274,1.764965105068882,0.2091340556503671,0.9515806856936244,0.9557011876744287,5.543996177564941,5.878235550068727,5.142036080798749,2.266896039050349,1.212087322658683,6.007079246125047,10.11642849188153,22.45857885020915,123673.3528210091,2605.839127040471,0.0,0.0,7.380562688451924,3290.781177931804,18.34138560728191,0.0,0.0,0.194286756949974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566600569167103,0.0
221100,1705.8824707262904,47.534865407961306,3582.4448223968675,1901.7633936255422,48.67362922777156,15792.335446203419,1011.1854751369973,143.65274121307607,3431.265863641756,828.2504278997504,1414.1479720369705,4070.7426970345855,2181.0282936497892,1160.1666114202717,436.7302282209302,398.0118884974477,1714.7475463506364,582.3984592981961,301.53181450812605,478.2370176914003,4555.62703397,497.87879851203417,43.78135316600588,2362.1885271323476,914.9425519047767,2999.789028153452,6641.330422501513,2684.376432927997,12074.992302341383,3177.51360570604,6101.604233791893,3883.368871305112,12957.832642323398,24.679929460827807,29.1814682195624,32.32939264060962,1079.0075608349998,153.7734788702277,129.15230011408366,374.9330686453494,7606.437993965139,349.0874326493101,305.9771094141127,2247.170840555,1046.6646595093848,1857.6236174425806,663.1515962568249,372.04930178683884,87.6557249972517,15.256318109481393,61191.2919638463,604.395986344514,298.92870575244183,159.64441003550064,2701.6548716326815,6720.612676724784,1836.3112521818532,252.1267493437247,1126.6032607694656,1739.3279682316672,5197.680537547213,1425.902600216215,722.6828021035923,453.04904452655694,1709.4361629622533,5068.808087275086,17095.999320810657,2836.292509273592,553.87340690738,141.79158596598123,410.83518552637986,4243.446038951854,803.988396970067,166678.7012485731,0.0,0.0,0.0,0.0,0.0,2711.457754144264,-2.1658113105294596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221200,1323.5605103763637,26.920363971853295,742.9714698451888,214.2462904830911,29.78779706764424,180.0441905874447,15.36693137730876,31.875928937945854,304.10000923184975,94.73844995662513,515.285796483373,614.1508709191503,495.82723026087115,205.1752303598996,34.09751572838913,76.82678291457052,270.88037307163626,59.8295402667483,58.40079311751721,67.6730420905786,1454.7619789544256,82.58408443927763,6.55500233858168,765.9780865210433,49.34147893455718,1747.2270418134717,3193.2602691638413,212.73136144201368,270.58091042200874,172.74196169435893,43.27789967710779,22.112173285770886,161.17158859212662,17.070445164445402,46.42196697778868,46.38116666001121,79.90166621991227,36.921215108806656,128.2967210272787,120.12983961663612,33.70217897034035,14.672153554615992,6.896174319784239,18.207785439976128,2.6320882296863024,251.51432960912192,13.833313096677491,38.62808542064761,856.5201810887688,0.008580413325617757,15493.863579318893,683.2316237604834,2.3628675783753383,2.4493386348969484,56.65377481674929,168.63540781844185,141.40894520358415,40.684850117305615,2359.041523550858,58.31408761070271,432.42481901014025,63.555499737178636,42.17953235561426,15.515142694103096,65.09014125968957,144.86716580627527,464.8787328307664,435.0156574300467,388.98617451762715,225.6499627019714,239.7741548335344,10472.885215091199,436.4995180375672,45118.730220696,0.0,0.0,0.0,0.0,-0.8655463970316168,513.7158502662817,-0.12207302729349817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221300,339.7847339061752,1.4127563058715518,464.2162663392585,2.8509891924468866,2.690355259025492,2377.76654597322,14.85893140248713,26.861657222281718,114.52315661594275,4.395748699699376,11.478148372722321,20.169042751970547,22.08837603915846,15.174471786808837,5.341643366300343,4.442618990237675,45.178694886114265,6.025036424702943,3.98085216527018,7.539594289464363,86.19166211832565,4.283695149820505,0.9385424383238389,15.343515156286058,5.079066654460498,35.88824017693745,133.10166482031983,14.193142501476588,111.83970263192681,40.72167060569877,30.024325820560993,15.14240700920331,105.3242117494865,0.10016538456139704,2.247547268964705,0.5480844666005044,8.15409231370098,6.481946411217238,0.28151642296065704,5.02369099899818,15.298468124301337,4.775384439378189,1.833885071180285,137.8902191115929,5.903321774891012,23.538972965932825,5.917042345331973,8.762058999754393,99.9431528739794,0.0,83.31445891233115,21.47222009502578,9.488702857581355,3.6227600156530055,43.4908951341353,13.400170593638157,125.76948800331459,10.087066575036157,551.6953516699119,27.828357061483153,89.43199713053191,27.54686332949717,41.71578103209453,5.848553651829566,33.03685632117923,60.68625694476535,185.71812933762538,107.61307782644496,78.59291873420082,47.64551654671627,29.71475453715666,1487.6238599865953,179.41671356970167,8496.109101002685,0.0,0.0,0.0,0.0,0.0,144.35473646492352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1543.278499979359,28.08278717226943,1249.600793225303,1546.344932831996,937.5645055571533,6977.423935958975,349.9362200764422,139.97448803057696,226.4264061618212,137.9559275720734,291.9113649521958,561.7865499362812,517.2512441850215,358.8889918938099,76.97540886267863,96.96902155428347,464.8514950798125,128.9588018608512,70.97732505519718,122.0852186663927,1061.660833924217,59.98083807481452,9.99680634580242,596.5950840994794,191.9386818394065,7914.471583971776,1438.552320647711,409.8720415858656,2097.329971349348,743.6955691162184,485.8447884059976,512.8361655396642,2834.171819516177,237.9728548193589,2121.322306579274,8.983656960157475,253.1621573015972,646.8068684942516,419.4804140737525,1704.841208523156,628.7991191509723,41.98658665237016,31.05689425230786,2163.320442150819,153.9508177253573,2583.174759755345,1040.667540598032,243.9220748375791,214.931336434752,74814.09933071616,77124.36127723109,225.8380007539367,74.97604759351815,18.9939320570246,645.7936899388363,538.9417184550273,476.8476626947755,29.99041903740726,108.1357526998811,250.9206070365215,597.8090194789847,200.9358075506287,194.9377237431472,95.69368778138171,363.9415457795798,1032.67009552139,1901.39256697162,3734.669021538125,7878.111026596498,1728.447817189239,817.738759086638,29702.51101464815,53240.99123647453,0.0,484427.1829033953,0.0,0.0,611557.5401615837,0.0,101.1664334648117,0.0,0.0,6015.078378269317,0.0,0.0,0.0,12097.13535905551,0.0,0.0,0.0,318695.1872622774,0.0,0.0
321,307.0978990744923,30.98271947428872,6.894362418062856,121.6014101503068,90.14772918869055,0.4756439564914295,0.0,0.056048242311388864,38865.56794742033,17285.81970248427,415.3477856753674,446.667357454445,227.5522843202695,747.7748550112215,391.0325707052747,257.9417293662551,3011.016980686888,283.4166083875249,4990.852368381263,868.5408113277849,497.068167990467,23.54443719781881,2.438963294679432,4547.426882095054,10.70252621698412,4.500335037262444,244.0710396749625,1168.309930834368,3218.883131236794,147.8134628592488,579.9268263747439,86.893539632245,1016.987774071362,0.154766934025345,2149.057958410569,1.655550923314202,96.29336639409594,1.189529011492116,1.92835333170916,75.44763921912792,177.7669181682087,50.77711974381977,94.74831871015029,966.9064810639929,1231.401483032263,66.26588619950186,4.702441148386224,7.088171586447891,0.0045928913672263,94.55618252329273,6377.127795724952,297.2619747697912,7.476791122540791,10.87253269512453,630.6925706469367,4.707909458598613,795.1689075316322,10.37642634158005,22.3311907880268,212.462424547035,320.9103541384527,6.713862486418948,1138.8013255761,6.054279834945407,141.9372987102143,319.2906730747331,941.2688873707308,550.4427307748365,11.79534596904798,18.23398250753192,7.88623811714237,3666.543090961422,152.6991652706794,3578.678176598172,28.61727883910382,99.7134999995486,0.0,7176.180752659957,818.7100668745202,6051.56911256733,-56.36043145535267,0.0,0.0,0.09287844986648028,0.0,0.0,0.0,398.9347807290568,0.0,0.0,0.0,1.0544214055382,0.0
