,111CA,113FF,211,212,213,Biomass Electric Power Generation,Coal Electric Power Generation,Electric Bulk Power Transmission and Control,Electric Power Distribution,Gas Electric Power Generation,Geothermal Electric Power Generation,Hydroelectric Power Generation,Natural Gas Distribution,Nuclear Electric Power Generation,Other Electric Power Generation,Solar Electric Power Generation,"Water, Sewage and Other Systems",Wind Electric Power Generation,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
11-3060,0.0,0.0,0.0007907853239714,0.0008135781901476,0.0007644102279188,0.0,0.0008963369124978855,0.0010026529387613303,0.0010026529387613303,0.0008963369124978853,0.0,0.0,0.0011484875635060427,0.0016710747964294708,0.0,0.0,0.0,0.0,0.0010808988422978,0.0014034440440374,0.0027100971056761,0.0060973473165667,0.0024292059402348,0.0019976800915885,0.002702053784582,0.0002164662056006,0.002527017942859,0.003114003716084,0.0014242725149845,0.0017426446656618,0.0045261612156748,0.0064860692881402,0.0114832697488491,0.0084676619029481,0.0015533271302385,0.0079806006914403,0.0057227820561469,0.0061890824343098,0.0042215712895875,0.0023342449826887,0.0020436787458341,0.0004129209186448,0.0011167499193574,0.0030937935436148,0.0009079186825397,0.0003274799995377,0.0,0.0016976848795057,0.0011029705058658,0.0033968844740595,0.0022579281741421,0.0012825300523053,0.0010514318834723,0.0005336735837835,0.0009952128064803,0.0006332806637603,0.0001949263662129,0.000615362032242,0.0,0.0002093582520197,0.0001585793034694,0.0026163996147937,0.0026944274776908,0.0196588906772839,0.0015329893028432,0.0011547084567448,0.0016675561727214,0.0004635617716656,0.0013093872243722,0.0003629867718201,0.0006106543266698,0.000749299951449,0.0015692326930982,0.0017010365519262,9.798666245144563e-05,0.0004330196386426,0.0008092520703086,,0.0046364507227073,0.0009427977983716,0.0030528626887821,1.595278538340473e-05,0.0001331687878599
11-3070,0.0,0.0,0.0005770045043675,0.0014165781560662,0.0023453969868447,0.0,0.0015006269342913152,0.0020728985724662854,0.0020728985724662854,0.0015006269342913152,0.0,0.0,0.0035713660289760636,0.0012567367154489746,0.02258086956521739,0.010062130937098845,0.003080286830142775,0.0,0.0007131430831139,0.0035772278779486,0.0009512261364293,0.0054552402959651,0.0016742647457758,0.0028493721118217,0.0032331999868821,0.0003256702488584,0.0027849785076897,0.0035267209550099,0.00251546396846,0.0011882924298042,0.0022289553193494,0.0030998916816123,0.0038298761998162,0.0044497301699479,0.0009833075894516,0.0025193072087443,0.0033752036277762,0.0045501133067435,0.0097328052290545,0.0019743160511177,0.0012540755940345,0.0011030711574827,0.0102336848313245,0.0591224335905715,0.0105293564250479,0.034454622714874,0.0174184979518144,0.0044693863020293,0.0428043916307801,0.0817190918089555,0.0034945575466608,0.0021085735948408,0.0006108621820876,0.0004494087155087,0.0005439734829431,0.000155936020177,0.0,7.038285077111169e-05,0.0,0.0062571123303009,0.0,0.0024214805571914,0.0013197556127332,0.0169727048119987,0.0022646273303861,0.0102095472717186,0.0008146566677589,0.0002227525935376,0.0005495808578729,0.0,0.0018737445918343,0.00073253439243,0.0015427720245196,0.000420259118849,0.0002702603825849,0.0009994276745553,0.0098176418887856,,0.0085378944469185,0.0002611466468056,0.0054828658560051,2.5269427564818974e-05,0.0002109411590418
11-3110,0.0,0.0,0.0001594302433123,0.0,0.0,0.0,0.0,0.00047725183968670064,0.0004772518396867006,0.0,0.0,0.0,0.00034613058573188486,0.0,0.0,0.0,0.0,0.0,0.0001380511317286,5.8369321859987714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002063939798769,0.0002023026337615,0.0,0.0001729143137057,0.0,0.0002757682520467,0.0014747521489171,0.0,0.0,0.0002590240606944,0.0,0.0005125404840592,0.0001585638640905,0.0003385045904061,0.0,0.0,0.0003493479026056,0.000686144997076,0.0,0.0001314511712499,0.0,0.0,0.0001968119923616,0.000364001754801,3.738877542495432e-05,0.0006426985999839,0.0003479723689456,0.0001546813563298,0.0007978535130236,0.0004578154662311,0.0004613976429655,0.0011728663472128,0.000251872328517,0.0,0.0007470208121118,0.0011022400806371,0.0008596250988679,0.0061023223478334,0.0007067619333791,0.0,0.0011633909100993,0.0003302166303118,0.0006168764731227,0.0003588870081071,0.0004923623701146,0.0,0.0003298955093445,0.0002909882379285,0.0,0.000272403980702,0.0001416442807659,,0.000811523074231,0.000203049165956,0.0007144900049489,6.338309982054511e-06,5.2910199510908486e-05
11-3120,0.0,0.0,0.0009639093095664,0.0015262632494401,0.0021277591703608,0.0,0.0019592592224024524,0.0016347491551653348,0.0016347491551653348,0.001959259222402452,0.0,0.0,0.0017342367566356813,0.001816268853009486,0.025873913043478265,0.0115204107830552,0.002320046097701517,0.0,0.0013165141802802,0.0023417438985788,0.0032513823042361,0.00498542956585,0.0014503529757347,0.0027467631438059,0.0036764516966691,0.0002683771166703,0.0025004177539868,0.0046263069561918,0.002485380222747,0.0021739434960807,0.0040162315153035,0.0047929804848763,0.0075673454574212,0.0071530405303136,0.0017435610875899,0.0034424455904673,0.0033594021126649,0.0079387961281376,0.0030984031691555,0.0014116540402093,0.0010484071966129,0.0023138340597686,0.0014976268073816,0.0048939498586632,0.0017392659099255,0.0019169873487245,0.0013066078975141,0.0014307789826545,0.003501290094202,0.0069080777813944,0.00180962256345,0.0058526414201948,0.0018070490426122,0.0016149161150484,0.005977196588164,0.0040636451020315,0.0021983379533124,0.0034138276586548,0.0,0.0009973227477954,0.0042399559259915,0.0076193309441984,0.0099354093629991,0.0349481073831115,0.0115628097946522,0.0017215993075156,0.0111031254759125,0.0037260035886857,0.0044699141769085,0.0070041309372194,0.0097283305070993,0.0039673558631454,0.0045141325363228,0.0082946240140149,0.0005648422254579,0.0028747257804299,0.0031546092085121,,0.0077579610248198,0.002695845480453,0.006905462196885,9.94336409522424e-05,0.0008300404675338
11-3130,0.0,0.0,0.0001605619575505,0.0,0.000491615240303,0.0,0.00045542298161987873,0.0007530769352240787,0.0007530769352240787,0.00045542298161987873,0.0,0.0,0.0011173632392917868,0.006176528527856284,0.0,0.0,0.0,0.0,0.0002933384720093,0.0001112242514586,0.0,0.0,0.0,0.0001721962116308,0.0003822438617894,0.0,0.0006009932308289,0.0003685152723021,0.0,0.0001354890238899,0.0002467164284776,0.0005229848701839,0.0013307852653907,0.0008006394010631,0.0001138674419038,0.0005632982128189,0.0,0.0015234315162956,0.0007794696967217,0.0,0.0003179313867098,0.0,0.0008377099681931,0.0030123064441342,0.0010485601307817,0.0003259583267592,0.0008388294572338,0.0,0.0014791775001146,0.0007753181548771,0.0002562871259823,0.00188984683007,0.0006562055800908,0.0003923707728906,0.0014993438029509,0.001206288536505,0.0006712247045245,0.0014339589722916,0.0,0.0005690237261454,0.0010619061751494,0.0019509855477283,0.0034732966276247,0.0087706199671372,0.0025413036631763,0.0,0.0078293701406436,0.0008306849665418,0.0015009593178647,0.0019965060866206,0.0036628546366389,0.001245198888314,0.0011009939056415,0.0004171689782692,0.0001587310888366,0.0018906031764083,0.0009758367365966,,0.0010777230858051,0.000607506640343,0.0012078867692387,2.5564267486062123e-05,0.0002134023891017
11-9010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003759983161098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002388099356274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.241816877050279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.367370043187969e-05,0.0,0.0004334172932556,0.0,0.0,0.0001895294795328,0.0,0.0,0.0,0.0,0.0005453737727934,0.0,0.0,0.0,0.0001065005194224,4.952983397004316e-05,,0.000283771451358,0.0,0.0002419112320438,0.0,0.0
11-9020,0.0,0.0,0.0022023159076184,0.0060632375662689,0.0081396126034554,0.0,0.004612496890206889,0.003340946451694407,0.0033409464516944067,0.004612496890206888,0.0,0.0,0.003962316863336014,0.0022432912667543444,0.04381565217391305,0.07048421052631579,0.009998693898457008,0.013118689996903065,0.132477533530595,5.878550240800901e-05,0.0,0.0,0.0011577794393516,0.0,0.0,0.0002626126355295,0.0001703228984216,0.0,0.0042635610078112,0.0,0.0014584300280231,0.0004654455037336,0.0001442174786239,0.000458982827595,0.0,0.0,0.0028134597655691,0.0,0.0004854071517644,0.0,0.0,0.0,0.0,0.0108177076991687,0.0,0.0001566522081427,0.0,0.0030046891382047,0.000190636877557,0.0002914247178008,0.000473037031566,0.0,0.0,0.0007637516768648,0.0,0.000188104639724,0.0005133112340937,4.097637363250869e-05,0.0,0.0004162714802162,0.0,0.0070698784219728,0.0004238629822556,0.0098718651103621,0.0,0.0160538107772675,0.0022217909120699,4.329932506823663e-05,0.0005498305834539,0.0,0.0017596486518512,0.0001997073941965,0.0011917655035047,0.000759144535764,0.0001319222064736,0.0003892173588103,0.0009511129910002,,0.0054492149928233,0.0004571039709155,0.0037102058690036,0.0004215986376375,0.0035193715823436
11-9030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07808173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723323241067899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001665385769974,0.0,0.0,0.0001275577280088,0.0,0.0,6.456084591617125e-05,0.0,0.0,0.0,0.0002672118085597,0.0001504035869695,0.0029535049614806,0.0,0.0,0.4138455872215614,0.0004589290721849,0.0013479318249105,0.0038457754668178,0.1943098496385513,0.0041950606451155,0.005512274973663,0.0002626619492806,0.0,0.0046175332113403,0.001244507167885,,0.0071301592787451,0.0011278253426951,0.1441247082353358,0.0,0.0
11-9040,0.0,0.0,0.0038950208937566,0.0022082836589721,0.004575193446046,0.0,0.00680472489526217,0.009965448630894103,0.009965448630894103,0.006804724895262168,0.0,0.0,0.004914478868650668,0.02954773204242102,0.029772173913043477,0.08470860077021823,0.007283424034829375,0.008717993186745121,0.002441013883355,0.0008771005049548,0.0031522622565721,0.0019612656615654,0.0019626103408817,0.0034783956912588,0.0012212367448698,0.001594987589519,0.0059678110879066,0.0077477604419315,0.0047782244729312,0.0047177972933996,0.0112684620211031,0.0261673031231002,0.0655910114205117,0.0335772137834724,0.007087101941988,0.0282700174437702,0.0071588764211799,0.0214848242530398,0.0025075043240878,0.0,0.0,0.0,0.0010509099792186,0.0072358182393894,0.0018978782098873,0.0,0.0,0.005917213166319,0.0015826106730915,0.0011933339737533,0.0002700721711078,0.0031951310542509,0.0003929336596622,0.0026498446826101,0.0010169099745011,8.612664610923168e-05,9.561407923725472e-05,0.00024091736073,0.0,0.0001209175418059,0.0,0.0346962029684365,0.0100196596481431,0.0182265671553124,0.0022140526260418,0.0067976453664777,0.0012453350335169,7.258199836101418e-05,0.0,0.0,0.0,0.0005101989724988,0.0,0.0009699607930951,0.0,0.000611414577375,0.0017193723271519,,0.0098508059000531,0.0,0.005518337762924,2.681995628770173e-05,0.000223884480575
11-9050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03426608695652174,0.0,0.0,0.0,2.2039742082992037e-05,0.0006432486550217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.256756573920399e-05,0.0,0.0092634383879353,0.0009028084679633,0.0,0.0,0.0,0.0,0.0,0.0,0.0002795426971154,0.0,0.0006608169551511,0.0,0.0017078922017542,0.0,0.0,0.0,0.0,0.0,0.0,0.0001649773650456,0.0,0.0008531851012497,0.0,0.0132556115533119,0.0,0.0,0.0030014730732058,0.0001460577064643,0.0018051902212687,0.0178249053664115,0.0033996661929221,0.0033034725996394,0.0247067864374136,0.0364417703455374,0.1755891280255122,0.0007628450034288,0.00015036085189,,0.0008614629557221,0.0009812884223523,0.0029350724554305,0.0,0.0
