,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
11-3060,0.0,0.0,0.000790785323971429,0.0008135781901476376,0.0007644102279188494,0.0010094177941371103,0.001080898842297822,0.0014034440440374373,0.0027100971056761665,0.006097347316566794,0.0024292059402348247,0.0019976800915885115,0.0027020537845820237,0.0002164662056006588,0.0025270179428590746,0.0031140037160840186,0.0014242725149845564,0.0017426446656618032,0.004526161215674871,0.0064860692881402926,0.011483269748849173,0.008467661902948105,0.0015533271302385506,0.007980600691440368,0.005722782056146901,0.006189082434309805,0.004221571289587507,0.002334244982688758,0.002043678745834113,0.0004129209186448861,0.0011167499193574285,0.0030937935436148867,0.0009079186825397563,0.0003274799995377132,0.0,0.0016976848795057303,0.0011029705058658477,0.003396884474059583,0.0022579281741421584,0.001282530052305354,0.0010514318834723717,0.0005336735837835163,0.0009952128064803277,0.000633280663760352,0.00019492636621293674,0.0006153620322420573,0.0,0.00020935825201975398,0.0001585793034694005,0.002616399614793797,0.002694427477690881,0.019658890677283946,0.001532989302843218,0.0011547084567448058,0.0016675561727214677,0.0004635617716656707,0.0013093872243722317,0.00036298677182015026,0.0006106543266698451,0.0007492999514490548,0.0015692326930982845,0.0017010365519262178,9.798666245144563e-05,0.0004330196386426604,0.0008092520703086581,,0.004636450722707315,0.0009427977983716569,0.003052862688782127,1.595278538340473e-05,0.00013316878785992291
11-3070,0.0,0.0,0.0005770045043675607,0.0014165781560662343,0.002345396986844732,0.0021056864056846853,0.0007131430831139564,0.0035772278779486054,0.000951226136429383,0.005455240295965197,0.0016742647457758818,0.0028493721118217318,0.0032331999868821745,0.0003256702488584045,0.002784978507689774,0.0035267209550099866,0.002515463968460051,0.0011882924298042743,0.0022289553193494023,0.003099891681612375,0.0038298761998162645,0.004449730169947939,0.0009833075894516913,0.00251930720874431,0.003375203627776285,0.004550113306743538,0.009732805229054588,0.001974316051117703,0.0012540755940345693,0.0011030711574827993,0.01023368483132455,0.05912243359057154,0.010529356425047983,0.03445462271487403,0.017418497951814486,0.004469386302029313,0.04280439163078014,0.08171909180895552,0.0034945575466608114,0.002108573594840875,0.0006108621820876431,0.0004494087155087734,0.0005439734829431228,0.0001559360201770504,0.0,7.038285077111169e-05,0.0,0.0062571123303009,0.0,0.002421480557191486,0.0013197556127332506,0.016972704811998755,0.002264627330386137,0.010209547271718657,0.0008146566677589793,0.00022275259353764698,0.0005495808578729746,0.0,0.001873744591834314,0.0007325343924300863,0.0015427720245196478,0.00042025911884900657,0.0002702603825849281,0.000999427674555368,0.009817641888785658,,0.008537894446918581,0.00026114664680560053,0.005482865856005164,2.5269427564818974e-05,0.00021094115904183683
11-3110,0.0,0.0,0.00015943024331230778,0.0,0.0,0.00031694374126093857,0.00013805113172863143,5.8369321859987714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000206393979876913,0.0002023026337615455,0.0,0.00017291431370573823,0.0,0.00027576825204678114,0.001474752148917104,0.0,0.0,0.0002590240606944349,0.0,0.0005125404840592218,0.00015856386409050024,0.0003385045904061119,0.0,0.0,0.0003493479026056604,0.0006861449970760961,0.0,0.0001314511712499959,0.0,0.0,0.00019681199236164926,0.0003640017548010268,3.7388775424954324e-05,0.0006426985999839735,0.00034797236894567164,0.0001546813563298146,0.0007978535130236037,0.00045781546623118526,0.0004613976429655308,0.001172866347212811,0.0002518723285170342,0.0,0.0007470208121118996,0.0011022400806371326,0.0008596250988679607,0.006102322347833403,0.0007067619333791345,0.0,0.001163390910099348,0.0003302166303118889,0.0006168764731227266,0.0003588870081071512,0.0004923623701146484,0.0,0.00032989550934452573,0.00029098823792854004,0.0,0.0002724039807020119,0.00014164428076595962,,0.0008115230742310097,0.00020304916595609044,0.0007144900049489927,6.338309982054511e-06,5.2910199510908486e-05
11-3120,0.0,0.0,0.0009639093095664621,0.0015262632494401184,0.00212775917036083,0.0017090265113187232,0.0013165141802802844,0.0023417438985788653,0.0032513823042361117,0.004985429565850044,0.0014503529757347435,0.0027467631438059907,0.003676451696669147,0.00026837711667039365,0.002500417753986874,0.004626306956191807,0.002485380222747098,0.0021739434960807965,0.004016231515303551,0.004792980484876334,0.007567345457421284,0.007153040530313676,0.001743561087589971,0.003442445590467334,0.0033594021126649733,0.007938796128137669,0.0030984031691555025,0.0014116540402093554,0.0010484071966129,0.0023138340597686617,0.00149762680738165,0.004893949858663239,0.0017392659099255572,0.0019169873487245546,0.0013066078975141934,0.0014307789826545681,0.0035012900942020518,0.006908077781394487,0.001809622563450071,0.005852641420194809,0.0018070490426122681,0.0016149161150484888,0.0059771965881640545,0.004063645102031553,0.0021983379533124436,0.0034138276586548303,0.0,0.0009973227477954115,0.004239955925991529,0.00761933094419841,0.009935409362999168,0.03494810738311155,0.011562809794652244,0.0017215993075156376,0.011103125475912528,0.003726003588685731,0.004469914176908503,0.007004130937219484,0.009728330507099368,0.003967355863145474,0.0045141325363228695,0.008294624014014951,0.0005648422254579959,0.002874725780429913,0.0031546092085121494,,0.007757961024819881,0.002695845480453044,0.006905462196885004,9.94336409522424e-05,0.0008300404675338801
11-3130,0.0,0.0,0.00016056195755054952,0.0,0.0004916152403030415,0.0010897415697516634,0.00029333847200934635,0.00011122425145869317,0.0,0.0,0.0,0.0001721962116308119,0.0003822438617894966,0.0,0.0006009932308289703,0.00036851527230212787,0.0,0.00013548902388997575,0.0002467164284776056,0.0005229848701839746,0.001330785265390702,0.0008006394010631997,0.00011386744190389164,0.0005632982128189243,0.0,0.0015234315162956271,0.0007794696967217762,0.0,0.0003179313867098751,0.0,0.0008377099681931583,0.0030123064441342487,0.0010485601307817153,0.0003259583267592303,0.0008388294572338127,0.0,0.0014791775001146642,0.000775318154877187,0.0002562871259823377,0.0018898468300700968,0.0006562055800908127,0.000392370772890687,0.0014993438029509663,0.001206288536505035,0.0006712247045245474,0.0014339589722916536,0.0,0.0005690237261454677,0.0010619061751494987,0.0019509855477283652,0.003473296627624732,0.008770619967137277,0.002541303663176325,0.0,0.007829370140643685,0.0008306849665418295,0.0015009593178647493,0.001996506086620692,0.0036628546366389483,0.0012451988883140292,0.0011009939056415383,0.00041716897826923443,0.00015873108883667747,0.0018906031764083207,0.0009758367365966646,,0.0010777230858051222,0.0006075066403430818,0.0012078867692387728,2.5564267486062123e-05,0.00021340238910173032
11-9010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000375998316109846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023880993562741383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.241816877050279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.367370043187969e-05,0.0,0.00043341729325568277,0.0,0.0,0.0001895294795328091,0.0,0.0,0.0,0.0,0.0005453737727934989,0.0,0.0,0.0,0.0001065005194224408,4.952983397004316e-05,,0.00028377145135803183,0.0,0.0002419112320438472,0.0,0.0
11-9020,0.0,0.0,0.002202315907618463,0.006063237566268964,0.008139612603455453,0.0038535419554349432,0.13247753353059502,5.878550240800901e-05,0.0,0.0,0.0011577794393516855,0.0,0.0,0.000262612635529513,0.00017032289842161576,0.0,0.004263561007811221,0.0,0.0014584300280231224,0.00046544550373365547,0.0001442174786239241,0.00045898282759503377,0.0,0.0,0.0028134597655691367,0.0,0.0004854071517644172,0.0,0.0,0.0,0.0,0.010817707699168745,0.0,0.00015665220814276525,0.0,0.003004689138204703,0.0001906368775570601,0.00029142471780082207,0.00047303703156600425,0.0,0.0,0.0007637516768648748,0.0,0.00018810463972406436,0.0005133112340937034,4.097637363250869e-05,0.0,0.0004162714802162266,0.0,0.007069878421972891,0.00042386298225561913,0.009871865110362163,0.0,0.016053810777267592,0.0022217909120699434,4.329932506823663e-05,0.0005498305834539272,0.0,0.001759648651851264,0.00019970739419653441,0.001191765503504775,0.0007591445357640142,0.00013192220647361447,0.0003892173588103017,0.0009511129910002158,,0.005449214992823339,0.0004571039709155326,0.003710205869003649,0.00042159863763750776,0.0035193715823436515
11-9030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723323241067899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016653857699741327,0.0,0.0,0.00012755772800880608,0.0,0.0,6.456084591617125e-05,0.0,0.0,0.0,0.00026721180855970725,0.00015040358696951676,0.002953504961480648,0.0,0.0,0.41384558722156145,0.0004589290721849074,0.0013479318249105699,0.0038457754668178106,0.19430984963855133,0.004195060645115514,0.005512274973663098,0.0002626619492806291,0.0,0.0046175332113403975,0.0012445071678850279,,0.007130159278745113,0.0011278253426951564,0.14412470823533582,0.0,0.0
11-9040,0.0,0.0,0.0038950208937566615,0.002208283658972159,0.004575193446046048,0.009503372854847467,0.0024410138833550568,0.0008771005049548957,0.003152262256572158,0.0019612656615654233,0.001962610340881728,0.0034783956912588887,0.0012212367448698324,0.0015949875895190737,0.0059678110879066585,0.00774776044193153,0.0047782244729312915,0.0047177972933996675,0.01126846202110316,0.026167303123100213,0.06559101142051176,0.03357721378347244,0.007087101941988021,0.028270017443770296,0.007158876421179993,0.021484824253039877,0.0025075043240878453,0.0,0.0,0.0,0.0010509099792186687,0.0072358182393894,0.001897878209887322,0.0,0.0,0.005917213166319084,0.0015826106730915325,0.0011933339737533665,0.0002700721711078149,0.0031951310542509214,0.0003929336596622976,0.0026498446826101842,0.0010169099745011964,8.612664610923168e-05,9.561407923725473e-05,0.00024091736073003904,0.0,0.00012091754180591192,0.0,0.03469620296843656,0.010019659648143135,0.01822656715531244,0.0022140526260418622,0.006797645366477797,0.001245335033516911,7.258199836101418e-05,0.0,0.0,0.0,0.0005101989724988007,0.0,0.0009699607930951336,0.0,0.0006114145773750487,0.0017193723271519772,,0.009850805900053133,0.0,0.005518337762924052,2.6819956287701734e-05,0.00022388448057508384
11-9050,0.0,0.0,0.0,0.0,0.0,0.0,2.2039742082992034e-05,0.0006432486550217256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.256756573920399e-05,0.0,0.009263438387935353,0.000902808467963308,0.0,0.0,0.0,0.0,0.0,0.0,0.0002795426971154399,0.0,0.0006608169551511363,0.0,0.0017078922017542135,0.0,0.0,0.0,0.0,0.0,0.0,0.00016497736504564778,0.0,0.0008531851012497855,0.0,0.013255611553311956,0.0,0.0,0.003001473073205802,0.0001460577064643804,0.0018051902212687587,0.017824905366411525,0.0033996661929221786,0.003303472599639464,0.024706786437413645,0.03644177034553747,0.1755891280255122,0.0007628450034288317,0.0001503608518900187,,0.0008614629557221487,0.000981288422352376,0.0029350724554305574,0.0,0.0
